SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
AES,USA,10.14,2025-05-01,39.66,0.48,-29.11%,0.59,10.434,7.680,"3,294",54.15%,52.37%  (  +0.42%),61.06%,"400,399",10,4,4,70
CVX,USA,139.63,2025-05-02,42.37,4.54,-7.91%,1.26,2.334,3.640,"1,314",46.73%,30.15%  (  -0.99%),34.30%,"640,574",5,4,4,85
XOM,USA,108.89,2025-05-02,51.13,3.24,-4.28%,1.39,2.212,3.451,"1,043",39.59%,28.10%  (  -0.19%),33.78%,"943,779",4,4,5,85
MAT,USA,15.92,2025-05-05,43.42,0.79,-15.45%,0.96,8.642,9.928,"1,555",69.18%,48.00%  (  -1.60%),47.43%,"22,074",9,4,4,85
CEG,USA,223.11,2025-05-06,55.38,12.68,-5.35%,2.96,8.708,9.740,925,80.04%,58.98%  (  +0.83%),42.09%,"174,955",4,4,5,0
ANET,USA,79.01,2025-05-06,54.01,4.45,-16.77%,14.17,9.228,11.703,506,68.92%,61.72%  (  -0.54%),57.59%,"482,731",9,4,4,80
TEM,USA,55.78,2025-05-06,61.64,4.69,11.40%,13.92,9.696,17.497,"2,147",114.52%,104.70%  (  +0.72%),50.13%,"235,357",9,4,5,75
DVN,USA,31.48,2025-05-06,48.53,1.60,-17.18%,1.31,5.004,7.444,694,82.56%,47.13%  (  +2.20%),45.29%,"574,395",5,4,4,82
ET,USA,17.45,2025-05-06,49.76,0.71,-1.45%,0.72,3.393,5.665,756,46.96%,31.81%  (  -0.11%),39.07%,"1,011,858",6,5,5,88
AMD,USA,96.93,2025-05-06,51.88,5.60,-25.87%,6.11,8.559,10.557,"27,474",91.55%,58.21%  (  -0.09%),45.11%,"3,550,802",9,4,4,85
VST,USA,128.37,2025-05-07,56.89,8.84,3.41%,2.25,8.910,11.471,"1,533",88.83%,66.99%  (  -1.96%),40.93%,"347,304",8,5,5,90
COR,USA,286.49,2025-05-07,62.25,6.89,17.46%,0.18,4.839,5.321,"2,020",20.53%,27.05%  (  -0.12%),57.56%,"47,549",4,4,4,80
U,USA,22.56,2025-05-07,60.44,1.39,8.87%,5.10,13.949,14.518,"1,591",85.04%,80.42%  (  +0.47%),41.87%,"688,203",7,4,4,75
TEVA,USA,15.41,2025-05-07,57.85,0.67,-12.17%,1.07,8.163,11.237,620,50.46%,59.62%  (  +2.84%),68.80%,"826,017",7,5,4,65
DIS,USA,91.11,2025-05-07,50.07,3.25,-9.06%,1.79,7.050,7.675,"2,394",54.72%,40.43%  (  +0.06%),57.56%,"846,486",7,5,5,88
UBER,USA,78.03,2025-05-07,59.74,3.40,9.28%,3.71,8.400,8.935,"3,516",52.78%,48.63%  (  +0.32%),47.89%,"1,390,894",9,5,5,88
LFST,USA,6.54,2025-05-07,44.52,0.26,-5.90%,2.01,12.385,12.298,527,36.76%,50.53%  (  +0.52%),34.93%,"24,932",5,5,5,75
CORZ,USA,8.31,2025-05-07,55.88,0.71,-29.50%,4.80,11.180,15.542,"3,436",111.75%,94.94%  (  -0.08%),51.61%,"1,270,925",8,5,5,60
APP,USA,281.50,2025-05-07,53.46,26.48,20.01%,20.23,14.752,22.487,"1,674",123.26%,113.37%  (  -0.25%),73.07%,"338,923",9,4,5,85
ARM,USA,113.69,2025-05-07,55.17,7.14,-16.39%,32.44,11.669,12.612,"1,553",90.28%,69.58%  (  +0.69%),47.67%,"729,673",8,4,5,88
ADMA,USA,25.59,2025-05-08,70.05,1.55,44.41%,14.31,18.268,13.841,"1,389",80.89%,65.47%  (  -4.67%),47.61%,"56,203",10,4,4,85
CLSK,USA,9.02,2025-05-08,60.02,0.70,-17.77%,5.38,7.603,13.632,"4,561",110.52%,93.45%  (  +0.72%),16.46%,"1,219,666",5,5,5,80
RGTI,USA,9.63,2025-05-08,56.22,0.88,72.04%,250.73,27.801,17.315,"7,737",100.45%,117.40%  (  +0.43%),7.56%,"608,746",8,5,5,60
ACHR,USA,8.65,2025-05-08,62.21,0.60,39.24%,-,9.339,12.624,"5,909",84.26%,84.44%  (  -0.79%),41.72%,"510,632",10,5,4,70
OKLO,USA,24.89,2025-05-12,51.88,2.47,20.78%,-,11.977,18.835,"2,350",110.55%,105.30%  (  +3.45%),27.83%,"286,316",6,4,4,65
CELH,USA,37.44,2025-05-06,60.26,2.02,14.88%,7.12,14.831,12.216,"1,244",56.77%,75.75%  (  -0.37%),55.06%,"615,141",8,4,5,80
BABA,USA,120.16,2025-05-13,51.55,5.61,21.03%,2.11,5.287,8.811,"4,411",60.91%,50.49%  (  -1.28%),46.66%,"2,419,033",9,5,5,88
GRAB,Cayman Islands,4.84,2025-05-21,62.18,0.26,14.65%,7.08,10.819,18.770,"4,951",78.65%,79.91%  (  -0.67%),65.03%,"897,155",8,5,5,75
FUTU,USA,89.61,2025-05-27,48.31,6.76,4.32%,5.79,8.267,15.231,"1,686",77.47%,66.85%  (  +0.87%),39.93%,"140,181",6,5,4,88
BILI,USA,17.31,2025-05-22,46.72,0.94,-6.25%,1.53,10.763,14.073,536,62.70%,67.44%  (  -1.11%),22.05%,"346,656",9,5,5,85
PANW,USA,180.31,2025-05-19,57.01,7.32,0.30%,13.94,9.089,10.431,780,56.52%,47.03%  (  -0.01%),61.32%,"530,148",5,4,4,80
DKS,USA,190.95,2025-06-04,49.51,11.27,-10.44%,1.13,9.955,0.000,522,69.77%,54.75%  (  +2.03%),54.84%,"57,915",9,4,4,87
DLTR,USA,80.89,2025-06-04,60.52,3.94,6.36%,0.63,12.298,0.000,"1,523",71.01%,46.83%  (  +0.38%),35.06%,"363,612",8,4,4,65
DECK,USA,110.02,2025-05-22,46.58,6.11,-31.20%,3.39,5.583,14.146,864,73.92%,64.67%  (  -0.27%),61.82%,"104,016",6,4,5,88
PDD,USA,104.64,2025-05-28,49.74,5.15,-9.61%,2.65,8.949,12.433,820,54.08%,52.25%  (  +1.10%),48.61%,"1,321,527",5,4,4,80
YMM,USA,11.40,2025-05-20,51.31,0.61,14.64%,6.81,13.770,19.419,"1,023",55.85%,56.91%  (  +0.33%),29.12%,"74,596",10,4,4,90
NVDA,USA,109.27,2025-05-28,50.73,6.54,-12.89%,20.42,9.272,9.021,"218,259",75.87%,53.08%  (  +2.57%),34.79%,"21,170,537",7,5,5,85
CRM,USA,268.38,2025-06-04,53.51,10.10,-8.28%,6.80,7.799,0.000,"1,843",46.42%,43.32%  (  +2.73%),61.25%,"490,382",6,4,4,85
CHWY,USA,36.85,2025-06-04,60.84,1.69,16.52%,1.29,12.474,0.000,671,46.11%,45.45%  (  +3.46%),7.35%,"206,432",10,5,4,85
COST,USA,980.75,2025-05-29,55.23,29.11,5.68%,1.65,3.965,0.000,"4,037",31.01%,29.22%  (  +0.83%),47.99%,"252,501",7,4,5,85
DELL,USA,95.32,2025-05-29,57.37,5.20,-15.03%,0.70,10.210,0.000,"1,977",90.73%,56.58%  (  +2.30%),47.06%,"685,815",5,5,5,80
MRVL,USA,58.54,2025-05-29,47.85,4.28,-29.93%,8.78,9.547,0.000,"2,029",98.18%,62.61%  (  -3.09%),40.02%,"766,153",8,5,5,85
ZS,USA,220.87,2025-05-29,62.77,9.57,15.00%,14.12,10.489,0.000,"14,215",62.29%,45.83%  (  +2.55%),36.38%,"192,642",9,5,5,85
CRWD,USA,424.98,2025-06-03,64.62,21.12,27.42%,26.64,9.624,0.000,"2,254",66.95%,48.11%  (  +0.36%),36.68%,"361,484",7,5,5,85
10:05:00 AM,,,,,,,,,,,,,,,,,,
