SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
GE,USA,297.18,2025-10-21,63.36,6.28,32.45%,7.57,5.795,8.040,"9,751",19.80%,36.31%  (  -0.04%),31.76%,"213,470",9,5,5,90,Aerospace & Defense,"MMM, 0.8(6M)"
NFLX,USA,1208.24,2025-10-21,47.24,26.35,11.25%,12.38,7.632,9.370,"77,322",22.26%,41.66%  (  -0.19%),41.01%,"549,966",4,4,4,80,Entertainment,
ACI,USA,17.45,2025-10-21,26.19,0.34,-15.25%,0.12,5.341,7.395,"6,102",17.14%,30.50%  (  +0.15%),13.94%,"87,062",5,4,4,60,Grocery Stores,
UAL,USA,99.15,2025-10-21,41.01,3.33,11.72%,0.55,8.326,12.057,"16,398",28.75%,56.59%  (  +1.61%),27.59%,"460,877",5,5,5,88,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
IBKR,USA,64.97,2025-10-21,56.48,1.91,23.78%,2.96,6.111,9.505,"5,645",29.69%,42.45%  (  +1.17%),30.33%,"214,326",10,5,5,88,Capital Markets,
APH,USA,122.33,2025-10-22,65.36,2.97,43.54%,7.94,8.704,12.299,"2,672",25.35%,37.40%  (  +0.91%),46.38%,"94,496",6,5,5,92,Electronic Components,
BSX,USA,98.14,2025-10-22,31.98,2.01,-2.73%,7.86,5.507,8.494,"23,427",17.33%,37.21%  (  -0.65%),56.97%,"245,900",8,5,5,90,Medical Devices,
GEV,USA,607.52,2025-10-22,46.86,24.60,35.93%,4.52,6.790,11.841,"20,518",39.21%,54.66%  (  +3.36%),24.18%,"174,825",6,4,4,85,Specialty Industrial Machinery,
IBM,USA,281.44,2025-10-22,73.53,6.00,11.66%,4.09,6.428,9.468,"111,100",22.17%,40.88%  (  +3.58%),55.30%,"371,430",9,4,4,85,Information Technology Services,"ORCL, 0.8(6M)"
NOW,USA,918.61,2025-10-22,47.63,25.30,-4.33%,15.85,7.329,9.943,"10,806",27.85%,44.40%  (  +2.77%),41.98%,"97,264",5,5,5,92,Software - Application,
GD,USA,324.43,2025-10-22,57.38,3.95,15.17%,1.74,3.744,4.042,512,9.44%,18.33%  (  -1.53%),14.49%,"31,230",7,4,4,88,Aerospace & Defense,
BA,USA,213.53,2025-10-22,36.23,5.00,10.08%,2.14,5.230,7.985,"120,667",22.78%,36.47%  (  -0.22%),22.08%,"1,049,816",10,5,5,75,Aerospace & Defense,"EADSY, 0.8(6M)"
AR,USA,34.05,2025-10-22,61.50,1.01,-5.81%,2.15,5.575,0.000,"7,550",28.45%,41.16%  (  -0.67%),13.44%,"162,362",9,4,5,80,Oil & Gas E&P,
EQT,USA,53.93,2025-10-22,63.73,1.60,3.89%,4.62,5.032,0.000,"25,624",26.64%,37.06%  (  -1.13%),22.14%,"284,288",8,4,4,85,Oil & Gas E&P,
UPWK,USA,19.30,2025-10-22,69.49,0.79,29.23%,3.31,14.861,0.000,"2,000",41.57%,52.28%  (  +1.70%),29.72%,"53,828",9,4,4,88,Internet Content & Information,
KBR,USA,47.00,2025-10-22,38.70,1.44,-9.30%,0.75,7.932,10.482,"2,048",24.42%,36.67%  (  -0.88%),39.64%,"6,305",8,4,4,75,Engineering & Construction,
FLEX,Singapore,56.50,2025-10-22,53.91,1.56,30.68%,0.81,9.596,0.000,813,27.16%,40.48%  (  -1.60%),21.88%,"29,609",6,5,5,80,Electronic Components,
HLT,USA,261.28,2025-10-22,37.83,4.78,3.49%,5.35,5.210,6.734,704,19.13%,29.96%  (  +1.87%),25.98%,"49,956",9,4,4,80,Lodging,"MAR, 0.9(6M)"
META,USA,748.91,2025-10-22,45.89,16.26,12.80%,10.52,7.974,6.054,"340,991",18.76%,31.81%  (  +2.13%),15.44%,"1,961,114",10,5,5,90,Internet Content & Information,
BCS,USA,20.31,2025-10-22,48.68,0.35,21.04%,1.93,3.255,10.253,943,19.39%,31.12%  (  +0.61%),9.49%,"96,731",8,4,4,82,Banks - Diversified,
BIIB,USA,135.67,2025-10-22,42.32,4.00,0.07%,2.07,5.441,0.000,"2,729",28.95%,33.60%  (  +0.74%),23.56%,"62,992",7,4,4,90,Drug Manufacturers - General,
NEE,USA,74.65,2025-10-22,62.99,1.45,4.95%,6.12,4.106,6.488,"54,057",21.24%,27.97%  (  +1.69%),21.68%,"543,317",8,4,4,85,Utilities - Regulated Electric,"D, 0.85(6M)"
BMRN,USA,52.62,2025-10-22,36.44,1.45,-14.51%,3.32,7.125,0.000,"1,614",25.46%,39.19%  (  +1.42%),43.53%,"38,333",5,5,5,88,Biotechnology,
STX,Ireland,219.85,2025-10-22,74.82,6.93,83.98%,5.15,7.219,0.000,"14,137",34.15%,48.91%  (  -0.80%),39.66%,"186,602",9,4,4,85,Computer Hardware,
ORLY,USA,104.58,2025-10-22,53.68,1.79,13.78%,5.18,6.576,8.436,"2,006",14.83%,24.43%  (  +0.69%),22.38%,"61,583",4,5,5,75,Auto Parts,
VRT,USA,139.77,2025-10-22,54.56,6.70,23.83%,5.87,10.407,13.341,"29,723",48.99%,61.44%  (  -0.52%),20.69%,"529,025",7,5,5,88,Electrical Equipment & Parts,
ESI,USA,24.82,2025-10-22,40.44,0.63,3.37%,2.41,9.886,0.000,"1,055",23.18%,34.89%  (  -1.64%),22.83%,"4,745",8,5,5,88,Specialty Chemicals,
CLF,USA,12.07,2025-10-22,63.85,0.53,28.43%,0.32,9.153,0.000,"37,495",40.55%,65.65%  (  -3.94%),35.31%,"807,414",6,4,4,85,Steel,
NXT,USA,73.51,2025-10-22,63.32,3.15,42.83%,3.50,14.915,0.000,"3,332",62.11%,55.57%  (  +0.13%),25.84%,"151,417",6,4,5,85,Solar,
TMUS,USA,237.94,2025-10-23,38.90,4.75,-1.98%,3.19,4.594,6.336,"3,873",16.99%,28.35%  (  -0.05%),38.56%,"112,666",5,4,4,90,Telecom Services,
VLO,USA,174.42,2025-10-23,81.56,4.22,30.01%,0.44,3.385,7.479,"15,777",19.84%,32.59%  (  +1.20%),14.08%,"140,928",8,4,4,78,Oil & Gas Refining & Marketing,
VLY,USA,10.65,2025-10-23,54.64,0.27,13.43%,1.70,8.572,10.176,"1,390",25.30%,33.40%  (  -0.81%),17.31%,"99,605",6,5,5,80,Banks - Regional,
DXCM,USA,68.30,2025-10-23,33.03,3.00,-14.38%,6.23,10.703,10.517,"15,404",48.81%,47.24%  (  +0.36%),38.48%,"167,601",7,5,5,85,Medical Devices,
MA,USA,567.30,2025-10-23,39.11,9.72,2.22%,16.95,2.950,0.000,"6,744",16.28%,22.33%  (  +1.51%),22.09%,"139,476",7,5,5,85,Credit Services,"V, 0.92(6M)"
GILD,USA,110.99,2025-10-23,42.21,2.68,4.22%,4.78,4.805,0.000,"13,526",19.64%,32.32%  (  +2.55%),44.88%,"180,593",10,5,5,85,Drug Manufacturers - General,
FE,USA,44.24,2025-10-23,63.63,0.53,7.61%,1.82,4.274,0.000,782,9.98%,18.23%  (  +0.70%),14.04%,"68,662",6,4,4,80,Utilities - Regulated Electric,"CMS, 0.8(6M)"
AEP,USA,107.86,2025-10-23,44.67,1.57,3.82%,2.76,3.957,0.000,"1,678",13.16%,18.77%  (  +0.38%),13.95%,"66,251",4,4,4,85,Utilities - Regulated Electric,"PPL, 0.82(6M)"
AMT,USA,193.71,2025-10-23,40.43,4.21,-5.86%,8.84,5.882,0.000,"1,021",19.68%,24.31%  (  -0.13%),21.58%,"53,460",9,5,5,80,REIT - Specialty,
BG,Switzerland,79.39,2025-10-23,44.99,2.25,1.60%,0.31,6.492,0.000,"1,485",32.89%,33.28%  (  +1.69%),32.37%,"38,691",10,4,4,85,Farm Products,
AMZN,USA,218.15,2025-10-23,37.07,5.01,1.57%,3.47,6.285,0.000,"994,637",26.18%,32.00%  (  +1.60%),22.19%,"4,249,099",10,5,5,88,Internet Retail,"EBAY, 0.82(6M)
GOOGL, 0.89(6M)"
MCD,USA,302.30,2025-10-23,41.64,4.32,-0.29%,8.28,3.421,0.000,"9,457",11.20%,18.90%  (  +0.82%),16.84%,"203,474",7,4,4,70,Restaurants,"YUM, 0.83(6M)"
SPGI,USA,484.94,2025-10-23,21.58,10.27,-5.80%,10.07,3.919,5.244,"4,274",23.36%,21.90%  (  -0.03%),19.54%,"30,529",9,5,5,85,Financial Data & Stock Exchanges,
ABBV,USA,218.54,2025-10-24,60.67,3.65,13.44%,6.62,4.455,0.000,"11,153",16.83%,22.67%  (  +0.99%),14.84%,"320,762",10,4,5,85,Drug Manufacturers - General,
CVX,USA,160.72,2025-10-24,59.65,2.70,6.81%,1.75,2.536,0.000,"27,884",18.30%,22.08%  (  +0.49%),15.38%,"505,493",10,4,5,85,Oil & Gas Integrated,"XOM, 0.88(6M)"
KDP,USA,25.75,2025-10-27,25.16,0.70,-21.16%,2.22,5.316,9.717,"15,226",44.36%,29.55%  (  +0.77%),62.39%,"211,838",5,4,4,85,Beverages - Non-Alcoholic,
NUE,USA,134.76,2025-10-27,38.16,3.68,4.68%,1.00,5.141,0.000,"2,120",26.20%,34.66%  (  -0.56%),13.89%,"88,860",8,5,5,85,Steel,
ACGL,Bermuda,89.57,2025-10-27,48.67,1.74,-2.10%,1.79,5.729,0.000,576,20.30%,24.39%  (  -0.33%),15.56%,"4,329",5,4,4,85,Insurance - Diversified,
ARE,USA,84.16,2025-10-27,52.93,1.90,-1.40%,4.69,6.565,0.000,578,23.04%,33.04%  (  -0.53%),34.33%,"36,676",9,4,4,70,REIT - Office,
NXPI,Netherlands,226.81,2025-10-27,52.55,6.21,7.30%,4.72,7.385,0.000,"3,913",22.97%,39.39%  (  +1.96%),18.58%,"38,889",8,5,5,78,Semiconductors,
AGNC,USA,9.76,2025-10-27,42.71,0.15,2.42%,4.74,3.868,5.454,"12,500",16.93%,21.08%  (  +0.56%),14.19%,"651,378",8,4,4,55,REIT - Mortgage,
HSBC,USA,68.93,2025-10-28,60.55,0.85,18.99%,1.66,1.515,0.000,"2,107",17.36%,22.83%  (  +3.64%),21.70%,"92,399",9,4,4,85,Banks - Diversified,
PYPL,USA,66.74,2025-10-28,41.87,1.59,-9.37%,1.97,8.274,0.000,"121,308",21.11%,33.26%  (  +2.61%),14.63%,"1,397,692",4,4,4,90,Credit Services,
UNH,USA,345.56,2025-10-28,63.25,9.98,-15.15%,0.74,5.235,0.000,"143,112",43.72%,37.75%  (  +0.05%),32.25%,"1,740,818",10,5,5,55,Healthcare Plans,
GLW,USA,79.13,2025-10-28,70.61,1.93,49.02%,4.77,5.933,0.000,"16,087",23.76%,34.46%  (  +3.84%),36.51%,"407,973",5,5,5,85,Electronic Components,
RTX,USA,160.51,2025-10-28,59.60,2.46,17.63%,2.57,4.453,0.000,"7,944",16.71%,27.57%  (  -0.15%),28.02%,"173,100",6,4,4,85,Aerospace & Defense,
GOOGL,USA,245.79,2025-10-28,67.65,5.48,33.09%,8.02,6.240,0.000,"327,414",31.21%,33.06%  (  +1.76%),33.67%,"3,194,607",8,5,5,85,Internet Content & Information,"AMZN, 0.89(6M)"
SPOT,Luxembourg,712.62,2025-10-28,52.04,21.33,15.05%,7.99,9.995,0.000,"9,270",25.27%,38.54%  (  -2.50%),20.46%,"139,519",8,4,4,80,Internet Content & Information,
BANC,USA,16.61,2025-10-28,54.64,0.35,11.52%,1.47,9.742,0.000,"4,921",21.74%,36.16%  (  +1.93%),23.90%,"42,684",4,5,5,80,Banks - Regional,
TER,USA,132.87,2025-10-28,71.68,4.73,30.44%,7.48,11.487,16.853,"1,557",44.58%,48.03%  (  +0.71%),29.23%,"98,930",9,4,4,88,Semiconductor Equipment & Materials,
ADM,USA,61.07,2025-10-28,51.34,1.46,17.99%,0.35,4.789,0.000,"7,751",22.05%,25.17%  (  -3.32%),15.15%,"134,270",8,4,4,78,Farm Products,
FI,USA,128.66,2025-10-28,31.90,2.81,-29.79%,3.31,5.585,0.000,"3,713",17.64%,45.53%  (  -0.91%),71.70%,"115,474",7,5,5,75,Information Technology Services,
MMM,USA,153.03,2025-10-28,45.59,3.33,4.51%,3.31,6.498,0.000,"5,624",22.57%,33.71%  (  +1.47%),32.75%,"146,622",6,4,4,75,Conglomerates,"GE, 0.8(6M)"
TXN,USA,182.04,2025-10-28,40.64,4.38,-2.72%,9.92,5.124,0.000,"9,327",21.98%,38.31%  (  +0.99%),31.09%,"265,101",5,4,4,78,Semiconductors,
ARCC,USA,20.56,2025-10-28,28.30,0.35,-6.78%,4.82,3.973,0.000,"2,109",18.05%,19.15%  (  -0.26%),20.28%,"113,306",7,5,5,85,Asset Management,
MTDR,USA,48.06,2025-10-28,51.07,1.65,-3.65%,1.59,8.781,0.000,645,35.84%,45.03%  (  -0.20%),28.41%,"50,285",5,5,5,0,Oil & Gas E&P,
BXP,USA,75.36,2025-10-28,55.01,1.95,8.06%,3.80,6.610,0.000,959,28.75%,31.87%  (  +1.68%),21.03%,"31,245",4,4,4,80,REIT - Office,
GOOG,USA,246.57,2025-10-28,68.27,5.42,32.54%,8.02,6.261,0.000,"203,835",30.68%,32.70%  (  +1.64%),33.17%,"1,560,342",5,5,5,85,Internet Content & Information,
MSFT,USA,507.03,2025-10-28,48.26,7.35,12.70%,13.38,4.235,0.000,"335,865",14.33%,21.94%  (  +1.23%),15.78%,"2,311,634",10,5,5,88,Software - Infrastructure,"AAPL, 0.85(6M)"
PNR,Ireland,108.31,2025-10-28,48.18,2.12,9.49%,4.33,6.658,0.000,537,23.38%,25.50%  (  +1.46%),23.18%,"10,059",7,4,4,88,Specialty Industrial Machinery,
PSX,USA,139.08,2025-10-29,69.38,3.32,15.32%,0.42,3.234,0.000,"15,455",21.98%,29.10%  (  +0.63%),17.05%,"72,426",10,4,4,80,Oil & Gas Refining & Marketing,
CVS,USA,74.61,2025-10-29,58.44,1.78,18.21%,0.24,7.396,0.000,"34,503",24.15%,34.30%  (  +2.82%),33.27%,"564,608",6,5,5,80,Healthcare Plans,"WBA, 0.84(6M)"
ALGN,USA,124.88,2025-10-29,32.34,4.60,-30.92%,2.28,10.734,9.411,"3,892",34.11%,46.99%  (  +3.25%),31.49%,"45,269",9,4,5,55,Medical Instruments & Supplies,
CMG,USA,39.33,2025-10-29,36.28,0.92,-23.27%,4.56,7.927,0.000,"64,216",19.07%,36.58%  (  +1.91%),32.15%,"1,253,078",6,5,5,65,Restaurants,
IR,USA,80.50,2025-10-29,50.76,1.94,-3.85%,4.34,6.614,0.000,"2,653",25.48%,30.89%  (  +1.12%),26.98%,"9,560",6,4,4,85,Specialty Industrial Machinery,"JCI, 0.82(6M)"
DT,USA,48.60,2025-10-29,47.17,1.29,-6.71%,8.25,9.374,0.000,560,27.60%,36.34%  (  -0.12%),31.89%,"43,299",9,5,5,90,Software - Application,
EXAS,USA,53.68,2025-10-29,59.29,1.75,4.89%,3.46,12.433,0.000,"1,092",31.11%,46.34%  (  -1.02%),19.32%,"47,370",9,5,5,75,Diagnostics & Research,
EXC,USA,43.78,2025-10-29,50.88,0.65,2.08%,1.86,3.954,0.000,"1,744",13.22%,20.55%  (  +1.11%),28.74%,"73,737",7,4,4,80,Utilities - Regulated Electric,"ETR, 0.83(6M)"
MET,USA,80.28,2025-10-29,53.61,1.54,0.62%,0.73,4.646,0.000,821,17.52%,27.70%  (  +3.93%),28.27%,"157,499",7,5,5,80,Insurance - Life,"PRU, 0.86(6M)"
PINS,USA,33.45,2025-10-29,34.68,1.19,0.54%,5.82,13.233,0.000,"34,770",31.61%,39.98%  (  +1.73%),16.96%,"360,546",8,5,5,88,Internet Content & Information,
CGNX,USA,44.87,2025-10-29,55.65,1.08,28.81%,8.10,10.634,0.000,"3,344",24.47%,41.87%  (  +1.60%),30.82%,"38,527",7,4,4,80,Scientific & Technical Instruments,
DD,USA,74.55,2025-10-29,41.52,1.76,1.51%,2.48,5.771,0.000,"4,091",19.60%,29.17%  (  -0.45%),22.13%,"101,519",6,5,5,80,Specialty Chemicals,
CHRW,USA,133.84,2025-10-29,66.26,2.77,28.69%,0.93,8.163,0.000,"1,471",16.42%,26.54%  (  +0.98%),23.22%,"49,266",7,4,4,85,Integrated Freight & Logistics,
TRMB,USA,79.98,2025-10-29,45.53,1.83,8.90%,5.32,6.819,0.000,"8,883",24.58%,29.14%  (  +1.49%),17.64%,"5,369",10,5,5,85,Scientific & Technical Instruments,
BBD,USA,3.27,2025-10-29,59.04,0.08,30.96%,0.30,5.683,0.000,"2,437",30.33%,48.05%  (  +12.47%),23.28%,"223,333",8,4,4,80,Banks - Regional,
PCG,USA,14.44,2025-10-29,40.74,0.46,-10.60%,1.30,3.655,0.000,"15,203",30.51%,34.27%  (  -1.61%),35.31%,"1,378,580",4,4,5,70,Utilities - Regulated Electric,
APO,USA,136.13,2025-10-29,44.53,4.14,-6.25%,3.03,5.748,0.000,"4,661",25.48%,36.47%  (  +0.12%),15.64%,"330,035",8,5,5,85,Asset Management,
MKSI,USA,122.25,2025-10-29,62.48,4.53,26.05%,2.20,8.774,0.000,"2,478",42.85%,47.32%  (  +0.66%),16.85%,"4,327",8,5,4,85,Scientific & Technical Instruments,
WSC,USA,20.83,2025-10-29,25.94,0.76,-29.09%,1.61,10.455,0.000,905,31.53%,50.03%  (  +4.14%),36.10%,"40,767",6,4,4,70,Rental & Leasing Services,
CFLT,USA,19.25,2025-10-29,46.50,0.84,-21.91%,6.23,18.811,0.000,"3,998",41.31%,63.00%  (  +0.42%),36.50%,"323,175",5,4,4,75,Software - Infrastructure,
AUR,USA,5.59,2025-10-29,42.99,0.30,-14.03%,10315.40,15.422,0.000,"14,211",44.56%,75.52%  (  -2.21%),19.41%,"252,648",4,4,5,75,Information Technology Services,
VRTX,USA,381.87,2025-10-29,39.46,8.28,-14.69%,8.59,5.428,0.000,"4,991",16.22%,28.39%  (  -1.09%),20.43%,"43,681",6,4,4,85,Biotechnology,
GT,USA,7.88,2025-10-29,25.96,0.26,-18.86%,0.12,11.860,0.000,"16,589",21.91%,49.53%  (  +6.26%),29.73%,"170,881",10,4,4,50,Auto Parts,
GEHC,USA,71.50,2025-10-29,38.97,1.99,-7.05%,1.63,6.624,0.000,"6,810",28.93%,34.75%  (  -0.11%),28.05%,"68,594",7,4,4,78,Medical Devices,
ROKU,USA,98.01,2025-10-29,55.03,3.52,21.74%,3.29,14.342,0.000,"9,475",33.74%,49.97%  (  +2.07%),18.28%,"253,436",9,4,4,85,Entertainment,
EBAY,USA,93.11,2025-10-29,55.12,2.16,25.30%,4.05,6.590,0.000,"5,591",24.08%,31.59%  (  +1.43%),38.19%,"160,361",5,4,4,90,Internet Retail,
AMSC,USA,57.96,2025-10-29,55.36,3.73,78.70%,10.27,19.010,0.000,"1,167",62.45%,78.73%  (  +1.88%),42.11%,"27,487",7,5,5,85,Specialty Industrial Machinery,
CNP,USA,38.31,2025-10-29,52.99,0.60,7.15%,2.78,4.375,0.000,"1,611",14.09%,22.73%  (  -0.15%),34.78%,"32,497",8,4,4,75,Utilities - Regulated Electric,"DTE, 0.84(6M)"
ELF,USA,130.70,2025-10-29,48.53,6.26,28.91%,5.52,14.402,0.000,"7,273",53.39%,55.56%  (  -1.98%),17.60%,"134,670",9,5,5,85,Household & Personal Products,
AIG,USA,77.10,2025-10-29,41.69,1.30,-3.27%,1.54,4.214,0.000,"1,908",16.76%,24.27%  (  +0.63%),22.87%,"98,368",8,4,4,85,Insurance - Diversified,
ET,USA,17.41,2025-10-29,49.18,0.23,-4.45%,0.74,3.711,0.000,"31,811",11.20%,17.08%  (  -0.23%),7.24%,"1,003,399",7,5,5,72,Oil & Gas Midstream,
NCLH,Bermuda,25.00,2025-10-29,48.71,0.82,11.55%,1.18,7.501,0.000,"11,068",36.91%,45.37%  (  +1.63%),17.57%,"371,557",10,4,5,85,Travel Services,
ETR,USA,90.33,2025-10-29,56.50,1.42,8.27%,3.30,4.666,0.000,637,16.08%,22.24%  (  -0.14%),22.67%,"20,758",8,5,5,85,Utilities - Regulated Electric,
HOOD,USA,122.65,2025-10-29,62.15,5.42,78.21%,30.39,11.066,0.000,"421,289",55.94%,59.64%  (  +1.93%),15.32%,"2,096,711",6,4,4,90,Capital Markets,
RELY,USA,16.25,2025-10-29,33.34,0.64,-21.44%,2.29,17.114,0.000,519,42.57%,49.15%  (  -0.35%),25.14%,"60,282",7,5,5,85,Software - Infrastructure,
CWAN,USA,17.97,2025-10-29,31.67,0.61,-25.78%,9.54,12.461,0.000,"1,474",32.49%,45.11%  (  +0.45%),39.67%,"43,914",8,5,5,85,Software - Application,
PCOR,USA,71.71,2025-10-29,54.57,2.37,1.32%,8.74,12.746,0.000,"2,694",33.12%,44.95%  (  +4.46%),32.42%,"15,814",7,4,5,75,Software - Application,
DASH,USA,262.08,2025-10-29,56.32,7.07,25.10%,9.41,8.848,0.000,"10,327",23.17%,39.18%  (  +1.90%),24.93%,"253,760",4,4,5,88,Internet Retail,
ICE,USA,167.28,2025-10-30,28.06,2.54,-1.63%,8.21,4.532,0.000,659,13.25%,21.34%  (  +0.50%),25.28%,"41,145",7,5,5,87,Financial Data & Stock Exchanges,
CAH,USA,148.96,2025-10-30,46.07,3.61,5.33%,0.16,4.664,0.000,"12,879",24.23%,26.50%  (  +4.14%),29.10%,"60,324",5,5,5,80,Medical Distribution,
LLY,USA,714.59,2025-10-30,39.76,18.12,-8.90%,12.70,5.761,0.000,"78,706",27.54%,34.15%  (  +3.60%),22.76%,"404,180",8,5,5,90,Drug Manufacturers - General,
IP,USA,45.32,2025-10-30,37.05,1.10,-10.55%,1.09,5.240,0.000,859,21.03%,36.14%  (  +6.22%),33.52%,"44,004",6,4,5,70,Packaging & Containers,
WEC,USA,111.24,2025-10-30,59.86,1.51,6.26%,3.85,4.206,0.000,631,14.73%,17.91%  (  -0.18%),11.30%,"17,142",6,4,4,85,Utilities - Regulated Electric,"NWN, 0.85(6M)"
TW,USA,110.50,2025-10-30,21.34,2.58,-17.42%,13.50,5.931,0.000,"1,055",20.13%,30.82%  (  -0.73%),30.33%,"6,015",4,4,4,92,Capital Markets,
SHEL,USA,72.89,2025-10-30,56.60,0.94,6.80%,0.77,2.326,0.000,"9,443",11.79%,19.56%  (  +0.63%),17.05%,"211,468",7,4,5,85,Oil & Gas Integrated,
DINO,USA,54.01,2025-10-30,70.92,1.30,39.84%,0.38,7.901,0.000,676,23.89%,34.34%  (  +0.86%),7.55%,"36,827",4,4,4,80,Oil & Gas Refining & Marketing,
MRK,USA,77.60,2025-10-30,30.26,1.58,-10.10%,3.06,5.122,0.000,"56,665",19.94%,28.21%  (  -0.62%),26.74%,"668,192",9,4,4,75,Drug Manufacturers - General,
CMCSA,USA,31.62,2025-10-30,31.77,0.64,-9.92%,0.94,5.306,0.000,"31,841",14.92%,26.48%  (  +0.90%),26.59%,"743,017",8,4,4,75,Telecom Services,
DBRG,USA,11.85,2025-10-30,53.61,0.42,12.85%,7.50,11.887,0.000,"1,345",38.62%,44.85%  (  -4.50%),8.87%,"62,112",7,5,4,80,Asset Management,
EW,USA,75.27,2025-10-30,37.23,1.59,0.73%,7.77,9.162,10.251,758,15.35%,27.43%  (  +0.87%),26.60%,"72,989",4,4,4,90,Medical Devices,
ADT,USA,8.60,2025-10-30,47.87,0.16,7.28%,1.41,10.499,10.782,"20,822",18.86%,33.21%  (  +0.22%),25.86%,"46,244",5,4,4,85,Security & Protection Services,
CROX,USA,76.65,2025-10-30,35.56,3.06,-23.40%,1.01,10.629,0.000,"4,885",34.03%,50.42%  (  +5.82%),26.03%,"89,263",5,4,4,78,Footwear & Accessories,
RCL,Liberia,324.53,2025-10-30,42.06,10.10,21.52%,5.13,6.247,0.000,"5,217",31.67%,42.96%  (  +1.70%),31.02%,"106,247",6,5,5,85,Travel Services,
DUK,USA,122.32,2025-10-30,51.90,1.56,4.54%,3.04,3.386,0.000,"2,673",12.77%,17.22%  (  +0.09%),12.01%,"90,341",8,4,4,85,Utilities - Regulated Electric,
