SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
BKR,USA,46.33,2025-10-15,65.32,1.05,11.03%,1.65,7.723,0.000,717,21.21%,27.00%  (  -0.66%),6.48%,"117,087",9,5,5,85,Oil & Gas Equipment & Services,
ELV,USA,305.11,2025-10-15,46.58,9.31,-18.97%,0.36,8.071,0.000,"1,016",31.87%,40.49%  (  +1.25%),74.18%,"71,243",5,4,4,60,Healthcare Plans,
NFLX,USA,1257.91,2025-10-15,59.30,26.15,17.72%,12.89,7.632,0.000,"26,424",21.58%,25.18%  (  -0.19%),7.67%,"537,053",5,4,4,80,Entertainment,
LRCX,USA,105.93,2025-10-15,60.74,2.99,26.51%,7.27,6.439,0.000,"13,921",38.20%,33.18%  (  +0.80%),5.06%,"559,852",9,5,5,85,Semiconductor Equipment & Materials,
KMI,USA,27.18,2025-10-15,55.26,0.52,-1.01%,3.80,3.583,0.000,"17,775",18.94%,25.06%  (  +0.65%),21.83%,"457,710",8,4,4,85,Oil & Gas Midstream,
CSX,USA,31.88,2025-10-15,30.99,0.77,-1.01%,4.20,3.824,0.000,"1,575",22.99%,24.99%  (  -1.72%),25.51%,"530,981",10,4,4,74,Railroads,
FHN,USA,22.53,2025-10-15,54.36,0.49,10.15%,2.34,5.496,0.000,"1,001",20.75%,33.87%  (  +2.35%),24.14%,"220,787",6,4,4,70,Banks - Regional,
AA,USA,31.36,2025-10-15,52.63,1.15,-3.16%,0.62,6.367,0.000,"10,407",42.44%,49.59%  (  +0.21%),16.99%,"355,181",5,4,4,65,Aluminum,
USB,USA,49.10,2025-10-16,64.27,0.86,7.53%,1.81,3.787,0.000,"1,968",21.40%,23.40%  (  +0.03%),9.88%,"258,926",5,4,4,85,Banks - Regional,
KEY,USA,19.18,2025-10-16,60.82,0.39,12.44%,2.25,4.056,0.000,583,22.43%,27.39%  (  +2.19%),9.92%,"212,538",4,4,4,90,Banks - Regional,
UNP,USA,211.71,2025-10-16,32.06,4.07,-8.04%,5.15,3.183,0.000,"1,446",16.04%,22.59%  (  +1.11%),21.84%,"144,867",8,4,4,88,Railroads,"NSC, 0.89(6M)"
TSM,USA,263.40,2025-10-16,71.61,6.45,30.03%,12.87,3.853,0.000,"99,828",31.45%,32.91%  (  +1.85%),8.23%,"1,838,249",10,5,5,80,Semiconductors,
ISRG,USA,459.62,2025-10-16,41.32,11.28,-12.64%,18.02,6.488,0.000,"1,473",27.66%,29.07%  (  -0.14%),23.73%,"91,561",8,4,5,80,Medical Instruments & Supplies,
IRDM,USA,18.98,2025-10-16,20.55,1.08,-31.40%,2.35,11.894,0.000,929,60.39%,53.43%  (  +0.80%),48.72%,"35,495",7,4,4,70,Telecom Services,
FCX,USA,44.74,2025-10-16,54.45,1.29,12.12%,2.51,3.387,0.000,"16,239",41.18%,36.36%  (  -0.71%),13.85%,"1,042,279",9,4,4,82,Copper,
BX,USA,179.26,2025-10-16,65.82,4.13,12.74%,16.99,3.895,0.000,"7,095",24.12%,27.96%  (  -1.11%),8.21%,"343,503",9,4,4,85,Asset Management,
TFC,USA,45.12,2025-10-17,48.05,0.85,4.64%,1.91,3.229,0.000,821,20.25%,24.75%  (  -0.11%),14.46%,"207,092",9,4,4,80,Banks - Regional,
FITB,USA,45.44,2025-10-17,62.90,0.82,9.51%,2.22,4.300,0.000,736,20.22%,26.06%  (  +0.06%),13.81%,"74,713",7,4,4,90,Banks - Regional,
SLB,,35.37,2025-10-17,52.83,0.94,-5.55%,1.50,3.469,0.000,"2,624",28.96%,32.65%  (  -0.31%),20.73%,"756,131",9,5,5,75,Oil & Gas Equipment & Services,
AXP,USA,323.07,2025-10-17,56.70,6.05,9.08%,2.93,4.314,0.000,"2,437",20.56%,25.93%  (  +0.12%),13.26%,"259,109",6,4,4,82,Credit Services,"COF, 0.82(6M)"
SCHW,USA,92.57,2025-10-20,40.19,1.97,9.73%,6.30,5.246,0.000,"4,003",24.83%,27.18%  (  -1.14%),19.46%,"488,016",6,5,5,82,Capital Markets,"AMTD, 0.84(6M)"
GE,USA,279.79,2025-10-21,61.23,5.99,28.29%,7.13,5.795,0.000,"1,748",20.61%,27.81%  (  -1.26%),11.53%,"251,849",9,5,5,85,Aerospace & Defense,"MMM, 0.8(6M)"
VZ,USA,43.13,2025-10-21,43.83,0.68,1.32%,1.33,4.156,0.000,"8,186",13.63%,20.78%  (  +0.62%),24.42%,"1,071,735",8,4,4,90,Telecom Services,"T, 0.88(6M)"
GM,USA,56.91,2025-10-21,52.48,1.11,12.32%,0.29,6.126,0.000,"6,138",17.35%,27.35%  (  +1.40%),3.99%,"501,950",6,4,5,74,Auto Manufacturers,"TSLA, 0.83(6M)"
PM,USA,164.79,2025-10-21,46.03,3.54,5.69%,6.59,4.608,0.000,"1,154",19.03%,24.82%  (  -1.11%),28.49%,"241,994",7,5,5,85,Tobacco,
PHM,USA,134.89,2025-10-21,60.20,3.74,21.32%,1.50,5.338,0.000,"1,168",33.07%,31.95%  (  -0.04%),10.02%,"45,558",7,5,4,68,Residential Construction,
IBKR,USA,62.44,2025-10-21,49.43,1.86,21.07%,2.85,6.111,0.000,"2,464",34.80%,36.19%  (  +0.43%),18.79%,"294,972",10,5,5,88,Capital Markets,
UNH,USA,342.78,2025-10-21,72.79,10.60,-18.66%,0.73,5.235,0.000,"105,903",52.14%,35.54%  (  -3.34%),28.18%,"1,937,648",9,5,5,55,Healthcare Plans,
UAL,USA,107.62,2025-10-21,67.70,3.21,21.84%,0.60,8.326,0.000,"5,388",40.06%,45.71%  (  +1.12%),11.06%,"584,749",5,5,5,88,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
APH,USA,119.96,2025-10-22,72.29,3.05,45.27%,7.78,8.704,0.000,"3,932",27.58%,33.00%  (  +1.19%),33.53%,"117,997",8,5,5,95,Electronic Components,
BSX,USA,105.61,2025-10-22,49.42,1.87,5.18%,8.46,5.507,0.000,"10,101",16.06%,22.62%  (  +0.82%),16.40%,"192,344",9,5,5,90,Medical Devices,
T,USA,28.99,2025-10-22,52.59,0.55,9.87%,1.67,4.669,0.000,"9,085",17.22%,22.72%  (  +0.09%),23.88%,"1,149,976",10,5,5,85,Telecom Services,"VZ, 0.88(6M)"
GEV,USA,641.28,2025-10-22,58.97,24.93,48.71%,4.77,6.790,0.000,"13,409",39.59%,44.88%  (  +0.27%),7.84%,"173,658",6,4,4,85,Specialty Industrial Machinery,
IBM,USA,259.16,2025-10-22,62.42,4.98,3.67%,3.77,6.428,0.000,"6,480",22.28%,24.03%  (  -0.24%),16.14%,"397,753",8,4,4,85,Information Technology Services,"ORCL, 0.8(6M)"
SAP,USA,261.83,2025-10-22,33.73,5.33,-5.36%,7.81,11.980,0.000,"3,077",22.20%,26.33%  (  +2.24%),16.16%,"35,114",9,4,5,80,Software - Application,
CLF,USA,11.07,2025-10-22,59.26,0.50,17.43%,0.30,9.153,0.000,"15,146",45.60%,74.09%  (  +16.67%),49.64%,"903,626",7,4,4,85,Steel,
BA,USA,227.83,2025-10-22,47.02,5.14,19.59%,2.29,5.230,0.000,"14,210",22.17%,28.87%  (  -0.21%),5.90%,"1,065,268",7,5,5,65,Aerospace & Defense,"EADSY, 0.8(6M)"
STX,Ireland,192.83,2025-10-22,80.28,5.26,70.41%,4.51,7.219,0.000,"1,304",35.53%,39.63%  (  +0.92%),23.65%,"160,148",9,4,4,85,Computer Hardware,
META,USA,756.55,2025-10-22,53.36,15.86,15.70%,10.63,7.974,6.054,"113,103",38.78%,27.31%  (  +0.42%),5.00%,"2,045,059",9,5,5,75,Internet Content & Information,
EQT,USA,51.11,2025-10-22,45.17,1.59,-0.99%,4.38,5.032,0.000,"1,550",24.05%,33.46%  (  -0.67%),14.32%,"352,747",10,4,4,85,Oil & Gas E&P,
AR,USA,32.84,2025-10-22,53.40,1.04,-9.12%,2.07,5.575,0.000,"1,979",29.46%,39.20%  (  +0.49%),11.50%,"164,666",9,4,5,80,Oil & Gas E&P,
KO,USA,67.41,2025-10-22,37.10,0.92,-1.33%,6.16,2.875,0.000,"17,046",13.06%,17.33%  (  +0.56%),20.87%,"707,108",9,5,5,90,Beverages - Non-Alcoholic,"PEP, 0.89(6M)"
NLY,USA,22.14,2025-10-22,70.49,0.30,11.05%,2.19,2.404,0.000,"16,411",16.85%,11.37%  (  -10.29%),0.00%,"219,983",8,4,4,75,REIT - Mortgage,
ORLY,USA,106.05,2025-10-22,65.86,1.56,16.97%,5.26,6.576,0.000,544,15.11%,21.19%  (  +0.66%),9.29%,"86,593",4,5,5,70,Auto Parts,
FTI,UK,40.76,2025-10-22,75.27,0.98,29.34%,1.76,8.904,0.000,807,24.07%,30.32%  (  -0.35%),12.14%,"16,392",6,5,4,90,Oil & Gas Equipment & Services,
TMO,USA,481.11,2025-10-22,50.99,11.16,-0.04%,4.20,4.518,0.000,509,24.03%,30.15%  (  +1.77%),27.95%,"104,192",8,5,5,85,Diagnostics & Research,
UPWK,USA,15.76,2025-10-22,61.21,0.53,6.27%,2.70,14.861,0.000,"1,294",50.02%,41.74%  (  +0.19%),10.53%,"51,355",8,4,4,85,Internet Content & Information,
NEE,USA,70.58,2025-10-22,39.52,1.56,-1.16%,5.85,4.106,0.000,"3,907",20.68%,25.57%  (  +0.51%),13.56%,"640,239",6,4,4,85,Utilities - Regulated Electric,"D, 0.85(6M)"
BCS,USA,20.47,2025-10-22,59.92,0.34,25.07%,1.96,3.255,0.000,510,18.91%,28.39%  (  -1.69%),3.13%,"125,544",10,4,4,82,Banks - Diversified,
VRT,USA,139.87,2025-10-22,61.46,6.31,24.37%,5.87,10.407,0.000,"45,528",46.59%,49.38%  (  +0.90%),5.58%,"617,763",7,5,5,95,Electrical Equipment & Parts,
VKTX,USA,24.99,2025-10-22,36.37,1.99,-22.06%,-,11.017,0.000,"5,468",168.06%,68.45%  (  +1.85%),9.30%,"282,448",7,5,5,72,Biotechnology,
NOW,USA,926.76,2025-10-22,53.72,25.18,-4.17%,15.99,7.329,0.000,"2,241",31.65%,31.15%  (  +0.26%),17.32%,"111,324",4,5,5,85,Software - Application,
NXT,USA,67.55,2025-10-22,55.59,3.25,35.79%,3.22,14.915,0.000,"2,328",69.20%,48.33%  (  -0.63%),10.01%,"156,601",6,4,5,85,Solar,
CC,USA,16.42,2025-10-22,65.97,0.73,11.64%,0.42,11.179,0.000,737,74.18%,53.78%  (  -0.85%),20.48%,"56,714",9,4,4,60,Specialty Chemicals,
TMUS,USA,239.12,2025-10-23,36.72,5.09,-1.57%,3.20,4.594,0.000,"1,865",19.71%,22.67%  (  -0.19%),19.02%,"140,236",4,4,4,90,Telecom Services,
NOK,USA,4.59,2025-10-23,63.80,0.09,-4.20%,1.18,6.848,0.000,"5,006",22.30%,15.77%  (  -15.87%),0.72%,"286,953",7,5,5,59,Communication Equipment,
VLO,USA,155.50,2025-10-23,63.59,4.11,17.15%,0.39,3.385,0.000,"2,080",25.58%,30.11%  (  +1.08%),8.53%,"158,730",9,4,4,78,Oil & Gas Refining & Marketing,
ARES,USA,178.36,2025-10-23,46.42,4.42,4.21%,11.12,6.666,0.000,614,24.58%,29.97%  (  -2.19%),13.25%,"38,717",5,5,5,85,Asset Management,
BTU,USA,18.53,2025-10-23,61.55,0.80,14.32%,0.56,7.444,0.000,"1,617",49.18%,51.85%  (  -3.63%),31.23%,"272,381",8,4,5,75,Thermal Coal,
MA,USA,573.55,2025-10-23,41.91,8.88,3.94%,17.14,2.950,0.000,"2,410",15.00%,19.68%  (  +0.14%),14.45%,"154,101",9,5,5,88,Credit Services,"V, 0.92(6M)"
FE,USA,43.01,2025-10-23,47.37,0.53,4.87%,1.77,4.274,0.000,798,11.77%,16.86%  (  -0.37%),9.10%,"68,182",6,4,4,80,Utilities - Regulated Electric,"CMS, 0.8(6M)"
ALNY,USA,464.87,2025-10-23,64.53,13.75,57.13%,24.75,7.865,0.000,640,48.90%,37.82%  (  +0.97%),21.49%,"20,516",8,5,5,90,Biotechnology,
WDC,USA,95.79,2025-10-23,85.12,2.46,75.12%,2.50,6.497,0.000,"24,805",39.03%,39.83%  (  +2.19%),32.34%,"430,033",9,5,5,80,Computer Hardware,
AMZN,USA,233.52,2025-10-23,55.66,5.07,9.27%,3.72,6.285,0.000,"331,576",35.96%,25.84%  (  +0.85%),7.17%,"3,912,385",10,5,5,90,Internet Retail,"EBAY, 0.82(6M)
GOOGL, 0.89(6M)"
CMCSA,USA,33.02,2025-10-23,42.46,0.71,-7.51%,0.98,5.306,0.000,"2,720",19.57%,25.11%  (  +0.14%),21.42%,"757,650",7,4,4,75,Telecom Services,
HAS,USA,77.46,2025-10-23,41.95,1.48,17.63%,2.55,9.403,0.000,"2,985",19.11%,25.49%  (  -0.57%),4.31%,"54,347",9,5,5,80,Leisure,
DXCM,USA,76.18,2025-10-23,42.38,2.43,-4.84%,6.95,10.703,0.000,"2,711",47.06%,33.53%  (  +1.00%),11.37%,"152,732",6,5,5,85,Medical Devices,
GILD,USA,115.28,2025-10-23,52.44,2.27,9.48%,4.97,4.805,0.000,"1,404",28.09%,26.53%  (  -0.48%),26.77%,"216,157",8,5,5,85,Drug Manufacturers - General,
DLR,USA,174.40,2025-10-23,61.31,3.93,3.72%,10.31,4.443,0.000,"2,049",25.59%,26.63%  (  +0.94%),20.29%,"62,620",4,4,4,85,REIT - Specialty,
NEM,USA,77.41,2025-10-23,77.09,1.81,48.99%,4.15,5.503,0.000,"40,141",23.32%,33.19%  (  +0.01%),18.08%,"843,520",7,4,4,80,Gold,
MCD,USA,305.94,2025-10-23,42.25,4.29,1.08%,8.38,3.421,0.000,"6,938",14.43%,17.56%  (  +1.11%),11.21%,"223,688",6,4,4,62,Restaurants,"YUM, 0.83(6M)"
AAPL,USA,227.77,2025-10-23,49.32,4.65,2.84%,8.27,4.194,0.000,"699,485",28.34%,23.66%  (  +1.25%),15.63%,"5,777,207",7,4,4,85,Consumer Electronics,"MSFT, 0.85(6M)
NVDA, 0.88(6M)"
HON,USA,212.30,2025-10-23,34.56,3.13,-3.16%,3.37,4.169,0.000,"1,360",14.19%,19.23%  (  +1.53%),11.18%,"165,548",10,4,4,70,Conglomerates,"MMM, 0.84(6M)"
PTEN,USA,5.29,2025-10-23,39.65,0.26,-23.90%,0.41,12.638,0.000,731,44.90%,57.31%  (  +5.94%),24.91%,"86,070",5,4,4,60,Oil & Gas Drilling,
COF,USA,223.15,2025-10-23,55.46,4.84,14.65%,2.65,5.338,0.000,"2,152",27.29%,28.93%  (  -0.45%),9.84%,"174,153",10,5,5,59,Credit Services,"AXP, 0.82(6M)"
ABBV,USA,209.63,2025-10-24,60.52,3.31,10.15%,6.35,4.455,0.000,"3,958",15.34%,20.47%  (  +0.21%),8.30%,"331,871",8,4,4,90,Drug Manufacturers - General,
NVT,Ireland,95.66,2025-10-24,69.08,2.58,37.88%,4.66,9.140,0.000,"1,611",46.01%,35.16%  (  +1.99%),15.42%,"19,540",8,5,5,97,Electrical Equipment & Parts,
CVX,USA,156.07,2025-10-24,51.18,2.76,3.60%,1.70,2.536,0.000,"4,696",18.41%,20.97%  (  -0.85%),12.76%,"729,669",9,4,5,75,Oil & Gas Integrated,"XOM, 0.88(6M)"
PSX,USA,128.95,2025-10-24,52.12,3.14,6.92%,0.39,3.234,0.000,"1,090",24.43%,29.85%  (  +1.01%),18.53%,"89,858",10,4,4,80,Oil & Gas Refining & Marketing,
XOM,USA,111.37,2025-10-24,53.17,1.99,1.56%,1.44,2.403,0.000,"10,341",17.80%,21.19%  (  +0.30%),10.39%,"1,024,070",7,4,5,85,Oil & Gas Integrated,"CVX, 0.88(6M)"
11:17:42 AM,,,,,,,,,,,,,,,,,,,,
