SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
WAL,USA,75.51,2025-04-17,39.37,2.93,1.66,6.749,13.408,522,38.91%,45.32%  (  +1.69%),63.46%,"29,102",4,5,5,75
PPG,USA,107.40,2025-04-17,35.09,2.86,1.40,3.979,6.628,400,24.41%,28.12%  (  +3.37%),80.92%,"38,529",9,4,4,80
ISRG,USA,490.78,2025-04-22,38.04,17.31,21.05,5.903,9.048,"8,000",39.07%,39.99%  (  +1.62%),90.23%,"74,905",8,4,5,75
IRDM,USA,27.94,2025-04-17,42.97,1.04,3.66,11.000,15.323,589,36.36%,42.45%  (  -3.30%),22.69%,"23,148",8,5,4,80
INFY,USA,18.15,2025-04-17,31.43,0.38,3.94,4.935,8.129,241,20.72%,30.47%  (  +0.24%),61.85%,"72,536",7,4,4,88
BANC,USA,14.06,2025-04-22,44.21,0.49,1.25,9.683,11.750,613,36.44%,40.02%  (  +2.60%),43.84%,"24,519",8,4,4,70
BX,USA,138.12,2025-04-17,34.77,5.29,13.51,4.033,8.962,"13,510",38.98%,41.28%  (  +3.74%),67.88%,"294,726",6,4,4,88
ALK,USA,50.29,2025-04-17,28.45,2.55,0.53,7.083,14.408,"5,416",52.80%,51.49%  (  +1.23%),64.46%,"100,299",9,5,5,85
TSM,USA,164.30,2025-04-17,34.58,6.12,9.46,3.013,9.843,"96,485",41.91%,44.63%  (  +1.79%),46.58%,"1,656,277",9,5,5,85
CADE,USA,29.94,2025-04-21,37.75,0.87,1.85,10.654,10.180,5,26.27%,52.13%  (  +8.55%),76.43%,"1,499",10,4,4,80
ELS,USA,66.14,2025-04-28,43.17,1.41,8.60,5.467,0.000,1,19.81%,27.60%  (  -4.76%),64.60%,229,6,4,4,70
SCHW,USA,77.68,2025-04-21,48.17,2.04,5.57,4.958,7.802,"16,221",29.93%,34.83%  (  +1.63%),67.85%,"443,050",8,5,4,80
PHM,USA,102.39,2025-04-22,42.58,3.10,1.15,5.017,8.838,"2,512",28.26%,39.55%  (  +1.01%),81.33%,"38,515",7,4,4,78
DHR,USA,206.04,2025-04-22,41.01,4.84,6.17,4.766,7.346,"4,768",20.76%,32.82%  (  +1.78%),100.00%,"102,403",8,5,5,70
DGX,USA,167.13,2025-04-22,47.46,3.55,1.88,5.881,7.404,"1,103",20.28%,24.21%  (  +0.42%),63.87%,"12,421",5,4,4,85
GE,USA,200.08,2025-04-22,47.94,5.41,4.69,5.726,8.433,"20,902",28.97%,37.86%  (  +2.79%),73.87%,"200,811",9,5,5,85
COF,USA,172.54,2025-04-22,41.97,6.57,1.23,4.511,9.990,"7,804",43.19%,44.78%  (  +2.47%),84.85%,"187,363",10,4,4,70
STLD,USA,123.98,2025-04-22,44.60,4.14,1.06,5.917,10.340,"3,447",33.67%,34.89%  (  +1.52%),36.72%,"32,757",9,4,5,78
SAP,USA,266.86,2025-04-22,44.54,6.46,8.42,11.932,9.822,632,32.69%,32.71%  (  +2.21%),71.90%,"24,716",9,5,5,90
EWBC,USA,88.91,2025-04-22,42.15,2.58,2.76,7.216,10.049,8,28.96%,33.94%  (  +0.74%),63.59%,"2,479",7,5,5,85
BKR,USA,42.97,2025-04-22,44.68,1.21,1.53,6.602,9.821,701,28.12%,32.63%  (  +1.63%),64.32%,"132,978",9,5,5,90
WFRD,Ireland,52.54,2025-04-22,38.52,2.48,0.69,9.903,15.680,253,50.93%,51.67%  (  +3.58%),64.96%,"3,483",9,5,4,70
LMT,USA,442.43,2025-04-22,41.71,11.93,1.47,3.733,6.430,"5,913",26.75%,28.77%  (  +0.72%),100.00%,"105,137",7,4,4,85
NFLX,USA,933.11,2025-04-17,45.99,33.25,10.27,8.223,11.356,"143,666",43.21%,50.78%  (  +3.68%),99.81%,"489,608",6,4,4,85
UAL,USA,70.03,2025-04-15,33.23,4.64,0.40,6.531,13.435,"24,307",61.41%,66.58%  (  +2.39%),95.86%,"627,345",8,5,5,85
OMC,USA,80.10,2025-04-15,43.16,1.97,1.00,3.757,5.683,100,24.33%,29.90%  (  +1.50%),77.88%,"9,006",10,4,4,88
TMHC,USA,60.03,2025-04-23,46.07,1.83,0.75,7.838,10.746,2,28.63%,36.36%  (  +1.96%),63.95%,"2,650",7,5,5,82
WAB,USA,180.68,2025-04-23,42.55,4.51,2.97,5.413,8.794,34,28.18%,28.95%  (  +2.02%),79.00%,"3,753",4,5,5,75
GEV,USA,300.94,2025-04-23,41.42,18.61,2.38,8.763,13.918,"6,543",65.33%,62.79%  (  +2.02%),77.72%,"143,751",6,5,5,80
CMG,USA,50.05,2025-04-23,44.34,1.50,6.00,8.148,9.817,"21,257",32.20%,43.37%  (  +1.97%),67.86%,"939,028",6,5,5,85
DFS,USA,157.43,2025-04-16,37.36,7.07,1.67,3.771,15.245,"3,091",49.13%,69.35%  (  +3.97%),100.00%,"43,534",5,4,4,85
IBM,USA,242.49,2025-04-23,43.03,6.70,3.58,6.193,9.080,"13,920",27.09%,40.74%  (  +1.24%),100.00%,"285,507",9,4,4,85
MAT,USA,19.25,2025-04-22,37.17,0.50,1.16,8.642,10.654,544,23.02%,32.59%  (  +2.63%),37.71%,"11,977",9,4,4,80
META,USA,580.50,2025-04-23,37.59,22.71,8.94,8.394,8.922,"486,530",37.57%,42.12%  (  +4.13%),59.45%,"2,061,031",10,5,5,84
CDE,USA,6.07,2025-05-07,49.90,0.36,3.74,15.020,0.000,"2,745",71.33%,66.46%  (  +2.00%),34.59%,"184,312",9,5,5,80
TMO,USA,501.38,2025-04-23,32.98,10.94,4.41,4.079,6.810,"1,714",18.27%,30.15%  (  +1.83%),97.62%,"42,557",8,5,5,79
NSC,USA,231.68,2025-04-23,39.83,4.78,4.33,4.122,6.201,267,20.74%,27.95%  (  +1.28%),64.57%,"16,707",9,4,4,80
SLM,USA,28.76,2025-04-23,43.05,0.99,2.00,8.187,11.073,453,32.11%,37.78%  (  +1.60%),41.17%,"51,875",9,5,5,78
LRCX,USA,72.49,2025-04-23,38.71,2.93,5.74,3.717,10.926,"16,800",46.24%,49.78%  (  +4.74%),68.04%,"530,851",7,5,5,82
AMGN,USA,307.22,2025-05-01,47.74,6.28,4.97,4.789,0.000,"8,880",21.44%,27.50%  (  +2.63%),24.82%,"174,489",6,4,4,85
ALKS,Ireland,33.28,2025-05-07,44.14,0.98,3.47,9.416,0.000,"2,056",23.16%,37.25%  (  -1.48%),61.51%,"8,052",9,4,4,82
WSC,USA,28.16,2025-05-01,35.14,1.26,2.16,8.934,0.000,720,49.60%,45.71%  (  +0.36%),48.31%,"142,462",7,4,4,65
HAS,USA,60.73,2025-04-23,45.94,1.55,2.05,9.114,10.183,610,43.37%,32.15%  (  +2.18%),37.85%,"38,953",9,5,5,68
FLG,USA,11.52,2025-05-07,44.42,0.46,0.74,5.860,0.000,"1,962",37.83%,44.43%  (  +2.16%),19.01%,"480,057",5,4,4,65
BSX,USA,99.16,2025-04-23,45.47,2.42,8.76,5.753,7.007,"25,667",28.14%,31.07%  (  +1.51%),70.35%,"197,819",10,5,5,88
STX,Ireland,84.95,2025-04-22,32.43,2.79,2.24,7.174,10.129,"3,019",32.06%,45.62%  (  +2.27%),85.11%,"113,895",4,4,4,82
NLY,USA,20.56,2025-04-23,37.32,0.38,1.87,2.212,5.088,"6,612",20.52%,22.32%  (  +0.18%),21.29%,"125,656",8,5,5,80
RJF,USA,139.10,2025-04-23,36.95,3.89,1.85,6.159,9.655,188,28.71%,31.77%  (  +1.47%),73.10%,"11,402",5,4,4,80
TEL,Ireland,142.12,2025-04-23,39.56,3.69,2.68,5.615,8.187,433,24.81%,28.11%  (  +2.99%),69.59%,"8,469",9,4,4,75
NOW,USA,792.00,2025-04-23,34.43,31.13,14.94,6.608,10.119,"7,679",43.37%,45.90%  (  +3.14%),98.87%,"91,234",7,5,5,88
OMF,USA,48.18,2025-04-29,40.78,1.86,1.01,8.163,0.000,936,41.72%,38.32%  (  +3.01%),75.62%,"43,758",7,4,5,70
PTC,USA,154.80,2025-05-07,34.87,3.83,8.05,6.793,0.000,12,22.56%,27.43%  (  +1.94%),45.26%,"8,217",7,4,5,75
VRT,USA,73.01,2025-04-23,33.86,6.51,3.47,10.541,18.251,"59,406",81.63%,81.82%  (  +5.21%),79.41%,"557,835",6,5,5,90
CBRE,USA,129.17,2025-04-24,43.73,4.03,1.08,6.942,10.854,"4,000",34.96%,36.00%  (  +3.15%),83.18%,"15,553",7,4,4,85
AUB,USA,30.45,2025-04-24,25.96,0.92,2.04,15.462,17.326,3,23.61%,71.43%  (  +21.84%),94.88%,558,7,4,4,75
MRK,USA,89.71,2025-04-24,42.69,2.24,3.54,4.285,7.492,"59,807",25.56%,33.52%  (  +1.24%),99.07%,"614,754",8,4,4,75
UNP,USA,233.21,2025-04-24,38.88,4.11,5.76,3.214,5.670,"1,110",18.61%,25.73%  (  +0.08%),86.66%,"100,099",9,4,4,85
PG,USA,168.04,2025-04-24,48.36,3.06,4.67,2.955,4.740,"12,863",22.87%,20.77%  (  +0.48%),87.82%,"289,029",7,4,4,78
VLO,USA,131.11,2025-04-24,49.45,4.42,0.32,3.264,7.859,"7,069",31.51%,35.68%  (  +2.24%),54.13%,"125,359",8,5,5,60
VLY,USA,8.73,2025-04-24,38.44,0.27,1.37,10.783,11.435,101,27.39%,39.05%  (  +2.44%),27.31%,"17,519",10,4,4,75
SNY,USA,55.79,2025-04-24,47.44,1.04,3.07,6.438,8.739,185,22.47%,28.61%  (  +0.72%),49.24%,"35,299",4,4,4,80
NDAQ,USA,74.98,2025-04-24,42.38,1.72,5.83,5.387,8.300,401,25.82%,27.10%  (  +2.22%),62.64%,"32,250",8,4,4,85
WY,USA,29.35,2025-04-24,45.68,0.66,2.99,5.267,8.222,637,24.82%,26.93%  (  +1.83%),59.86%,"23,688",8,5,5,70
CARR,USA,63.68,2025-04-24,41.23,1.83,2.29,7.384,10.219,"3,293",31.87%,33.44%  (  +2.60%),55.28%,"62,789",7,4,4,78
LHX,USA,208.36,2025-04-24,46.73,4.58,1.83,5.541,8.058,147,20.22%,27.36%  (  +1.51%),91.25%,"16,030",5,4,4,85
SPGI,USA,503.86,2025-04-24,48.38,9.59,11.13,4.047,5.248,947,19.68%,24.05%  (  +2.83%),73.46%,"29,945",9,5,5,80
HOG,USA,25.16,2025-04-24,45.49,0.96,0.60,7.827,10.947,"1,764",40.02%,50.43%  (  +4.37%),87.71%,"61,434",7,4,4,60
RCL,Liberia,207.86,2025-04-24,39.12,10.24,3.39,5.936,10.191,"10,079",54.42%,46.98%  (  +2.84%),72.41%,"147,625",8,5,5,90
IPG,USA,26.24,2025-04-23,42.79,0.67,0.91,6.240,9.644,40,25.97%,29.66%  (  +2.79%),47.87%,"5,122",6,4,4,68
SGI,USA,58.01,2025-05-06,47.50,2.05,2.45,2.957,0.000,773,34.37%,38.64%  (  +3.83%),60.21%,"10,923",10,5,5,75
TAL,USA,13.30,2025-04-24,49.71,0.68,2.94,10.000,13.472,"2,082",51.93%,61.70%  (  -1.41%),23.62%,"58,374",8,5,4,75
DOC,USA,20.17,2025-04-24,48.30,0.43,5.32,5.683,6.955,141,18.07%,24.52%  (  +3.00%),23.57%,"8,526",5,5,5,78
WDC,USA,40.82,2025-04-24,34.49,1.76,0.91,5.834,11.807,"4,205",45.83%,53.34%  (  +4.02%),81.25%,"359,572",10,5,4,70
FTAI,Cayman Islands,112.41,2025-04-24,49.60,7.61,6.59,10.248,13.256,"3,434",83.73%,64.14%  (  -3.12%),38.23%,"101,362",4,5,5,68
MA,USA,543.81,2025-05-07,49.31,10.44,17.61,3.350,0.000,"14,380",20.09%,23.46%  (  +3.10%),66.17%,"110,235",9,5,5,88
FTV,USA,72.80,2025-04-23,35.23,1.54,3.98,6.067,8.066,44,21.18%,26.02%  (  +2.60%),46.72%,"1,427",7,4,4,85
PINS,USA,31.29,2025-04-29,40.98,1.45,5.82,13.897,0.000,"6,265",50.61%,47.41%  (  +5.18%),47.58%,"469,463",9,5,5,88
AOS,USA,66.00,2025-04-24,44.35,1.44,2.48,6.476,8.662,65,21.54%,27.69%  (  +3.50%),63.61%,"11,024",4,4,4,70
DXCM,USA,67.77,2025-04-24,31.62,2.80,6.57,10.100,9.864,"1,758",46.08%,46.94%  (  +4.00%),38.67%,"117,646",8,5,5,80
AAPL,USA,218.63,2025-05-01,42.18,5.84,8.30,3.991,0.000,"764,415",26.81%,28.41%  (  +2.91%),58.55%,"4,564,075",6,4,4,87
EBC,USA,16.32,2025-04-24,41.27,0.44,3.26,8.736,9.786,23,29.46%,35.26%  (  -4.83%),38.32%,"1,904",7,4,4,80
SM,USA,28.99,2025-05-01,37.38,1.32,1.23,8.246,0.000,434,51.53%,50.09%  (  +3.80%),64.37%,"22,751",9,4,4,85
DLR,USA,141.07,2025-05-01,34.42,4.93,8.55,4.447,0.000,"2,225",35.30%,36.51%  (  +4.39%),80.70%,"62,386",9,4,5,92
AAL,USA,10.74,2025-04-24,29.23,0.55,0.13,7.441,13.413,"86,994",49.71%,59.60%  (  +4.03%),94.35%,"2,872,538",6,4,4,70
FBIN,USA,61.12,2025-04-29,38.76,1.73,1.63,6.701,0.000,8,27.99%,30.26%  (  -5.10%),36.06%,"1,056",6,4,4,68
CUBE,USA,41.83,2025-04-24,49.53,0.92,8.99,7.346,8.149,14,22.02%,26.99%  (  -3.15%),30.62%,"1,978",5,4,4,65
APD,USA,293.61,2025-04-29,39.86,5.88,5.43,6.562,0.000,104,20.73%,25.77%  (  +1.38%),45.66%,"25,658",6,4,4,72
EXLS,USA,46.57,2025-05-01,44.30,1.16,4.11,7.164,0.000,11,25.70%,34.14%  (  +3.85%),38.53%,"2,243",10,5,5,85
KLAC,USA,673.38,2025-04-24,39.93,24.78,8.26,6.933,12.079,486,38.68%,41.87%  (  +2.96%),43.73%,"18,887",8,4,4,82
ASX,USA,8.81,2025-04-24,30.90,0.31,1.03,8.103,16.117,150,41.92%,42.55%  (  -5.92%),25.67%,"2,864",6,4,4,75
CDP,USA,27.19,2025-04-24,48.94,0.56,8.14,11.572,15.053,1,17.02%,58.60%  (  -4.73%),75.81%,339,7,4,4,80
PTEN,USA,8.14,2025-05-07,49.20,0.36,0.58,9.376,0.000,290,52.33%,48.52%  (  -0.81%),58.23%,"133,404",7,5,5,65
ROKU,USA,73.19,2025-04-24,44.10,4.55,2.60,15.252,15.446,"9,364",73.35%,72.95%  (  +6.23%),73.63%,"215,951",10,4,4,80
FSLR,USA,128.03,2025-05-07,38.76,6.59,3.26,7.950,0.000,"17,602",56.47%,57.37%  (  +2.14%),42.84%,"466,648",9,5,5,75
SSNC,USA,81.63,2025-04-24,41.46,1.68,3.42,5.817,8.640,2,20.23%,28.27%  (  +5.14%),83.66%,"7,064",8,5,5,85
MBLY,USA,15.15,2025-04-24,47.14,0.99,7.44,14.445,14.415,"7,685",59.69%,67.60%  (  -1.69%),39.05%,"331,506",5,4,4,70
STM,USA,22.12,2025-04-24,34.99,0.88,1.48,9.184,14.076,"6,873",54.12%,47.27%  (  +2.71%),76.57%,"155,770",6,4,4,62
AMZN,USA,191.99,2025-04-29,36.79,6.33,3.19,7.251,0.000,"680,574",30.54%,35.97%  (  +4.94%),52.36%,"3,774,528",8,5,5,85
LYB,Netherlands,70.03,2025-04-25,36.46,1.78,0.56,5.177,8.931,"3,269",28.17%,28.78%  (  +2.18%),90.57%,"70,121",8,4,4,68
PSX,USA,121.65,2025-04-25,42.30,3.52,0.35,3.081,7.733,"2,352",28.20%,31.65%  (  +3.44%),63.46%,"65,003",7,4,4,75
GNTX,USA,23.49,2025-04-25,38.88,0.60,2.31,6.289,9.791,77,26.78%,29.08%  (  +0.01%),39.61%,"3,912",6,4,4,55
AVTR,USA,16.12,2025-04-25,39.68,0.59,1.62,8.377,13.031,89,43.77%,42.48%  (  +0.58%),49.53%,"34,679",8,5,5,72
NVT,Ireland,52.74,2025-05-02,33.28,2.30,2.65,9.189,0.000,607,40.61%,45.25%  (  +1.38%),59.73%,"30,916",6,5,5,80
ARES,USA,143.24,2025-05-01,35.89,6.31,10.72,6.110,0.000,215,47.04%,41.37%  (  +2.17%),69.94%,"20,119",4,4,4,80
ABBV,USA,205.26,2025-04-25,49.73,4.62,6.45,4.162,6.840,"25,397",19.66%,26.51%  (  +1.97%),72.51%,"375,459",9,5,4,85
NXPI,Netherlands,189.99,2025-05-05,34.58,8.19,3.82,6.447,0.000,"1,924",47.21%,42.31%  (  +3.82%),71.96%,"42,466",5,5,5,60
NUE,USA,123.05,2025-04-28,39.49,4.55,0.92,5.085,0.000,"8,437",38.11%,37.47%  (  +2.18%),58.44%,"147,279",8,4,4,80
CCK,USA,88.20,2025-05-05,48.38,2.02,0.87,6.707,0.000,67,24.45%,29.46%  (  +2.65%),62.12%,"8,214",10,5,5,78
CDNS,USA,256.96,2025-04-28,46.59,8.43,15.18,8.015,0.000,763,39.88%,37.25%  (  +3.26%),49.84%,"43,334",8,5,5,78
AGNC,USA,9.52,2025-04-28,28.86,0.19,1.79,4.125,0.000,"87,756",18.04%,23.21%  (  +2.37%),41.77%,"702,253",6,4,4,70
AXTA,Bermuda,32.69,2025-05-07,35.77,0.93,1.35,6.128,0.000,6,28.32%,29.60%  (  +2.11%),52.45%,"2,755",6,4,5,90
PFE,USA,25.11,2025-05-07,37.58,0.51,2.24,4.412,0.000,"142,769",17.99%,25.85%  (  +0.30%),52.89%,"3,148,558",7,4,4,80
SPOT,Luxembourg,564.55,2025-04-29,47.00,28.57,6.69,10.172,10.572,"7,083",56.71%,51.76%  (  +4.11%),76.15%,"123,407",10,4,4,78
GLW,USA,45.72,2025-04-29,38.97,1.48,2.99,5.648,0.000,"13,168",30.45%,32.69%  (  +2.73%),69.41%,"293,506",8,4,5,85
GM,USA,46.50,2025-04-29,42.05,2.01,0.25,5.704,8.374,"79,638",44.74%,39.92%  (  +3.03%),69.34%,"850,227",4,4,4,82
XYL,USA,120.59,2025-04-29,41.30,2.55,3.42,5.941,0.000,17,21.25%,24.42%  (  -0.88%),49.62%,"5,522",4,5,5,80
AZN,USA,74.02,2025-04-24,46.77,1.26,4.25,4.852,5.114,"3,593",18.46%,24.76%  (  +2.85%),47.32%,"189,705",9,5,4,80
ECL,USA,250.34,2025-04-29,39.43,4.30,4.51,6.662,0.000,42,13.65%,21.29%  (  +1.13%),54.67%,"9,859",5,4,5,82
KRG,USA,22.17,2025-04-29,46.06,0.53,5.74,8.577,0.000,1,26.07%,34.73%  (  -0.28%),41.58%,311,9,4,4,70
CZR,USA,25.90,2025-04-29,30.97,1.32,0.49,6.864,0.000,"16,221",44.86%,51.55%  (  -2.69%),49.79%,"235,977",7,5,5,60
UNM,USA,79.66,2025-04-29,49.98,2.12,1.09,5.943,0.000,176,32.82%,27.19%  (  +1.50%),60.69%,"8,366",8,4,5,82
TRU,USA,82.89,2025-04-24,39.98,2.91,3.87,9.198,12.327,13,38.21%,40.09%  (  +2.10%),67.08%,"9,264",9,4,5,82
MMM,USA,144.62,2025-04-29,41.64,3.70,2.94,6.421,0.000,"12,041",28.95%,32.93%  (  +2.16%),68.12%,"213,673",7,4,4,75
HAL,USA,25.02,2025-04-22,45.32,0.71,0.95,3.893,7.491,"10,237",28.81%,34.02%  (  +0.46%),57.37%,"430,946",7,5,5,75
SYF,USA,52.17,2025-04-23,34.57,2.01,0.98,6.952,11.850,"3,369",35.98%,40.55%  (  +3.74%),61.91%,"51,253",10,4,5,65
MSFT,USA,378.42,2025-04-24,37.33,8.45,10.75,4.911,5.786,"271,248",23.33%,27.88%  (  +3.00%),62.55%,"2,013,068",10,5,5,85
TER,USA,83.48,2025-04-23,29.51,4.10,4.79,10.612,13.937,811,64.90%,46.02%  (  +2.99%),61.81%,"69,793",9,4,5,75
ARCC,USA,21.91,2025-05-07,43.54,0.38,4.99,3.512,0.000,716,19.47%,17.20%  (  +1.06%),41.10%,"116,997",10,5,5,78
ENTG,USA,88.25,2025-05-07,34.02,4.06,4.12,10.167,0.000,679,44.68%,47.53%  (  +5.79%),61.74%,"7,870",6,5,5,78
TXN,USA,176.29,2025-04-22,39.76,5.17,10.26,4.948,8.173,"6,572",34.80%,36.30%  (  +2.25%),76.15%,"239,012",5,4,4,65
FI,USA,215.69,2025-04-22,43.18,4.89,5.92,4.678,6.556,"4,300",26.54%,29.77%  (  +3.18%),79.42%,"35,652",9,5,5,85
UPS,USA,110.29,2025-04-29,34.68,2.53,1.03,6.095,5.209,"35,791",24.05%,27.96%  (  +3.24%),47.20%,"352,486",7,4,4,80
WBS,USA,50.81,2025-04-22,40.47,1.55,2.08,6.526,11.232,664,34.55%,38.21%  (  +0.86%),65.37%,"8,410",6,5,5,75
ST,UK,24.53,2025-05-05,31.06,1.05,0.93,8.637,0.000,"1,448",38.19%,42.07%  (  +5.32%),75.86%,"8,810",8,4,4,62
PCAR,USA,97.06,2025-04-29,37.69,2.53,1.51,7.180,0.000,501,31.13%,31.21%  (  +1.44%),67.77%,"27,625",5,4,4,85
NEE,USA,70.89,2025-04-22,49.82,1.72,5.97,3.951,6.608,"8,271",27.24%,30.27%  (  +2.24%),53.88%,"484,788",8,4,4,85
GOOG,USA,157.13,2025-04-24,33.60,4.98,5.44,6.490,7.957,"185,360",31.18%,36.63%  (  +4.69%),86.13%,"1,300,774",5,5,5,85
SHW,USA,340.28,2025-04-22,42.94,7.74,3.71,6.201,8.207,94,20.84%,26.47%  (  +2.15%),68.92%,"18,749",5,4,4,78
TENB,USA,34.95,2025-05-07,34.14,1.08,4.67,10.853,0.000,8,25.46%,41.23%  (  -5.56%),47.81%,"1,772",6,4,4,80
WBD,USA,10.41,2025-05-08,45.99,0.46,0.65,10.089,0.000,"13,604",50.17%,41.01%  (  -0.40%),15.33%,"861,890",9,4,4,75
GOOGL,USA,155.31,2025-04-24,33.48,4.95,5.44,6.498,7.808,"412,693",30.87%,36.71%  (  +4.98%),85.05%,"2,800,749",9,4,4,85
MTDR,USA,49.87,2025-04-22,44.20,1.84,1.79,7.482,11.779,355,45.05%,39.48%  (  +2.47%),59.68%,"60,087",9,5,5,85
ONB,USA,20.87,2025-04-22,38.79,0.57,2.25,7.597,9.935,47,32.95%,36.45%  (  -7.07%),46.20%,"5,133",10,5,5,80
GEHC,USA,80.50,2025-04-29,35.05,1.97,1.87,6.499,0.000,743,17.62%,28.40%  (  +0.75%),40.39%,"93,780",8,5,5,77
MGM,USA,30.57,2025-04-30,38.07,1.16,0.51,6.554,0.000,"11,945",38.46%,40.38%  (  +4.31%),56.71%,"196,906",9,5,5,85
HST,USA,14.20,2025-04-30,32.00,0.43,1.75,5.090,0.000,356,31.11%,29.75%  (  +3.45%),60.70%,"44,206",9,4,4,79
