SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
DE,USA,503.44,2025-08-14,46.21,11.62,7.06%,2.99,,,"1,511",24.04%,31.10%  (  -0.12%),35.42%,"55,767",9,4,4,70,Farm & Heavy Construction Machinery,"AGCO, 0.84(6M)"
BIRK,Jersey,48.22,2025-08-14,41.18,1.34,-6.24%,4.32,,,582,27.55%,52.24%  (  +1.20%),54.08%,"25,497",8,5,5,88,Footwear & Accessories,
GLOB,Luxembourg,74.57,2025-08-14,29.76,3.56,-51.45%,1.34,,,559,41.82%,75.62%  (  +4.12%),83.15%,"13,164",7,4,4,68,Information Technology Services,
AMAT,USA,186.86,2025-08-14,53.06,5.06,9.81%,5.34,,,"10,401",27.32%,38.71%  (  -0.36%),23.21%,"353,927",8,4,5,90,Semiconductor Equipment & Materials,
TMC,Canada,5.30,2025-08-14,39.00,0.60,84.12%,-,,,"8,100",96.53%,119.72%  (  -4.74%),22.71%,"344,846",7,5,5,50,Other Industrial Metals & Mining,
SNDK,USA,45.17,2025-08-14,58.27,2.01,6.46%,-,,,621,47.05%,59.27%  (  -1.80%),14.98%,"37,795",8,4,5,0,Computer Hardware,
NU,Cayman Islands,12.00,2025-08-14,38.29,0.38,-2.86%,5.34,,,"35,908",34.59%,48.71%  (  +0.32%),54.13%,"1,783,935",6,5,4,80,Banks - Regional,
PANW,USA,169.80,2025-08-18,33.69,6.24,-9.45%,12.77,,,"34,940",40.82%,43.37%  (  +0.42%),51.76%,"834,176",8,4,4,88,Software - Infrastructure,
HSAI,USA,22.09,2025-08-18,55.16,1.41,41.90%,7.50,,,810,72.32%,94.83%  (  +4.88%),30.06%,"39,775",7,5,5,85,Auto Parts,
MDT,Ireland,92.55,2025-08-19,62.51,1.44,6.10%,3.54,,,"5,877",14.67%,24.09%  (  +0.87%),38.28%,"194,627",7,4,4,70,Medical Devices,
XPEV,USA,21.21,2025-08-19,72.23,0.65,23.30%,2.38,,,"12,659",33.11%,60.33%  (  +2.74%),13.88%,"434,382",8,4,4,70,Auto Manufacturers,
HD,USA,384.73,2025-08-19,61.50,6.67,0.47%,2.35,,,"6,975",17.79%,25.65%  (  +0.05%),26.69%,"217,447",9,5,5,71,Home Improvement Retail,"LOW, 0.91(6M)"
TOL,USA,123.31,2025-08-19,54.73,3.54,1.26%,1.14,,,"1,526",38.72%,39.45%  (  +0.65%),30.49%,"48,612",7,4,4,80,Residential Construction,
SOC,USA,29.67,2025-08-19,57.92,1.83,22.67%,-,,,"1,756",93.15%,89.68%  (  -0.01%),50.79%,"328,915",5,4,4,,Oil & Gas Drilling,
GDS,USA,37.11,2025-08-20,59.87,1.71,36.52%,4.80,,,"1,226",55.66%,85.62%  (  +1.41%),43.89%,"96,673",10,5,5,85,Information Technology Services,
EL,USA,89.80,2025-08-20,54.53,2.66,23.32%,2.19,,,"2,448",38.73%,54.81%  (  +0.76%),28.62%,"294,201",8,4,4,60,Household & Personal Products,
SQM,USA,45.46,2025-08-20,70.94,1.97,20.75%,1.45,,,"2,755",62.01%,46.10%  (  -2.01%),49.02%,"24,794",7,4,4,68,Specialty Chemicals,
TJX,USA,132.02,2025-08-20,68.24,1.87,6.85%,2.58,,,988,15.26%,24.47%  (  +0.01%),38.40%,"163,752",7,5,5,79,Apparel Retail,
FUTU,USA,158.60,2025-08-20,59.04,6.92,50.22%,8.88,,,"4,207",55.45%,59.97%  (  +1.42%),29.83%,"184,479",7,5,5,85,Capital Markets,
BIDU,USA,85.22,2025-08-20,43.86,2.32,-3.12%,1.28,,,"22,224",42.48%,40.99%  (  -0.57%),34.84%,"510,771",9,4,4,78,Internet Content & Information,
ADI,USA,227.22,2025-08-20,46.53,4.83,4.74%,11.48,,,701,19.39%,32.89%  (  -1.45%),18.99%,"87,383",9,4,5,88,Semiconductors,
TGT,USA,104.14,2025-08-20,53.19,2.60,-10.67%,0.45,,,"10,555",30.58%,48.68%  (  +0.66%),63.77%,"670,241",5,4,4,65,Discount Stores,"WMT, 0.84(6M)"
WMT,USA,103.27,2025-08-21,71.87,1.61,10.34%,1.20,,,"23,306",17.17%,26.16%  (  +0.05%),34.98%,"1,079,302",7,5,5,86,Discount Stores,"TGT, 0.84(6M)"
BILI,USA,23.19,2025-08-21,54.16,0.79,17.53%,1.94,,,"1,852",44.29%,60.04%  (  +1.43%),20.47%,"332,341",9,4,4,88,Internet Content & Information,
INTU,USA,719.99,2025-08-21,33.52,17.36,9.06%,11.04,,,"2,733",22.07%,37.21%  (  +1.84%),56.98%,"96,855",8,5,5,90,Software - Application,
WDAY,USA,216.71,2025-08-21,34.50,5.97,-13.10%,6.68,,,"1,820",28.35%,46.50%  (  -0.18%),66.29%,"94,840",8,4,4,85,Software - Application,
GAP,USA,19.59,2025-08-21,39.64,0.61,-12.47%,0.48,,,"2,572",32.72%,62.81%  (  +1.76%),58.69%,"281,674",8,4,4,85,Apparel Retail,
ESTC,Netherlands,73.57,2025-08-21,26.09,2.94,-21.03%,5.24,,,562,32.17%,63.42%  (  +1.31%),52.36%,"26,775",7,4,4,85,Software - Application,
VNET,USA,8.02,2025-08-21,52.70,0.50,19.80%,1.78,,,"1,193",84.87%,100.19%  (  -1.29%),49.44%,"98,053",10,5,5,84,Information Technology Services,
DLTR,USA,115.05,2025-08-21,64.15,2.29,41.86%,0.98,,,"2,306",18.99%,42.85%  (  +1.19%),27.28%,"237,380",10,4,4,65,Discount Stores,
GFI,USA,31.35,2025-08-22,79.18,1.02,56.75%,5.39,,,"1,727",46.96%,51.50%  (  +0.98%),56.13%,"117,244",9,5,4,0,Gold,
MDB,USA,204.60,2025-08-26,39.40,10.85,-11.95%,7.94,,,"4,502",48.26%,79.87%  (  -0.28%),93.81%,"211,451",8,5,5,90,Software - Infrastructure,
OKTA,USA,90.69,2025-08-26,37.65,3.35,-5.05%,5.92,,,"4,698",33.78%,65.53%  (  -1.64%),84.60%,"207,681",5,4,4,80,Software - Infrastructure,
ANF,USA,98.91,2025-08-27,57.34,4.30,-5.89%,0.94,,,"1,526",48.34%,72.94%  (  -0.03%),60.06%,"144,601",6,4,4,76,Apparel Retail,
NVDA,USA,183.26,2025-08-27,70.23,4.27,34.68%,30.11,,,"873,026",25.54%,42.99%  (  +0.02%),25.65%,"19,020,153",7,5,5,89,Semiconductors,
CHWY,USA,36.55,2025-08-27,44.13,1.09,0.54%,1.26,,,"8,723",28.09%,52.11%  (  -0.56%),33.89%,"269,838",6,5,4,,Internet Retail,
S,USA,16.14,2025-08-27,33.14,0.78,-23.55%,6.21,,,"5,289",46.90%,65.23%  (  +2.51%),62.63%,"278,523",4,4,4,78,Software - Infrastructure,
CRDO,Cayman Islands,120.86,2025-08-27,69.14,5.89,86.10%,47.42,,,"3,250",55.70%,94.32%  (  +3.08%),49.43%,"148,567",4,5,5,90,Semiconductors,
DG,USA,116.39,2025-08-28,65.09,2.50,31.26%,0.62,,,"1,405",24.49%,44.36%  (  +0.67%),44.56%,"185,795",7,4,4,73,Discount Stores,
DKS,USA,210.88,2025-08-28,52.54,5.28,2.12%,1.24,,,"2,265",28.54%,44.95%  (  +0.33%),33.86%,"96,911",8,4,4,82,Specialty Retail,
AFRM,USA,74.01,2025-08-28,58.88,3.76,26.67%,7.94,,,"14,270",56.54%,82.55%  (  +0.86%),39.63%,"470,136",6,4,4,75,Software - Infrastructure,
DELL,USA,138.96,2025-08-28,66.63,4.24,22.95%,0.98,,,"17,936",32.85%,51.07%  (  -1.09%),36.52%,"600,848",4,5,5,85,Computer Hardware,
MRVL,USA,78.54,2025-08-28,58.43,3.17,-5.74%,10.42,,,"38,308",41.15%,64.39%  (  +0.09%),41.71%,"1,076,377",4,5,5,80,Semiconductors,
ADSK,USA,286.20,2025-08-28,39.15,6.71,-1.43%,9.68,,,758,33.82%,35.67%  (  +0.77%),45.10%,"50,336",10,5,4,85,Software - Application,
LULU,USA,187.13,2025-08-28,22.59,6.24,-39.80%,2.17,,,"21,798",30.98%,61.56%  (  +1.93%),72.37%,"391,203",6,4,4,75,Apparel Retail,
PDD,USA,112.93,2025-09-01,54.43,3.05,2.94%,2.81,,,"8,530",25.02%,45.43%  (  +2.37%),33.01%,"1,402,146",10,4,5,65,Internet Retail,
ZS,USA,274.21,2025-09-02,39.64,8.65,20.58%,16.76,,,"2,408",31.45%,55.14%  (  +0.45%),60.61%,"148,682",5,5,5,80,Software - Infrastructure,
LI,USA,24.11,2025-09-02,32.39,1.00,-6.51%,1.00,,,"7,396",43.16%,58.12%  (  +1.08%),35.31%,"279,557",7,4,4,73,Auto Manufacturers,
HPE,USA,20.66,2025-09-02,55.49,0.52,6.61%,0.86,,,"5,161",39.91%,45.31%  (  +2.70%),33.74%,"523,169",4,4,4,78,Communication Equipment,
BBY,USA,67.63,2025-09-02,49.12,1.90,-12.85%,0.34,,,"2,343",31.28%,48.70%  (  +0.82%),48.20%,"140,436",5,4,4,65,Specialty Retail,
CRM,USA,237.19,2025-09-03,25.89,5.89,-19.48%,5.88,,,"16,256",20.55%,44.63%  (  +0.66%),64.50%,"568,496",5,4,4,88,Software - Application,"ORCL, 0.81(12M)"
AVAV,USA,247.23,2025-09-03,44.25,12.16,35.05%,14.89,,,"1,533",55.37%,59.04%  (  +5.61%),62.45%,"39,316",5,5,5,94,Aerospace & Defense,
RH,USA,214.91,2025-09-04,56.28,10.71,-23.29%,1.23,,,"1,239",56.01%,77.88%  (  +7.39%),44.69%,"95,325",7,4,4,75,Specialty Retail,
DOCU,USA,68.19,2025-09-04,30.63,2.43,-17.81%,4.55,,,"2,874",35.85%,56.22%  (  +1.28%),69.33%,"119,717",5,4,4,80,Software - Application,
KR,USA,74.43,2025-09-05,66.15,1.36,13.88%,0.33,,,"2,729",20.05%,25.11%  (  +0.63%),30.48%,"206,211",8,4,4,85,Grocery Stores,
SNPS,USA,614.43,2025-09-09,58.36,18.40,21.75%,18.30,,,662,36.00%,36.87%  (  +2.45%),24.54%,"56,814",7,5,5,83,Software - Infrastructure,
GTLB,USA,40.24,2025-09-09,35.79,1.94,-25.08%,8.24,,,"2,992",44.52%,73.74%  (  +0.33%),71.98%,"153,913",8,4,4,78,Software - Infrastructure,
ADBE,USA,337.80,2025-09-10,29.90,8.02,-19.90%,6.35,,,"12,820",22.16%,41.93%  (  +3.20%),69.11%,"368,443",7,4,4,94,Software - Application,
IREN,Australia,18.69,2025-09-10,65.63,1.30,74.54%,12.27,,,"57,542",61.82%,97.00%  (  +1.20%),26.45%,"1,815,684",9,4,4,82,Capital Markets,
ORCL,USA,253.32,2025-09-15,63.02,7.11,42.38%,12.39,,,"27,341",31.75%,46.79%  (  +3.90%),59.09%,"956,834",9,4,4,80,Software - Infrastructure,"MSFT, 0.86(6M)"
RBRK,USA,87.67,2025-09-15,48.60,4.75,23.78%,17.36,,,"1,227",55.83%,74.07%  (  +1.59%),42.28%,"56,382",4,5,5,90,Software - Infrastructure,
FDX,USA,223.29,2025-09-18,45.10,6.09,-10.16%,0.60,,,"3,576",30.40%,28.31%  (  +1.98%),18.77%,"125,636",4,5,5,70,Integrated Freight & Logistics,
DRI,USA,200.78,2025-09-18,37.15,3.73,3.48%,1.95,,,663,16.78%,27.27%  (  +0.41%),38.07%,"23,683",8,4,5,85,Restaurants,
ACN,Ireland,238.43,2025-09-25,20.59,6.49,-27.38%,2.17,,,"4,961",26.80%,31.23%  (  -0.77%),48.47%,"116,128",7,4,4,95,Information Technology Services,
NKE,USA,73.32,2025-09-25,49.57,1.95,4.05%,2.33,,,"21,211",29.14%,29.58%  (  -0.13%),21.39%,"1,616,613",6,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
MU,USA,123.01,2025-09-25,63.51,4.55,24.03%,4.06,,,"160,283",41.13%,43.55%  (  +0.52%),13.84%,"1,705,912",8,5,5,90,Semiconductors,
11:48:53 AM,,,,,,,,,,,,,,,,,,,,
