SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
UAL,USA,57.67,2025-04-15,26.50,5.45,-21.46%,0.33,6.531,16.028,"66,485",74.01%,96.03%  (  +14.14%),100.00%,"647,037",7,5,5,85
ASML,USA,605.55,2025-04-16,26.71,22.54,-23.17%,7.80,6.032,11.803,"33,630",44.70%,65.28%  (  +14.22%),100.00%,"153,510",8,4,4,82
ABT,USA,124.44,2025-04-16,38.04,3.10,6.30%,5.14,3.897,7.213,"23,582",27.13%,39.68%  (  +11.82%),100.00%,"204,088",8,5,5,85
TRV,USA,242.26,2025-04-16,33.05,6.26,1.50%,1.18,4.928,7.451,"1,502",31.47%,44.62%  (  +14.43%),100.00%,"13,221",10,4,4,85
PLD,USA,98.23,2025-04-16,25.16,3.43,-16.56%,11.38,4.365,8.653,"9,271",38.27%,49.77%  (  +11.70%),100.00%,"60,763",6,4,4,74
FHN,USA,16.21,2025-04-16,26.21,0.82,-11.09%,1.67,5.189,11.415,"4,993",52.80%,62.86%  (  +16.55%),100.00%,"35,908",6,4,5,70
FNB,USA,11.48,2025-04-16,21.52,0.49,-21.69%,1.60,4.130,19.489,545,43.68%,100.95%  (  +26.57%),95.49%,"4,406",5,5,5,87
CSX,USA,27.21,2025-04-16,25.94,0.72,-18.19%,3.53,3.550,8.512,"5,457",27.54%,44.89%  (  +14.89%),100.00%,"137,319",9,4,5,65
PGR,USA,257.64,2025-04-11,36.63,8.41,5.49%,2.00,2.611,8.074,"9,448",38.85%,50.50%  (  +20.94%),100.00%,"41,390",8,5,5,82
KMI,USA,25.29,2025-04-16,31.60,0.81,2.24%,3.73,2.685,8.782,"20,560",34.99%,45.16%  (  +11.91%),100.00%,"542,890",9,4,4,80
THC,USA,120.35,2025-04-29,38.90,5.80,-16.15%,0.55,9.405,15.788,"1,494",45.35%,62.25%  (  +10.81%),100.00%,"31,163",7,5,5,85
LVS,USA,33.37,2025-04-16,19.42,1.61,-26.63%,2.09,4.343,9.366,"15,049",41.52%,66.00%  (  +16.00%),100.00%,"276,667",7,4,5,80
ALLY,USA,32.12,2025-04-17,32.60,1.56,-14.94%,0.60,6.757,13.711,"8,869",45.27%,70.40%  (  +13.54%),100.00%,"110,856",9,4,4,74
KEY,USA,13.47,2025-04-17,24.76,0.67,-19.60%,1.61,4.626,11.657,"8,399",47.19%,60.62%  (  +14.36%),100.00%,"164,037",7,4,4,70
RF,USA,18.66,2025-04-17,24.68,0.79,-19.10%,1.81,4.331,9.246,988,41.81%,57.10%  (  +16.63%),100.00%,"110,214",6,4,4,78
HBAN,USA,12.60,2025-04-17,23.36,0.57,-18.34%,1.55,3.546,11.286,"1,854",46.12%,54.44%  (  +13.98%),100.00%,"70,897",8,4,4,80
SCHW,USA,69.06,2025-04-21,29.29,2.50,-5.33%,4.95,4.958,10.793,"37,017",39.10%,52.45%  (  +12.07%),100.00%,"459,302",9,5,5,85
AXP,USA,233.68,2025-04-17,26.72,10.11,-14.91%,2.21,4.644,12.218,"28,051",44.80%,64.86%  (  +18.89%),100.00%,"235,213",6,4,4,85
WAL,USA,62.10,2025-04-17,25.26,3.94,-24.08%,1.37,6.749,18.277,"4,895",60.66%,81.63%  (  +22.32%),100.00%,"31,238",6,5,5,75
BX,USA,125.04,2025-04-17,30.78,6.82,-19.80%,12.23,4.033,12.370,"30,395",50.95%,69.34%  (  +16.74%),100.00%,"324,027",6,4,4,88
PPG,USA,99.15,2025-04-17,26.76,3.28,-18.85%,1.29,3.979,8.331,"1,297",30.68%,46.29%  (  +11.73%),100.00%,"37,929",10,4,4,80
ALK,USA,44.45,2025-04-17,25.15,2.86,-13.28%,0.46,7.083,19.916,"5,602",56.25%,78.34%  (  +14.57%),100.00%,"118,123",10,5,5,85
BANC,USA,12.37,2025-04-22,27.17,0.57,-16.44%,1.10,9.683,15.764,"3,397",43.24%,62.94%  (  +15.80%),100.00%,"27,098",8,4,4,70
TSM,USA,146.80,2025-04-17,26.97,6.88,-20.61%,8.46,3.013,11.069,"350,986",50.38%,66.46%  (  +14.61%),100.00%,"1,761,876",9,5,5,85
PNR,Ireland,78.76,2025-04-22,28.27,2.98,-15.82%,3.18,6.385,12.256,"2,374",36.25%,50.83%  (  +15.15%),100.00%,"13,818",5,4,4,79
INFY,USA,16.58,2025-04-17,22.22,0.46,-22.76%,3.60,4.935,12.212,"5,678",27.93%,46.88%  (  +10.97%),100.00%,"71,615",9,4,4,88
PHM,USA,101.24,2025-04-22,44.13,3.81,-16.40%,1.14,5.017,9.725,"3,272",34.83%,51.71%  (  +8.17%),100.00%,"40,277",8,4,4,78
SYF,USA,43.81,2025-04-22,24.97,2.76,-22.34%,0.82,6.952,17.007,"4,802",59.90%,69.03%  (  +13.32%),100.00%,"59,117",9,4,5,65
DHR,USA,181.77,2025-04-22,23.92,6.10,-25.16%,5.45,4.766,11.401,"24,319",33.60%,53.89%  (  +14.05%),100.00%,"113,081",8,5,5,70
EFX,USA,210.07,2025-04-16,26.24,7.80,-20.93%,4.61,5.463,14.591,"1,702",41.26%,56.08%  (  +13.67%),100.00%,"6,198",5,5,5,70
DGX,USA,164.18,2025-04-22,42.34,4.11,5.42%,1.85,5.881,9.335,"1,537",23.55%,33.83%  (  +5.47%),100.00%,"13,801",4,4,4,85
VZ,USA,43.03,2025-04-28,45.14,1.10,2.78%,1.34,3.918,7.091,"164,569",35.17%,33.96%  (  +7.52%),100.00%,"1,133,728",7,4,4,80
GE,USA,166.81,2025-04-22,25.40,7.26,-7.64%,3.91,5.726,13.239,"43,459",46.19%,61.71%  (  +18.45%),100.00%,"219,479",8,5,5,85
LMT,USA,432.15,2025-04-22,37.80,12.21,-15.59%,1.43,3.733,6.996,"9,986",29.31%,38.09%  (  +8.94%),100.00%,"104,773",8,4,4,85
RTX,USA,117.45,2025-04-22,27.33,3.24,-2.02%,1.94,4.344,8.564,"20,304",36.77%,48.02%  (  +17.15%),100.00%,"189,578",9,4,4,82
NOC,USA,485.52,2025-04-22,45.16,12.59,-0.56%,1.71,3.919,9.113,"1,540",29.49%,38.82%  (  +10.51%),100.00%,"30,466",6,4,4,85
EWBC,USA,74.04,2025-04-22,23.81,3.84,-17.92%,2.30,7.216,14.810,781,52.78%,61.74%  (  +13.41%),100.00%,"3,579",5,5,5,85
EQT,USA,46.11,2025-04-22,34.11,2.35,9.93%,5.28,4.425,13.782,"61,076",53.57%,62.74%  (  +14.86%),100.00%,"256,489",9,4,4,85
ISRG,USA,451.58,2025-04-22,30.20,19.53,-11.25%,19.37,5.903,12.786,"23,526",45.95%,61.09%  (  +18.15%),100.00%,"84,063",7,4,5,75
CB,Switzerland,280.68,2025-04-22,39.76,6.82,0.82%,2.01,4.872,8.901,"1,824",30.14%,34.09%  (  +9.86%),100.00%,"33,125",6,4,4,85
SAP,USA,248.50,2025-04-22,31.59,7.21,3.98%,7.84,11.932,11.569,"1,118",37.05%,45.44%  (  +6.21%),100.00%,"26,743",9,5,5,88
STLD,USA,109.21,2025-04-22,30.55,5.07,-13.91%,0.93,5.917,13.048,"1,341",44.09%,60.59%  (  +16.31%),100.00%,"38,484",10,5,5,78
BKR,USA,35.41,2025-04-22,25.52,1.75,-10.86%,1.26,6.602,16.034,"5,397",55.34%,62.25%  (  +20.62%),100.00%,"136,746",8,5,5,90
COF,USA,150.57,2025-04-22,30.76,8.76,-9.56%,1.08,4.511,14.750,"15,948",55.33%,69.12%  (  +16.71%),100.00%,"201,365",9,5,4,70
WFRD,Ireland,39.79,2025-04-22,22.25,3.30,-53.46%,0.53,9.903,19.991,"1,226",74.89%,87.85%  (  +26.04%),100.00%,"4,323",7,5,4,70
OMC,USA,72.59,2025-04-15,29.04,2.29,-21.67%,0.91,3.757,7.829,690,32.61%,48.88%  (  +12.75%),100.00%,"11,635",10,4,4,88
NFLX,USA,855.86,2025-04-17,34.33,35.59,5.92%,9.42,8.223,13.045,"196,492",46.31%,65.09%  (  +11.71%),100.00%,"505,928",5,4,4,80
GD,USA,250.01,2025-04-23,35.48,6.29,-11.13%,1.41,3.427,8.371,"2,335",31.51%,43.14%  (  +13.65%),100.00%,"41,610",5,4,4,0
TEL,Ireland,122.00,2025-04-23,22.34,4.55,-17.94%,2.30,5.615,12.284,"2,157",38.39%,52.12%  (  +15.19%),100.00%,"9,572",10,4,4,75
APH,USA,59.09,2025-04-23,34.82,2.69,-12.60%,4.70,7.267,14.385,"5,026",46.46%,54.68%  (  +11.54%),100.00%,"74,979",8,5,4,88
CME,USA,254.46,2025-04-23,44.33,5.52,13.91%,14.96,3.868,8.626,"7,260",23.86%,33.25%  (  +10.31%),100.00%,"47,146",9,4,4,90
BA,USA,136.59,2025-04-23,25.56,7.78,-18.34%,1.55,5.109,14.907,"308,337",58.39%,71.95%  (  +23.15%),100.00%,"1,096,442",8,4,4,50
TMO,USA,437.91,2025-04-23,17.84,13.85,-21.75%,3.85,4.079,9.252,"14,422",28.59%,52.33%  (  +13.66%),100.00%,"49,643",8,5,5,79
T,USA,26.64,2025-04-23,45.99,0.72,18.85%,1.56,4.502,7.413,"182,725",34.20%,42.39%  (  +11.33%),100.00%,"1,284,142",10,5,5,80
GEV,USA,271.48,2025-04-23,36.20,22.16,-2.79%,2.14,8.763,18.767,"28,318",72.95%,92.25%  (  +19.36%),100.00%,"148,001",9,5,5,80
BSX,USA,89.70,2025-04-23,28.38,2.99,1.20%,7.92,5.753,10.681,"51,213",38.80%,52.68%  (  +17.78%),100.00%,"229,176",10,5,5,88
FE,USA,39.37,2025-04-24,47.29,0.89,-4.29%,1.69,4.037,9.768,"2,391",40.66%,39.06%  (  +13.59%),100.00%,"71,126",9,4,4,75
IBM,USA,227.48,2025-04-23,32.55,7.54,3.80%,3.36,6.193,11.169,"50,386",33.65%,54.66%  (  +11.27%),100.00%,"305,574",9,4,4,85
NOW,USA,721.65,2025-04-23,28.69,35.23,-21.73%,13.61,6.608,12.877,"12,985",49.18%,66.67%  (  +12.21%),100.00%,"99,444",7,5,5,88
DFS,USA,147.04,2025-04-23,35.36,9.27,-7.40%,1.56,3.771,18.109,"22,253",61.97%,88.59%  (  +26.27%),100.00%,"48,307",5,4,4,85
CMG,USA,47.29,2025-04-23,36.31,1.70,-16.90%,5.67,8.148,11.140,"79,651",35.29%,58.56%  (  +12.21%),100.00%,"952,293",7,5,5,85
KNX,USA,38.98,2025-04-23,23.38,1.86,-25.34%,0.85,7.766,15.994,"20,574",44.08%,61.16%  (  +17.05%),100.00%,"27,775",7,4,4,70
NEM,USA,44.18,2025-04-23,39.66,1.64,-4.54%,2.67,4.950,9.758,"73,972",39.17%,50.45%  (  +8.14%),100.00%,"877,279",5,4,4,65
LRCX,USA,59.09,2025-04-23,23.29,3.56,-27.32%,4.68,3.717,14.509,"80,992",59.71%,75.16%  (  +13.06%),100.00%,"569,267",6,5,5,82
AR,USA,33.46,2025-04-23,32.99,1.89,3.41%,2.41,5.087,16.040,"18,841",61.42%,78.24%  (  +30.89%),100.00%,"161,575",7,4,4,80
SLM,USA,25.54,2025-04-23,29.47,1.29,2.26%,1.77,8.187,14.482,"1,419",41.05%,68.83%  (  +23.62%),100.00%,"47,312",9,5,5,78
BMRN,USA,60.26,2025-04-23,24.01,2.26,-17.51%,4.05,7.718,13.276,"1,326",41.11%,49.86%  (  +12.87%),100.00%,"35,862",9,5,5,88
BG,Switzerland,73.20,2025-04-23,43.68,2.21,-17.81%,0.18,6.216,11.537,"1,817",30.16%,41.51%  (  +9.68%),100.00%,"52,981",6,4,4,62
HES,USA,133.56,2025-04-24,28.68,4.55,-6.09%,3.19,2.678,9.973,"7,832",43.36%,48.45%  (  +19.15%),100.00%,"93,341",7,4,4,0
STX,Ireland,66.73,2025-04-22,15.47,3.84,-32.58%,1.76,7.174,13.465,"15,390",60.49%,80.83%  (  +17.39%),100.00%,"128,364",5,4,4,82
CHRW,USA,90.94,2025-05-07,30.19,2.78,-10.23%,0.61,7.939,0.000,"1,445",35.63%,53.61%  (  +13.92%),100.00%,"30,639",7,4,4,75
PM,USA,150.62,2025-04-23,46.39,3.78,18.38%,6.21,3.659,7.469,"25,675",30.68%,38.11%  (  +6.87%),100.00%,"190,924",5,5,5,85
ROL,USA,52.21,2025-04-23,48.31,1.21,5.26%,7.47,6.423,8.955,710,26.40%,35.33%  (  +8.54%),100.00%,"4,597",9,4,4,85
ETR,USA,79.03,2025-04-23,35.52,2.23,12.13%,2.88,2.705,10.324,"3,736",31.82%,40.00%  (  +12.79%),100.00%,"36,160",5,4,4,85
MAT,USA,16.45,2025-04-22,23.11,0.75,-13.11%,0.99,8.642,13.836,"1,489",55.72%,63.21%  (  +11.37%),100.00%,"12,856",9,4,4,80
WSC,USA,23.63,2025-05-01,27.23,1.62,-34.79%,1.81,8.934,17.792,970,59.94%,67.35%  (  +17.93%),100.00%,"138,531",6,4,4,65
NBIS,Netherlands,20.29,2025-04-25,37.19,2.95,-52.62%,40.63,8.357,26.122,"73,977",120.84%,131.03%  (  +33.20%),100.00%,"453,388",10,4,4,70
PTC,USA,139.77,2025-05-07,22.66,4.64,-21.75%,7.27,6.793,0.000,"5,171",30.44%,50.53%  (  +15.17%),100.00%,"9,372",6,4,5,75
VRT,USA,59.41,2025-04-23,28.46,7.01,-41.43%,2.82,10.541,22.008,"98,975",93.16%,117.01%  (  +26.93%),100.00%,"590,751",7,5,5,90
NLY,USA,18.83,2025-04-23,21.70,0.47,-5.95%,1.77,2.212,6.281,"23,504",23.27%,37.29%  (  +9.40%),61.20%,"128,470",8,5,5,80
CDE,USA,4.86,2025-05-07,32.76,0.41,-22.28%,2.99,15.020,0.000,"8,314",71.16%,98.21%  (  +23.48%),100.00%,"192,165",9,5,5,80
OMF,USA,41.03,2025-04-29,28.48,2.45,-19.15%,0.86,8.163,15.782,"2,390",57.18%,67.37%  (  +17.79%),100.00%,"45,716",6,4,4,70
XEL,USA,67.89,2025-04-24,42.69,1.59,5.39%,2.90,4.741,8.065,"2,631",25.33%,31.82%  (  +7.58%),100.00%,"15,198",9,4,4,68
NDAQ,USA,68.25,2025-04-24,31.09,2.28,-7.86%,5.31,5.387,11.428,"8,078",37.89%,47.48%  (  +13.30%),100.00%,"35,464",9,4,4,85
TAL,USA,12.28,2025-04-24,39.64,0.70,14.34%,2.72,10.000,14.641,"2,516",59.05%,96.88%  (  +35.63%),49.51%,"58,724",9,5,4,75
SNY,USA,51.98,2025-04-24,32.78,1.23,-1.53%,2.86,6.438,10.533,"4,110",27.03%,45.79%  (  +12.57%),100.00%,"37,336",6,4,4,80
PG,USA,163.75,2025-04-24,40.90,3.64,-3.19%,4.55,2.955,5.390,"60,752",23.12%,27.90%  (  +3.65%),100.00%,"314,364",8,4,4,78
TSCO,USA,52.40,2025-04-24,42.39,1.58,-4.72%,1.87,4.525,9.776,"11,983",35.57%,46.62%  (  +9.64%),100.00%,"83,973",5,4,4,78
PCG,USA,16.44,2025-04-24,43.54,0.41,-11.23%,1.48,3.146,6.713,"11,563",23.97%,49.23%  (  +18.40%),74.82%,"608,199",5,4,4,75
CBRE,USA,118.08,2025-04-24,31.98,4.83,-4.50%,0.99,6.942,13.088,"1,743",41.18%,53.04%  (  +8.31%),100.00%,"20,241",6,4,4,85
FCX,USA,29.15,2025-04-22,25.98,2.04,-31.86%,1.67,3.841,16.938,"260,266",72.29%,78.63%  (  +25.88%),100.00%,"1,360,161",6,4,4,78
VLO,USA,104.69,2025-04-24,23.36,5.83,-23.93%,0.25,3.264,11.741,"13,932",57.25%,66.54%  (  +19.08%),100.00%,"129,759",10,5,5,60
UNP,USA,213.26,2025-04-24,25.38,5.58,-10.81%,5.27,3.214,8.398,"19,565",28.88%,43.34%  (  +11.35%),100.00%,"103,190",8,4,4,85
MBLY,USA,13.16,2025-04-24,36.27,1.09,-22.18%,6.46,14.445,18.084,"14,464",60.05%,89.27%  (  +14.67%),71.52%,"328,377",5,4,4,70
KDP,USA,33.81,2025-04-24,49.96,0.81,-0.23%,2.99,5.342,8.258,"4,248",26.26%,32.69%  (  +8.38%),100.00%,"72,000",9,4,4,80
HAS,USA,53.96,2025-04-23,29.40,2.19,-14.84%,1.82,9.114,14.246,"3,107",44.03%,55.47%  (  +8.73%),100.00%,"49,133",9,4,4,75
NOK,USA,4.78,2025-04-24,33.20,0.14,7.66%,1.22,8.179,9.530,"5,117",36.39%,62.65%  (  +20.15%),32.92%,"220,096",10,4,4,85
CMCSA,USA,33.38,2025-04-24,30.90,0.91,-14.37%,1.02,5.072,9.449,"34,082",31.01%,39.75%  (  +4.40%),100.00%,"638,137",9,4,4,82
STM,USA,18.49,2025-04-24,22.52,1.00,-35.04%,1.24,9.184,18.659,"6,792",53.38%,71.71%  (  +11.44%),100.00%,"161,081",6,4,4,62
LKQ,USA,41.29,2025-04-24,48.21,1.10,3.68%,0.74,6.940,11.322,704,22.35%,43.68%  (  +7.36%),100.00%,"29,038",9,5,5,72
MRK,USA,81.47,2025-04-24,25.55,2.49,-23.09%,3.22,4.285,9.202,"82,419",28.40%,44.16%  (  +6.27%),100.00%,"656,322",8,4,4,75
PEP,USA,146.61,2025-04-24,43.59,3.53,-9.34%,2.19,3.154,5.594,"42,809",22.38%,31.66%  (  +6.28%),100.00%,"315,365",5,4,4,78
TXT,USA,60.72,2025-04-24,20.17,2.22,-26.23%,0.80,5.781,12.162,"1,613",44.09%,49.37%  (  +14.48%),100.00%,"10,550",6,4,4,68
FTI,UK,25.16,2025-04-24,32.65,1.40,-10.77%,1.17,8.373,16.930,"3,261",64.78%,66.17%  (  +22.24%),100.00%,"22,766",7,5,4,85
HIG,USA,113.57,2025-04-24,36.12,2.86,0.39%,1.22,5.416,10.391,750,30.23%,40.96%  (  +15.67%),100.00%,"6,265",6,4,4,80
WY,USA,26.26,2025-04-24,26.73,0.82,-13.76%,2.68,5.267,10.394,"1,176",32.95%,41.14%  (  +4.69%),100.00%,"24,282",8,5,5,70
SSNC,USA,74.35,2025-04-24,26.15,2.17,-1.60%,3.12,5.817,9.181,"2,673",30.71%,39.05%  (  +9.89%),100.00%,"7,090",7,5,5,85
SKX,USA,50.20,2025-04-24,31.82,3.21,-23.04%,0.84,10.335,17.231,"5,938",63.72%,82.67%  (  +19.20%),100.00%,"57,265",9,5,5,85
DLR,USA,137.50,2025-04-24,34.65,5.34,-15.87%,8.33,4.447,11.638,"5,808",36.73%,55.76%  (  +14.48%),100.00%,"61,595",10,4,5,92
RSG,USA,235.42,2025-04-24,49.17,4.62,11.83%,4.59,4.179,7.264,"1,145",21.73%,29.87%  (  +8.22%),100.00%,"6,067",9,4,4,85
GILD,USA,107.25,2025-04-24,43.24,2.76,20.31%,4.65,4.169,8.718,"17,909",23.41%,41.77%  (  +9.51%),100.00%,"240,643",9,4,5,78
TMUS,USA,248.11,2025-04-24,38.94,7.27,12.62%,3.48,3.845,7.803,"19,847",31.63%,43.74%  (  +10.37%),100.00%,"195,292",7,4,4,90
VALE,USA,9.08,2025-04-23,33.71,0.29,-9.58%,1.02,8.423,8.098,"95,986",37.89%,73.85%  (  +42.66%),100.00%,"1,575,265",10,4,4,80
AAL,USA,9.46,2025-04-24,24.59,0.63,-28.06%,0.11,7.441,17.493,"214,696",56.47%,83.30%  (  +13.52%),100.00%,"3,124,419",6,4,4,70
SGI,USA,56.71,2025-05-06,43.33,2.43,3.88%,2.40,2.957,0.000,752,40.64%,55.46%  (  +9.45%),100.00%,"16,204",8,5,5,75
AJG,USA,319.25,2025-04-24,38.14,7.89,8.10%,7.14,4.817,9.634,"3,385",30.33%,37.43%  (  +11.39%),100.00%,"8,609",8,4,4,88
FTAI,Cayman Islands,88.32,2025-04-24,33.38,8.70,-29.28%,5.17,10.248,22.190,"11,386",82.45%,118.42%  (  +35.59%),100.00%,"104,991",5,5,5,68
MA,USA,489.77,2025-05-07,27.14,13.64,-3.29%,15.86,3.350,0.000,"24,050",31.51%,46.92%  (  +14.17%),100.00%,"126,651",10,5,5,80
HOG,USA,22.98,2025-04-24,34.38,1.13,-28.31%,0.55,7.827,12.871,"2,313",49.33%,68.18%  (  +8.51%),100.00%,"62,530",7,4,4,60
ROKU,USA,55.28,2025-04-24,27.87,5.20,-23.52%,1.96,15.252,20.293,"52,225",78.41%,110.34%  (  +14.22%),100.00%,"212,365",7,4,4,80
PTEN,USA,5.66,2025-05-07,24.19,0.52,-34.08%,0.41,9.376,0.000,"7,104",95.67%,94.46%  (  +32.88%),100.00%,"139,136",5,4,4,65
AMZN,USA,171.00,2025-04-29,27.19,8.01,-14.59%,2.84,7.251,13.596,"1,524,837",41.18%,60.64%  (  +12.02%),100.00%,"4,126,327",8,5,5,85
WDC,USA,30.54,2025-04-24,20.39,2.31,-38.33%,0.68,5.834,15.507,"32,477",74.80%,90.83%  (  +19.25%),100.00%,"389,817",8,5,4,70
PINS,USA,25.78,2025-04-29,26.90,1.71,-22.90%,4.80,13.897,17.862,"25,859",61.86%,89.07%  (  +18.50%),100.00%,"503,721",9,5,5,88
RCL,Liberia,177.93,2025-04-24,28.36,11.66,-12.65%,2.90,5.936,13.083,"29,457",60.37%,74.18%  (  +13.84%),100.00%,"167,642",7,5,5,90
CARR,USA,57.18,2025-04-24,29.41,2.29,-18.47%,2.06,7.384,13.510,"3,507",39.86%,52.74%  (  +12.38%),100.00%,"68,618",8,4,5,78
ASX,USA,7.67,2025-04-24,23.45,0.36,-24.22%,0.90,8.103,16.021,"2,664",50.68%,76.02%  (  +13.00%),59.74%,"3,026",6,4,4,75
SM,USA,22.26,2025-05-01,23.70,1.79,-45.15%,0.95,8.246,22.425,"1,083",77.29%,91.96%  (  +28.37%),100.00%,"23,903",8,4,4,85
KLAC,USA,576.53,2025-04-24,25.54,30.13,-20.93%,7.07,6.933,16.864,"2,269",49.78%,67.36%  (  +15.42%),100.00%,"20,544",8,4,4,82
BAX,USA,28.79,2025-05-01,25.00,1.03,-16.14%,1.15,4.948,11.803,"23,019",40.15%,51.44%  (  +11.40%),82.11%,"69,572",7,4,4,75
HCA,USA,331.65,2025-04-25,48.96,9.44,-4.11%,1.16,8.224,11.737,808,35.18%,43.92%  (  +8.95%),100.00%,"46,129",10,4,5,80
PSX,USA,98.81,2025-04-25,21.72,4.96,-23.23%,0.28,3.081,12.622,"9,678",53.49%,65.18%  (  +19.52%),100.00%,"75,053",7,4,4,75
SLB,,34.78,2025-04-25,23.27,1.50,-18.40%,1.30,3.361,10.179,"98,814",46.52%,54.70%  (  +14.68%),100.00%,"698,569",7,5,5,85
ABBV,USA,186.96,2025-04-25,29.12,6.09,-0.41%,5.87,4.162,8.357,"74,138",29.75%,41.58%  (  +10.65%),100.00%,"394,489",8,5,4,85
CL,USA,91.66,2025-04-25,49.41,2.34,-4.32%,3.70,3.250,6.803,"19,148",29.98%,32.21%  (  +6.42%),100.00%,"89,513",10,4,4,85
AON,Ireland,375.76,2025-04-25,32.61,7.86,5.26%,5.15,5.435,8.609,"2,189",19.19%,32.43%  (  +7.85%),100.00%,"17,975",10,4,4,77
SONY,USA,21.82,2025-05-13,29.83,0.68,8.40%,1.44,2.376,0.000,"7,873",36.84%,51.12%  (  +15.21%),100.00%,"105,806",8,5,4,84
NVT,Ireland,45.24,2025-05-02,25.83,3.00,-34.19%,2.26,9.189,17.684,"2,693",54.42%,73.15%  (  +16.52%),100.00%,"34,071",6,5,5,80
WELL,USA,143.29,2025-04-28,39.09,3.72,10.89%,11.64,5.442,8.446,"2,766",27.99%,37.25%  (  +13.08%),100.00%,"42,377",9,5,5,90
NUE,USA,103.22,2025-04-28,25.33,5.50,-26.96%,0.77,5.085,11.731,"13,988",50.46%,62.14%  (  +15.06%),100.00%,"154,418",8,4,4,80
NXPI,Netherlands,160.81,2025-04-28,23.82,9.62,-30.48%,3.23,6.447,15.019,"5,650",53.02%,75.26%  (  +17.78%),100.00%,"45,566",6,5,4,60
CDNS,USA,232.88,2025-04-28,33.68,9.92,-17.56%,13.76,8.015,15.088,"3,984",38.36%,58.34%  (  +13.34%),100.00%,"45,175",9,5,5,78
NOV,USA,11.97,2025-04-28,25.93,0.65,-26.07%,0.51,8.065,16.487,"1,328",57.51%,61.62%  (  +16.85%),100.00%,"52,877",5,4,4,80
BRO,USA,115.01,2025-04-28,38.16,2.59,8.89%,6.86,5.584,10.087,523,27.19%,40.06%  (  +12.62%),100.00%,"4,604",9,4,4,88
WM,USA,225.20,2025-04-28,45.19,4.34,4.73%,4.11,4.143,7.283,"2,661",20.97%,29.01%  (  +7.12%),100.00%,"41,673",8,4,4,88
AGNC,USA,8.98,2025-04-28,20.75,0.22,-9.71%,1.69,4.125,8.619,"93,979",20.25%,38.87%  (  +10.15%),100.00%,"661,978",6,4,4,70
AZN,USA,68.46,2025-04-29,31.19,1.72,-8.13%,3.93,4.852,8.646,"10,338",28.42%,38.87%  (  +7.93%),100.00%,"189,088",9,5,4,80
