SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector
ROST,USA,143.37,2025-05-22,62.95,3.59,-0.32%,2.23,6.860,5.999,793,30.82%,33.64%  (  -2.80%),63.20%,"48,918",8,4,5,72,Apparel Retail
BBWI,USA,31.74,2025-05-29,57.02,1.48,-3.93%,0.93,10.687,11.970,983,80.81%,56.22%  (  -2.66%),59.80%,"103,045",9,5,5,70,Specialty Retail
FUTU,USA,103.53,2025-05-27,61.29,5.52,18.64%,5.63,8.267,12.426,"9,851",79.35%,63.15%  (  -1.94%),34.49%,"143,551",6,5,5,88,Capital Markets
TCOM,USA,61.97,2025-05-19,60.59,1.92,3.62%,5.47,11.323,12.546,"2,533",42.98%,44.43%  (  -0.70%),41.75%,"95,206",5,5,5,85,Travel Services
HD,USA,364.86,2025-05-20,54.77,8.50,-5.51%,2.27,4.271,5.502,"16,255",30.14%,30.29%  (  -0.23%),42.19%,"245,508",8,4,5,75,Home Improvement Retail
PONY,USA,16.96,2025-05-20,73.71,1.96,35.92%,60.79,0.000,49.233,"19,581",238.63%,178.54%  (  -7.82%),0.00%,"19,772",7,4,4,55,Information Technology Services
NBIS,Netherlands,28.22,2025-05-09,61.29,2.05,-21.93%,57.15,8.357,10.277,"27,624",103.83%,92.27%  (  -2.59%),21.61%,"391,763",10,5,4,70,Software - Infrastructure
BILI,USA,17.89,2025-05-20,50.94,0.75,-3.50%,1.58,10.763,13.444,"6,035",61.39%,75.60%  (  +1.24%),33.97%,"370,297",8,5,5,85,Internet Content & Information
GDS,USA,26.45,2025-05-20,54.79,1.83,16.76%,3.24,17.511,24.459,"1,203",89.00%,88.37%  (  -0.53%),48.21%,"31,769",7,5,4,78,Information Technology Services
AS,Cayman Islands,27.40,2025-05-20,64.50,1.33,22.39%,2.94,14.044,19.532,790,78.54%,67.51%  (  +12.44%),67.26%,"14,313",9,5,4,70,Leisure
TOL,USA,103.88,2025-05-20,55.72,3.52,-20.83%,0.96,5.992,8.046,"1,718",47.13%,40.90%  (  -2.64%),41.85%,"48,511",8,4,4,70,Residential Construction
PANW,USA,188.53,2025-05-20,62.28,6.13,4.38%,14.56,9.089,8.898,"33,872",55.02%,44.01%  (  -1.99%),52.87%,"560,504",6,4,4,80,Software - Infrastructure
MOD,USA,93.19,2025-05-20,65.18,4.90,-14.35%,1.93,16.098,18.581,"1,080",88.30%,69.45%  (  +3.59%),36.59%,"11,438",8,5,5,80,Auto Parts
AKRO,USA,42.39,2025-05-09,52.42,2.39,23.68%,-,9.646,12.432,"1,095",67.81%,62.31%  (  -6.79%),13.36%,"34,884",6,5,5,0,Biotechnology
TJX,USA,128.09,2025-05-21,56.25,2.68,6.81%,2.54,4.390,5.359,"3,907",25.88%,27.46%  (  +0.88%),49.03%,"193,193",7,5,5,85,Apparel Retail
YMM,USA,11.68,2025-05-21,53.24,0.53,15.77%,6.97,13.770,14.985,"4,465",54.92%,57.70%  (  +2.05%),29.82%,"73,695",10,4,4,90,Software - Application
GLNG,Bermuda,38.37,2025-05-27,48.48,1.92,2.33%,15.42,9.336,13.097,"8,603",68.40%,47.50%  (  +0.18%),34.62%,"122,183",10,5,4,75,Oil & Gas Midstream
BIDU,USA,87.65,2025-05-21,48.95,3.02,-1.65%,1.33,6.253,8.578,"25,019",47.02%,46.48%  (  +0.46%),44.97%,"461,415",6,4,4,75,Internet Content & Information
MDT,Ireland,83.62,2025-05-21,45.80,1.89,-3.82%,3.23,3.863,5.152,"8,205",28.99%,28.29%  (  +0.55%),53.02%,"221,694",8,4,4,88,Medical Devices
XPEV,USA,19.60,2025-05-21,49.94,1.03,39.95%,2.68,11.191,13.725,"14,876",76.38%,75.14%  (  +1.58%),25.52%,"547,169",8,4,4,70,Auto Manufacturers
LOW,USA,224.48,2025-05-21,50.69,5.89,-10.10%,1.50,4.057,5.889,"2,998",32.87%,32.47%  (  -1.05%),42.43%,"114,155",4,4,4,80,Home Improvement Retail
SNOW,USA,173.97,2025-05-21,68.41,6.89,19.56%,16.03,11.778,12.472,"29,171",64.17%,61.62%  (  -0.98%),58.26%,"524,089",5,5,5,75,Software - Application
ZM,USA,80.25,2025-05-21,67.78,2.09,7.47%,5.25,9.418,8.813,"7,436",39.77%,41.68%  (  -0.29%),45.16%,"258,407",7,4,4,75,Software - Application
ELF,USA,67.90,2025-05-28,62.87,3.58,-37.20%,2.94,13.574,18.816,"6,548",82.98%,89.15%  (  +0.91%),79.79%,"138,026",4,5,5,80,Household & Personal Products
WSM,USA,160.89,2025-05-28,55.98,7.16,-1.77%,2.58,10.793,14.757,"1,057",73.45%,52.12%  (  -1.96%),47.11%,"38,694",6,4,4,75,Specialty Retail
BJ,USA,114.73,2025-05-22,48.34,3.13,19.65%,0.74,8.700,10.111,"7,955",29.98%,36.75%  (  -0.04%),66.34%,"48,964",6,4,4,82,Discount Stores
RL,USA,251.47,2025-05-22,70.50,10.31,17.51%,2.23,8.856,12.646,"1,184",76.76%,45.74%  (  -0.54%),39.54%,"20,950",9,5,5,90,Apparel Manufacturing
INTU,USA,656.08,2025-05-22,66.52,17.76,5.55%,10.68,5.693,6.793,"3,204",43.02%,35.44%  (  -0.22%),49.81%,"94,648",9,5,5,90,Software - Application
ADSK,USA,289.62,2025-05-22,68.28,7.56,4.31%,10.09,5.815,6.873,"1,232",40.99%,35.34%  (  -0.90%),44.08%,"43,230",10,5,5,75,Software - Application
WDAY,USA,257.98,2025-05-22,66.65,7.70,3.90%,8.20,8.742,8.755,"4,014",45.20%,43.22%  (  -1.05%),56.78%,"69,369",5,4,4,90,Software - Application
BURL,USA,249.00,2025-05-29,62.35,9.94,-4.28%,1.47,8.185,10.239,867,53.26%,49.41%  (  -1.27%),62.64%,"57,509",7,5,5,70,Apparel Retail
GAP,USA,23.02,2025-05-29,62.26,1.07,3.85%,0.57,7.952,11.552,"3,640",92.03%,61.71%  (  +3.68%),48.31%,"232,491",9,4,4,82,Apparel Retail
DECK,USA,125.62,2025-05-22,64.07,5.42,-20.80%,3.87,5.583,10.601,"24,327",72.99%,71.32%  (  +6.57%),72.51%,"131,385",7,4,4,88,Footwear & Accessories
DLTR,USA,85.38,2025-06-04,66.16,3.21,13.62%,0.67,12.298,11.114,"59,320",68.61%,51.01%  (  -2.68%),41.26%,"385,219",9,4,4,65,Discount Stores
BAH,USA,123.63,2025-05-23,69.03,3.81,-10.86%,1.33,7.476,11.849,"1,464",26.49%,43.13%  (  -1.12%),58.67%,"27,442",9,4,4,85,Consulting Services
PDD,USA,109.90,2025-05-28,56.24,4.23,-4.15%,2.80,8.949,11.082,"44,853",51.28%,53.80%  (  -3.28%),52.13%,"1,358,884",5,4,4,79,Internet Retail
OKTA,USA,120.75,2025-05-27,71.72,4.62,35.77%,8.03,12.035,13.280,"9,983",56.29%,61.25%  (  -1.13%),66.51%,"183,074",7,4,4,75,Software - Infrastructure
LI,USA,27.23,2025-05-19,66.67,0.90,14.15%,1.13,9.984,10.674,"14,335",54.29%,65.87%  (  +5.29%),50.97%,"281,276",9,4,4,75,Auto Manufacturers
DKS,USA,191.29,2025-05-28,50.55,8.75,-9.85%,1.14,9.955,12.671,"1,222",67.65%,59.96%  (  -1.19%),64.88%,"68,693",9,4,4,88,Specialty Retail
ANF,USA,73.29,2025-05-28,49.48,3.92,-41.21%,0.71,13.229,16.914,"5,981",80.11%,80.50%  (  -1.21%),76.53%,"135,365",9,4,4,70,Apparel Retail
A,USA,108.70,2025-05-28,50.13,3.86,-18.05%,4.74,7.474,10.769,915,46.76%,39.74%  (  +1.92%),50.27%,"30,598",9,4,5,75,Diagnostics & Research
NVDA,USA,117.37,2025-05-28,59.01,5.46,-6.11%,21.93,9.229,11.033,"3,080,173",73.78%,53.59%  (  -1.76%),35.68%,"22,292,365",8,5,5,87,Semiconductors
CRM,USA,279.74,2025-06-04,60.65,8.14,-4.67%,7.08,7.799,9.205,"31,350",46.22%,45.10%  (  -0.08%),66.55%,"522,683",5,4,4,85,Software - Application
PSTG,USA,48.98,2025-05-28,60.83,2.18,-11.13%,5.06,14.476,16.742,"2,279",75.23%,60.35%  (  -0.07%),56.43%,"83,519",4,4,4,75,Computer Hardware
VEEV,USA,239.53,2025-05-29,61.35,6.74,9.55%,14.21,8.977,10.792,"1,276",32.77%,37.95%  (  -0.41%),54.89%,"27,450",10,4,4,80,Health Information Services
SNPS,USA,484.50,2025-05-28,66.69,16.42,-2.75%,12.35,8.904,10.717,690,53.14%,38.20%  (  -1.24%),34.06%,"34,321",7,5,5,80,Software - Infrastructure
NTNX,USA,74.42,2025-05-28,65.80,2.72,16.30%,8.56,13.097,14.404,"7,729",67.51%,51.55%  (  -0.50%),58.61%,"113,062",7,5,5,87,Software - Infrastructure
CHWY,USA,38.24,2025-06-04,63.47,1.51,19.22%,1.33,12.474,11.895,"7,671",44.51%,49.70%  (  -5.97%),12.24%,"224,587",10,5,4,85,Internet Retail
PVH,USA,75.56,2025-06-03,60.10,3.41,-16.49%,0.46,11.576,15.627,"1,036",92.51%,57.33%  (  -0.68%),60.66%,"33,748",6,4,4,85,Apparel Manufacturing
CRDO,Cayman Islands,51.39,2025-06-04,64.37,3.49,8.57%,26.64,21.846,25.594,"6,437",106.25%,91.74%  (  +5.08%),51.94%,"94,043",6,5,5,80,Semiconductors
MRVL,USA,57.63,2025-05-29,46.02,3.83,-30.65%,8.63,9.547,13.796,"78,402",98.94%,67.15%  (  -1.91%),46.64%,"874,016",7,5,5,85,Semiconductors
NTAP,USA,94.44,2025-05-29,62.54,2.94,-17.17%,2.99,9.398,10.042,"1,237",57.68%,45.77%  (  -1.08%),56.68%,"51,577",6,4,4,68,Computer Hardware
S,USA,19.41,2025-05-29,59.45,0.77,-14.72%,7.79,14.847,12.876,"1,808",62.40%,64.22%  (  +0.18%),60.16%,"188,654",7,5,5,78,Software - Infrastructure
ULTA,USA,388.24,2025-05-29,56.11,12.77,2.43%,1.56,7.885,9.199,"1,016",45.57%,44.20%  (  +2.11%),55.44%,"67,466",8,4,4,65,Specialty Retail
CRWD,USA,428.63,2025-06-03,59.94,18.69,27.16%,26.87,9.624,11.708,"41,337",65.73%,52.25%  (  -2.09%),46.47%,"392,223",5,5,5,85,Software - Infrastructure
LULU,USA,282.43,2025-06-04,52.97,11.83,-9.91%,3.34,9.756,11.578,"10,954",70.90%,53.48%  (  -0.25%),57.92%,"181,308",9,4,4,80,Apparel Retail
ZS,USA,233.15,2025-05-29,68.55,7.82,20.54%,14.89,10.489,10.173,"16,422",61.10%,46.85%  (  +0.73%),38.88%,"232,816",9,5,5,85,Software - Infrastructure
ESTC,Netherlands,86.27,2025-05-29,53.00,3.83,-8.83%,6.30,17.729,17.735,855,64.56%,63.83%  (  -2.83%),53.04%,"31,725",4,5,4,82,Software - Application
SIG,Bermuda,64.75,2025-06-03,66.78,2.93,-14.03%,0.41,11.456,15.846,861,68.24%,67.83%  (  -4.11%),68.04%,"23,235",4,4,4,70,Luxury Goods
HPE,USA,16.87,2025-06-03,59.29,0.67,-12.74%,0.71,9.193,11.737,"6,693",78.38%,52.75%  (  +1.28%),48.81%,"586,981",7,4,4,70,Communication Equipment
MDB,USA,179.26,2025-05-29,54.91,8.53,-28.24%,7.25,13.517,9.916,"14,730",72.31%,79.84%  (  +1.02%),81.14%,"215,126",7,5,5,70,Software - Infrastructure
AVGO,USA,207.77,2025-06-05,65.01,8.78,11.82%,17.92,7.327,12.008,"213,493",75.84%,53.19%  (  -1.19%),46.16%,"2,132,595",10,5,5,88,Semiconductors
IOT,USA,43.42,2025-06-05,64.64,1.96,-3.80%,19.79,16.060,17.279,"10,728",66.91%,76.52%  (  -5.19%),71.43%,"129,036",7,4,4,80,Software - Infrastructure
BRZE,USA,33.66,2025-06-05,57.39,1.64,-10.33%,5.94,16.690,17.826,607,65.24%,63.91%  (  -0.52%),60.49%,"10,776",8,5,5,75,Software - Application
GTLB,USA,49.53,2025-06-02,58.13,2.46,-10.15%,10.78,15.728,14.982,"3,440",73.28%,63.30%  (  -1.53%),52.35%,"105,363",7,5,5,80,Software - Infrastructure
ASO,USA,40.26,2025-06-10,52.55,1.90,-20.95%,0.45,9.674,0.000,"1,738",83.92%,56.65%  (  +1.29%),55.32%,"33,029",7,4,4,60,Specialty Retail
ADBE,USA,383.99,2025-06-12,58.27,10.37,-18.18%,7.43,7.904,0.000,"25,772",36.23%,30.96%  (  +2.36%),28.64%,"318,027",8,4,4,85,Software - Application
KR,USA,71.81,2025-06-19,57.53,1.59,18.77%,0.32,5.659,0.000,"6,378",28.53%,22.27%  (  +0.75%),21.89%,"249,735",7,4,4,80,Grocery Stores
UEC,USA,5.58,2025-06-06,60.02,0.33,-10.94%,35.79,6.243,16.376,"25,731",62.99%,62.75%  (  -7.78%),42.81%,"249,175",6,4,4,0,Uranium
RBRK,USA,76.57,2025-06-10,68.40,3.66,44.05%,16.39,19.038,0.000,"1,342",74.12%,74.23%  (  -4.38%),42.51%,"43,811",6,5,5,75,Software - Infrastructure
ORCL,USA,150.30,2025-06-10,60.15,5.36,-6.02%,7.56,8.738,0.000,"28,299",56.11%,37.92%  (  -0.05%),40.66%,"753,219",6,4,4,90,Software - Infrastructure
JBL,USA,154.40,2025-06-19,66.75,5.53,15.98%,0.60,9.422,0.000,666,62.78%,37.39%  (  -2.89%),33.07%,"33,112",8,4,5,70,Electronic Components
DRI,USA,199.00,2025-06-19,49.75,5.13,13.02%,1.98,5.712,0.000,753,30.15%,31.82%  (  -0.39%),55.07%,"32,412",7,4,4,80,Restaurants
ACN,Ireland,308.88,2025-06-20,57.45,7.82,-9.90%,2.88,6.507,0.000,"5,453",36.15%,25.17%  (  -1.12%),27.80%,"89,177",8,4,4,80,Information Technology Services
KMX,USA,66.55,2025-06-20,44.96,2.87,-14.62%,0.39,10.424,0.000,"2,658",71.58%,44.73%  (  -0.50%),46.75%,"56,360",4,4,4,75,Auto & Truck Dealerships
08:10:02 PM,,,,,,,,,,,,,,,,,,,
