SMBL,Country,$$,Er Date,RSI,ATR,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #
BX,USA,138.11,2025-04-17,34.76,5.29,13.51,4.033,8.129,"24,728",38.92%,39.95%  (  +2.40%),62.69%,"294,726",6,4,4,88
GPC,USA,118.47,2025-04-17,43.79,2.96,0.70,6.353,9.285,308,25.85%,31.32%  (  +3.74%),67.20%,"17,001",9,4,5,65
WAL,USA,76.12,2025-04-17,40.48,2.93,1.67,6.749,13.400,556,38.30%,45.34%  (  +1.72%),63.55%,"29,102",4,5,5,75
KNX,USA,43.55,2025-04-23,28.56,1.40,0.95,7.766,11.366,123,25.91%,36.87%  (  +1.37%),67.63%,"26,453",5,4,4,70
TSM,USA,165.25,2025-04-17,35.18,6.12,9.52,3.013,9.803,"138,211",41.80%,44.60%  (  +1.76%),46.48%,"1,656,277",10,5,5,85
INFY,USA,18.17,2025-04-17,31.66,0.38,3.95,4.935,8.393,257,20.50%,29.22%  (  -1.01%),55.90%,"72,536",7,4,4,88
ISRG,USA,491.84,2025-04-22,38.34,17.34,21.10,5.903,8.956,"10,564",38.92%,40.34%  (  +1.97%),91.63%,"74,905",7,4,5,75
IRDM,USA,27.54,2025-04-17,40.90,1.06,3.61,11.000,16.290,"1,489",38.16%,49.23%  (  +3.47%),37.18%,"23,148",8,5,4,80
CADE,USA,30.12,2025-04-21,38.93,0.87,1.86,10.654,11.124,2,25.77%,42.81%  (  -9.32%),57.32%,"1,504",10,4,4,80
ELS,USA,66.43,2025-04-28,44.84,1.41,8.64,5.467,0.000,1,19.97%,28.76%  (  -3.59%),68.24%,229,6,4,4,70
GE,USA,199.88,2025-04-22,47.72,5.43,4.68,5.726,8.447,"32,319",29.08%,37.79%  (  +2.72%),73.53%,"200,811",10,5,5,85
DGX,USA,167.33,2025-04-22,47.87,3.59,1.88,5.881,7.161,"1,127",20.38%,23.80%  (  unch),60.58%,"12,421",4,4,4,85
DHR,USA,205.85,2025-04-22,40.74,4.84,6.17,4.766,7.336,"7,380",20.81%,32.84%  (  +1.79%),100.00%,"102,403",8,5,5,70
PHM,USA,101.74,2025-04-22,41.29,3.15,1.14,5.017,8.630,"2,973",28.68%,39.92%  (  +1.39%),83.78%,"38,515",6,4,4,78
BKR,USA,43.08,2025-04-22,45.21,1.21,1.53,6.602,9.807,878,27.96%,32.42%  (  +1.42%),63.04%,"132,978",9,5,5,90
STLD,USA,123.97,2025-04-22,44.58,4.14,1.06,5.917,10.446,"3,727",33.63%,35.56%  (  +2.18%),40.06%,"32,757",10,4,5,78
EWBC,USA,89.07,2025-04-22,42.53,2.58,2.77,7.216,10.161,145,28.75%,34.77%  (  +1.57%),67.26%,"2,479",7,5,5,85
SAP,USA,268.00,2025-04-22,45.49,6.46,8.46,11.932,9.851,834,32.70%,34.07%  (  +3.57%),78.96%,"24,716",9,5,5,90
COF,USA,173.53,2025-04-22,42.78,6.57,1.24,4.511,9.912,"11,951",42.68%,45.41%  (  +3.10%),87.13%,"187,363",10,4,4,70
NFLX,USA,933.85,2025-04-17,46.10,33.25,10.28,8.223,11.209,"185,873",43.23%,50.28%  (  +3.19%),98.12%,"489,608",6,4,4,83
UAL,USA,70.23,2025-04-15,33.41,4.65,0.40,6.531,13.358,"34,258",61.22%,66.98%  (  +2.79%),96.95%,"627,345",8,5,5,85
OMC,USA,80.24,2025-04-15,43.61,1.97,1.00,3.757,5.685,113,24.23%,29.14%  (  +0.73%),73.63%,"9,006",10,4,4,88
LMT,USA,441.49,2025-04-22,41.17,11.93,1.46,3.733,6.331,"7,982",26.73%,28.67%  (  +0.61%),100.00%,"105,137",6,4,4,85
WFRD,Ireland,53.10,2025-04-22,39.59,2.48,0.70,9.903,15.819,280,50.51%,51.50%  (  +3.40%),64.38%,"3,483",9,5,4,70
TMHC,USA,59.98,2025-04-23,45.89,1.86,0.75,7.838,11.337,9,28.75%,36.62%  (  +2.22%),64.75%,"2,650",7,5,5,82
WAB,USA,181.79,2025-04-23,44.02,4.51,2.99,5.413,8.883,38,27.39%,30.02%  (  +3.09%),84.91%,"3,753",4,5,5,75
GEV,USA,302.93,2025-04-23,41.99,18.61,2.39,8.763,13.802,"9,972",65.36%,63.21%  (  +2.44%),79.00%,"143,751",7,5,5,80
IBM,USA,244.00,2025-04-23,44.34,6.70,3.61,6.193,9.231,"21,639",26.89%,40.69%  (  +1.19%),100.00%,"285,507",8,4,4,85
CMG,USA,49.91,2025-04-23,43.81,1.51,5.98,8.148,9.713,"41,845",32.20%,43.63%  (  +2.23%),68.55%,"939,028",5,5,5,85
DFS,USA,158.73,2025-04-16,38.22,7.07,1.68,3.771,16.920,"4,139",48.64%,74.84%  (  +9.46%),100.00%,"43,534",5,4,4,85
VRT,USA,74.25,2025-04-23,34.60,6.51,3.53,10.541,18.112,"76,614",81.19%,81.32%  (  +4.71%),78.35%,"557,835",6,5,5,90
NOW,USA,797.76,2025-04-23,35.15,31.13,15.05,6.608,10.122,"12,960",42.74%,45.58%  (  +2.83%),97.58%,"91,234",7,5,5,88
SLM,USA,28.90,2025-04-23,44.10,0.99,2.01,8.187,11.003,454,31.62%,37.78%  (  +1.59%),41.17%,"51,875",10,5,5,78
WSC,USA,28.15,2025-05-01,35.11,1.28,2.16,8.934,0.000,"1,224",49.67%,42.50%  (  -2.86%),40.27%,"142,462",6,4,4,65
ALKS,Ireland,33.21,2025-05-07,43.58,0.98,3.47,9.416,0.000,"2,060",23.19%,38.02%  (  -0.71%),62.94%,"8,052",9,4,4,82
TMO,USA,500.16,2025-04-23,32.40,11.00,4.40,4.079,6.848,"2,436",18.47%,31.11%  (  +2.78%),100.00%,"42,557",8,5,5,79
BSX,USA,99.36,2025-04-23,45.98,2.42,8.78,5.753,6.924,"30,055",28.02%,32.02%  (  +2.46%),74.45%,"197,819",10,5,5,88
AMGN,USA,306.95,2025-05-01,47.38,6.28,4.96,4.789,0.000,"12,231",21.42%,28.71%  (  +3.85%),28.04%,"174,489",5,4,4,85
MAT,USA,19.30,2025-04-22,37.62,0.50,1.16,8.642,10.881,570,22.87%,34.61%  (  +4.65%),43.67%,"11,977",9,4,4,80
NLY,USA,20.66,2025-04-23,38.57,0.38,1.88,2.212,5.019,"51,114",20.04%,24.32%  (  +2.18%),26.62%,"125,656",8,5,5,80
HUM,USA,264.58,2025-04-23,49.19,8.29,0.27,6.711,17.419,"8,570",34.31%,78.26%  (  +6.46%),100.00%,"153,399",7,4,4,70
TEL,Ireland,142.13,2025-04-23,39.58,3.69,2.68,5.615,8.760,475,24.69%,29.22%  (  +4.10%),75.65%,"8,469",8,4,4,75
META,USA,576.74,2025-04-23,36.83,23.13,8.88,8.394,9.029,"702,008",38.07%,43.96%  (  +5.97%),65.93%,"2,061,031",10,5,5,84
RJF,USA,139.01,2025-04-23,36.84,3.90,1.85,6.159,9.920,242,28.72%,33.42%  (  +3.12%),81.01%,"11,402",5,4,4,80
HAS,USA,60.59,2025-04-23,45.37,1.56,2.04,9.114,10.150,649,43.38%,32.92%  (  +2.95%),40.63%,"38,953",9,5,5,75
OMF,USA,48.40,2025-04-29,41.40,1.86,1.01,8.163,0.000,"1,087",41.20%,39.02%  (  +3.71%),78.65%,"43,758",6,4,5,70
PTC,USA,154.80,2025-05-07,34.87,3.83,8.05,6.793,0.000,15,22.52%,26.66%  (  +1.17%),41.31%,"8,217",7,4,5,75
LRCX,USA,72.61,2025-04-23,38.90,2.93,5.75,3.717,11.031,"21,230",46.13%,49.38%  (  +4.34%),66.72%,"530,851",7,5,5,82
NSC,USA,230.55,2025-04-23,38.50,4.82,4.31,4.122,6.196,402,20.90%,28.39%  (  +1.72%),67.08%,"16,707",8,4,4,80
NDAQ,USA,74.91,2025-04-24,42.18,1.72,5.82,5.387,8.207,546,25.84%,25.71%  (  +0.83%),54.77%,"32,250",9,4,4,85
AUB,USA,30.68,2025-04-24,26.91,0.92,2.05,15.462,19.881,5,22.39%,63.65%  (  -7.78%),80.40%,555,9,4,4,75
PEP,USA,149.27,2025-04-24,49.66,3.12,2.23,3.154,5.326,"55,074",23.00%,23.40%  (  +1.58%),86.11%,"303,357",5,4,4,78
PG,USA,168.03,2025-04-24,48.34,3.08,4.67,2.955,4.705,"18,789",22.87%,20.94%  (  +0.65%),89.24%,"289,029",7,4,4,78
UNP,USA,232.15,2025-04-24,37.49,4.16,5.74,3.214,5.880,"1,549",18.79%,25.88%  (  +0.23%),87.94%,"100,099",9,4,4,85
VLY,USA,8.78,2025-04-24,39.47,0.27,1.38,10.783,11.390,119,26.89%,39.57%  (  +2.96%),28.63%,"17,519",10,4,4,75
MRK,USA,89.23,2025-04-24,40.95,2.24,3.52,4.285,7.537,"69,945",25.00%,34.00%  (  +1.72%),100.00%,"614,754",8,4,4,75
CBRE,USA,129.46,2025-04-24,44.15,4.05,1.09,6.942,10.963,"4,129",34.85%,36.84%  (  +4.00%),87.83%,"15,553",6,4,4,85
SNY,USA,55.82,2025-04-24,47.62,1.04,3.08,6.438,8.783,"2,615",22.43%,29.14%  (  +1.25%),51.62%,"35,299",4,4,4,80
WY,USA,29.36,2025-04-24,45.78,0.67,2.99,5.267,8.260,"1,017",24.77%,27.95%  (  +2.86%),67.44%,"23,688",9,5,5,70
RCL,Liberia,207.58,2025-04-24,38.98,10.24,3.39,5.936,10.430,"13,556",53.97%,47.62%  (  +3.48%),74.64%,"147,625",8,5,5,90
DOC,USA,20.19,2025-04-24,48.66,0.43,5.33,5.683,7.058,153,18.06%,25.92%  (  +4.41%),27.43%,"8,526",5,5,5,78
IPG,USA,26.29,2025-04-23,43.26,0.67,0.92,6.240,9.834,81,25.90%,30.49%  (  +3.63%),51.18%,"5,122",5,4,4,68
WDC,USA,40.62,2025-04-24,34.00,1.76,0.91,5.834,11.706,"9,251",45.94%,53.58%  (  +4.26%),81.76%,"359,572",10,5,4,70
FBIN,USA,60.82,2025-04-29,37.89,1.75,1.62,6.701,0.000,19,28.11%,36.49%  (  +6.24%),66.18%,"1,062",6,4,4,68
BAX,USA,33.75,2025-05-01,49.34,0.83,1.35,4.948,0.000,"1,603",34.63%,32.03%  (  +4.71%),33.47%,"67,396",7,4,4,75
PINS,USA,31.47,2025-04-29,41.55,1.45,5.85,13.897,0.000,"20,040",50.45%,51.05%  (  +8.82%),54.70%,"469,463",9,5,5,88
ROKU,USA,72.49,2025-04-24,43.29,4.57,2.57,15.252,15.328,"12,856",73.66%,72.93%  (  +6.21%),73.59%,"215,951",10,4,4,80
AOS,USA,65.61,2025-04-24,42.55,1.44,2.47,6.476,8.459,627,21.82%,27.78%  (  +3.59%),64.12%,"11,024",4,4,4,70
LHX,USA,207.75,2025-04-24,45.83,4.62,1.83,5.541,8.015,204,20.39%,27.72%  (  +1.87%),93.72%,"16,030",5,4,4,85
AMZN,USA,192.72,2025-04-29,37.34,6.33,3.20,7.251,0.000,"899,789",30.36%,36.72%  (  +5.69%),55.19%,"3,774,528",9,5,5,85
HOG,USA,25.14,2025-04-24,45.36,0.97,0.60,7.827,10.840,"2,245",40.09%,50.01%  (  +3.95%),86.15%,"61,434",7,4,4,60
MA,USA,540.61,2025-05-07,47.36,10.57,17.50,3.350,0.000,"18,141",20.53%,24.39%  (  +4.02%),72.67%,"110,235",9,5,5,80
DLR,USA,142.10,2025-05-01,35.30,5.00,8.61,4.447,0.000,"3,096",35.16%,37.05%  (  +4.93%),83.05%,"62,386",9,4,5,92
SGI,USA,58.34,2025-05-06,48.56,2.05,2.47,2.957,0.000,"1,470",34.35%,36.96%  (  +2.16%),50.93%,"10,923",10,5,5,75
EXLS,USA,46.80,2025-05-01,45.85,1.16,4.13,7.164,0.000,11,25.57%,38.71%  (  +8.42%),47.26%,"2,243",10,5,5,85
FSLR,USA,127.32,2025-05-07,37.79,6.59,3.24,7.950,0.000,"23,921",56.38%,59.40%  (  +4.17%),47.05%,"466,648",9,5,5,75
SM,USA,29.40,2025-05-01,38.83,1.32,1.25,8.246,0.000,490,50.83%,50.18%  (  +3.89%),64.65%,"22,751",8,4,4,85
DXCM,USA,67.74,2025-04-24,31.58,2.80,6.56,10.100,9.809,"4,404",46.12%,49.39%  (  +6.46%),43.46%,"117,646",8,5,5,80
SPGI,USA,502.51,2025-04-24,47.50,9.63,11.10,4.047,5.045,"1,037",19.74%,23.24%  (  +2.03%),67.72%,"29,945",8,5,5,80
FTV,USA,72.63,2025-04-23,34.75,1.54,3.97,6.067,8.020,108,21.24%,26.94%  (  +3.52%),49.50%,"1,427",5,4,4,85
AAPL,USA,217.90,2025-05-01,41.50,5.88,8.27,3.991,5.932,"990,187",27.00%,29.22%  (  +3.71%),62.33%,"4,564,075",6,4,4,87
KLAC,USA,673.60,2025-04-24,39.97,24.78,8.26,6.933,12.347,778,38.56%,43.55%  (  +4.65%),49.51%,"18,887",7,4,4,82
EBC,USA,16.32,2025-04-24,41.27,0.44,3.26,8.736,10.267,23,29.36%,35.26%  (  -4.83%),38.32%,"1,904",7,4,4,80
SSNC,USA,81.98,2025-04-24,42.72,1.68,3.44,5.817,8.508,2,19.77%,26.80%  (  +3.67%),77.37%,"7,064",7,5,5,78
AAL,USA,10.70,2025-04-24,28.99,0.55,0.13,7.441,13.458,"112,028",49.77%,60.56%  (  +4.99%),97.82%,"2,872,538",6,4,4,70
STM,USA,22.15,2025-04-24,35.10,0.88,1.49,9.184,14.447,"8,543",54.04%,49.14%  (  +4.59%),83.92%,"155,770",5,4,4,62
APD,USA,292.27,2025-04-29,38.49,5.89,5.40,6.562,0.000,261,20.80%,26.53%  (  +2.14%),49.53%,"25,658",5,4,4,72
ASX,USA,8.80,2025-04-24,30.80,0.31,1.03,8.103,16.255,190,41.92%,64.19%  (  +15.72%),47.70%,"2,864",5,4,4,75
CARR,USA,63.33,2025-04-24,40.32,1.84,2.28,7.384,10.145,"3,553",32.25%,33.85%  (  +3.02%),57.28%,"62,789",7,4,4,78
MBLY,USA,15.11,2025-04-24,46.84,1.00,7.42,14.445,14.449,"9,915",59.86%,67.93%  (  -1.36%),39.55%,"331,506",5,4,4,70
AVTR,USA,16.18,2025-04-25,40.23,0.59,1.62,8.377,13.131,93,43.79%,43.63%  (  +1.72%),51.93%,"34,679",8,5,5,72
LYB,Netherlands,69.82,2025-04-25,35.94,1.79,0.56,5.177,8.558,"3,661",28.27%,28.87%  (  +2.27%),91.13%,"70,121",8,4,4,68
GNTX,USA,23.40,2025-04-25,38.25,0.60,2.30,6.289,10.816,193,26.91%,29.84%  (  +0.76%),42.05%,"3,912",6,4,4,55
ABBV,USA,205.29,2025-04-25,49.78,4.66,6.45,4.162,6.722,"34,877",19.68%,27.22%  (  +2.69%),77.61%,"375,459",10,5,4,85
ARES,USA,144.90,2025-05-01,37.11,6.31,10.84,6.110,0.000,226,46.55%,40.49%  (  +1.29%),66.97%,"20,119",4,4,4,80
NVT,Ireland,52.91,2025-05-02,33.62,2.30,2.65,9.189,0.000,640,40.29%,46.47%  (  +2.60%),63.28%,"30,916",7,5,5,80
PSX,USA,121.76,2025-04-25,42.48,3.55,0.35,3.081,7.653,"3,020",28.37%,30.97%  (  +2.75%),59.61%,"65,003",7,4,4,75
NUE,USA,121.95,2025-04-28,38.22,4.58,0.92,5.085,0.000,"11,051",38.59%,39.41%  (  +4.11%),66.46%,"147,279",8,4,4,80
NXPI,Netherlands,189.99,2025-05-05,34.58,8.19,3.82,6.447,0.000,"2,530",47.01%,43.68%  (  +5.18%),77.79%,"42,466",4,5,5,60
AXTA,Bermuda,32.86,2025-05-07,36.61,0.93,1.36,6.128,0.000,760,28.24%,30.94%  (  +3.44%),57.50%,"2,755",7,4,5,90
CDNS,USA,256.69,2025-04-28,46.37,8.43,15.16,8.015,0.000,"1,078",39.85%,38.15%  (  +4.16%),53.49%,"43,334",8,5,5,78
AGNC,USA,9.52,2025-04-28,28.96,0.19,1.79,4.125,0.000,"98,133",17.99%,23.85%  (  +3.01%),44.57%,"702,253",6,4,4,70
CCK,USA,88.20,2025-05-05,48.39,2.06,0.87,6.707,0.000,67,24.30%,28.87%  (  +2.06%),59.49%,"8,214",10,5,5,78
AZN,USA,73.79,2025-04-24,45.57,1.26,4.23,4.852,4.826,"4,157",18.17%,25.18%  (  +3.27%),49.54%,"189,705",9,5,4,80
GM,USA,46.68,2025-04-29,42.52,2.01,0.25,5.704,8.338,"126,526",44.54%,42.06%  (  +5.17%),77.46%,"850,227",5,4,4,82
ECL,USA,249.51,2025-04-29,38.24,4.33,4.50,6.662,0.000,67,13.77%,21.03%  (  +0.87%),52.91%,"9,859",5,4,5,82
SPOT,Luxembourg,561.16,2025-04-29,46.31,29.08,6.65,10.172,10.643,"12,370",56.94%,55.05%  (  +7.40%),86.22%,"123,407",10,4,4,88
PFE,USA,25.21,2025-05-07,39.40,0.51,2.25,4.412,0.000,"182,046",18.13%,26.29%  (  +0.74%),55.91%,"3,148,558",7,4,4,80
XYL,USA,119.44,2025-04-29,39.04,2.62,3.39,5.941,0.000,29,21.77%,27.30%  (  +2.00%),66.87%,"5,522",6,5,5,80
GLW,USA,45.86,2025-04-29,39.44,1.48,3.00,5.648,0.000,"15,880",30.31%,36.03%  (  +6.07%),82.03%,"293,506",8,4,5,85
KRG,USA,22.27,2025-04-29,47.26,0.54,5.77,8.577,0.000,1,25.88%,34.73%  (  -0.28%),41.58%,311,9,4,4,70
CZR,USA,25.67,2025-04-29,30.30,1.33,0.48,6.864,0.000,"48,629",45.04%,56.98%  (  +2.74%),66.35%,"235,977",7,5,5,60
TENB,USA,34.94,2025-05-07,34.09,1.09,4.67,10.853,0.000,16,25.31%,41.66%  (  -5.13%),48.76%,"1,772",5,4,4,80
HAL,USA,25.07,2025-04-22,45.82,0.71,0.95,3.893,7.519,"20,953",28.72%,34.14%  (  +0.58%),58.00%,"430,946",7,5,5,75
UPS,USA,109.66,2025-04-29,33.62,2.56,1.02,6.095,5.224,"46,350",24.19%,30.89%  (  +6.17%),61.70%,"352,486",7,4,4,80
ENTG,USA,88.74,2025-05-07,34.54,4.06,4.14,10.167,0.000,750,44.13%,48.56%  (  +6.83%),65.57%,"7,870",6,5,5,78
TER,USA,82.78,2025-04-23,28.92,4.13,4.75,10.612,14.074,"1,103",65.03%,47.22%  (  +4.19%),65.97%,"69,793",9,4,5,75
ARCC,USA,22.11,2025-05-07,46.56,0.38,5.04,3.512,0.000,"1,475",18.91%,17.76%  (  +1.63%),44.92%,"116,997",10,5,5,78
WBS,USA,51.03,2025-04-22,41.26,1.55,2.09,6.526,11.268,665,34.32%,38.37%  (  +1.02%),65.83%,"8,410",4,5,5,75
MMM,USA,144.84,2025-04-29,41.94,3.71,2.94,6.421,0.000,"16,607",28.94%,32.43%  (  +1.66%),66.31%,"213,673",8,4,4,75
SHW,USA,339.75,2025-04-22,42.50,7.75,3.70,6.201,8.050,227,20.86%,26.48%  (  +2.16%),69.00%,"18,749",4,4,4,78
ST,UK,24.75,2025-05-05,31.90,1.05,0.94,8.637,0.000,"1,529",37.20%,41.64%  (  +4.89%),74.20%,"8,810",8,4,4,62
FI,USA,216.13,2025-04-22,43.69,4.89,5.93,4.678,6.640,"8,347",26.34%,30.23%  (  +3.64%),81.81%,"35,652",7,5,5,85
MTDR,USA,50.51,2025-04-22,46.22,1.84,1.82,7.482,11.829,473,44.47%,39.95%  (  +2.93%),61.69%,"60,087",9,5,5,85
TRU,USA,82.25,2025-04-24,38.93,2.92,3.84,9.198,12.401,17,38.47%,40.55%  (  +2.56%),69.05%,"9,264",9,4,4,82
NEE,USA,70.45,2025-04-22,48.14,1.72,5.94,3.951,6.685,"15,136",27.16%,30.42%  (  +2.39%),54.75%,"484,788",8,4,4,85
WBD,USA,10.37,2025-05-08,45.45,0.47,0.65,10.089,0.000,"27,927",50.68%,47.31%  (  +5.89%),30.02%,"861,890",9,4,4,75
ONB,USA,21.03,2025-04-22,40.27,0.57,2.27,7.597,14.603,53,32.45%,37.18%  (  -6.35%),47.27%,"5,133",8,5,5,80
GOOG,USA,156.06,2025-04-24,32.84,5.05,5.41,6.490,7.818,"269,831",31.56%,37.19%  (  +5.24%),89.08%,"1,300,774",4,5,5,85
MSFT,USA,378.80,2025-04-24,37.55,8.48,10.76,4.911,5.788,"399,683",23.20%,28.78%  (  +3.90%),67.44%,"2,013,068",10,5,5,85
GOOGL,USA,154.33,2025-04-24,32.77,5.01,5.41,6.498,7.808,"577,443",31.18%,38.22%  (  +6.49%),93.08%,"2,800,749",8,4,4,85
GEHC,USA,80.01,2025-04-29,33.71,1.99,1.86,6.499,0.000,"1,343",17.91%,28.05%  (  +0.40%),38.99%,"93,780",8,5,5,77
SYF,USA,52.43,2025-04-23,35.20,2.01,0.98,6.952,11.921,"5,228",35.41%,40.60%  (  +3.80%),62.12%,"51,253",9,4,5,65
MGM,USA,30.36,2025-04-30,37.26,1.16,0.50,6.554,0.000,"14,609",38.53%,43.29%  (  +7.21%),68.00%,"196,906",9,5,5,85
HST,USA,14.27,2025-04-30,32.61,0.43,1.76,5.090,0.000,385,30.90%,27.17%  (  +0.87%),46.82%,"44,206",9,4,4,79
ATI,USA,50.96,2025-04-29,38.17,2.08,1.66,9.845,0.000,413,39.33%,42.49%  (  +3.18%),50.17%,"9,703",9,5,5,85
IP,USA,53.21,2025-04-24,49.03,1.73,1.50,4.634,6.860,"7,017",38.69%,31.21%  (  +1.92%),40.54%,"89,946",10,4,4,75
CIVI,USA,35.02,2025-05-01,39.95,1.71,0.63,6.953,0.000,"1,464",76.47%,49.62%  (  +2.91%),65.30%,"28,210",7,4,4,75
TECH,USA,58.73,2025-05-07,36.56,2.26,7.76,9.431,0.000,26,35.57%,43.05%  (  +1.76%),60.78%,"1,291",8,4,4,88
Z,USA,68.74,2025-05-07,38.25,2.91,7.42,10.019,0.000,"4,326",38.42%,40.47%  (  +2.96%),14.81%,"126,576",4,4,4,75
MET,USA,79.23,2025-05-07,40.46,2.10,0.76,3.572,0.000,"3,394",31.02%,27.94%  (  +4.58%),66.30%,"152,983",9,5,5,85
TTEK,USA,29.15,2025-05-07,40.19,0.81,1.45,5.389,0.000,43,27.69%,42.21%  (  +4.27%),87.01%,"21,834",8,4,4,90
