SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
ASML,USA,872.27,2025-10-15,73.54,19.05,19.30%,9.81,5.966,9.634,"18,848",30.03%,42.51%  (  +1.98%),33.66%,"198,336",10,4,5,82,Semiconductor Equipment & Materials,
MS,USA,157.41,2025-10-15,71.46,2.74,19.74%,2.30,3.773,6.539,"15,299",17.55%,28.55%  (  +0.05%),17.31%,"525,695",8,4,4,85,Capital Markets,"GS, 0.96(6M)"
BAC,USA,51.40,2025-10-15,67.15,0.84,14.45%,1.92,3.906,6.402,"205,917",18.29%,27.40%  (  -0.09%),20.16%,"2,798,427",7,5,5,80,Banks - Diversified,
SYF,USA,74.82,2025-10-15,53.21,1.79,18.04%,1.43,8.318,8.180,656,22.13%,37.44%  (  -0.03%),20.06%,"52,303",7,5,5,77,Credit Services,
SNV,USA,51.42,2025-10-15,53.31,1.30,2.73%,1.96,4.543,9.615,"3,433",23.13%,40.13%  (  +4.91%),28.55%,"27,993",10,4,4,85,Banks - Regional,
SLG,USA,61.72,2025-10-15,55.26,2.04,0.92%,4.79,6.009,8.225,"4,305",38.99%,37.94%  (  +1.01%),21.09%,"54,579",5,4,4,78,REIT - Office,
KMI,USA,27.57,2025-10-15,58.87,0.48,0.46%,3.85,3.583,5.318,"5,866",19.35%,23.00%  (  -0.57%),15.22%,"462,788",8,4,4,85,Oil & Gas Midstream,
CCI,USA,94.80,2025-10-15,38.35,2.18,-3.96%,7.61,5.056,5.940,"2,867",18.74%,25.63%  (  -0.39%),19.88%,"65,585",6,5,4,70,REIT - Specialty,
AA,USA,32.86,2025-10-15,58.34,1.20,2.52%,0.65,6.367,12.509,"12,323",40.93%,51.39%  (  -0.23%),19.92%,"335,032",4,4,4,65,Aluminum,
ABT,USA,134.17,2025-10-15,57.17,2.42,4.65%,5.42,3.642,5.711,"5,380",17.34%,24.77%  (  +0.26%),37.87%,"203,983",9,5,5,85,Medical Devices,
PPG,USA,108.10,2025-10-15,42.53,2.32,-4.36%,1.51,3.792,5.377,539,20.86%,24.04%  (  -0.45%),24.47%,"26,901",9,4,4,75,Specialty Chemicals,
CSX,USA,32.77,2025-10-15,43.83,0.71,2.02%,4.32,3.824,6.223,"26,914",23.79%,25.65%  (  +0.59%),26.90%,"525,022",9,4,4,68,Railroads,
FNB,USA,16.25,2025-10-15,52.02,0.34,10.04%,2.22,7.044,10.234,"1,256",23.01%,60.41%  (  +16.29%),51.46%,"11,042",7,5,5,80,Banks - Regional,
BKR,USA,46.48,2025-10-15,59.93,1.04,11.22%,1.66,7.723,0.000,"1,071",20.72%,28.24%  (  -0.43%),9.49%,"119,426",10,5,5,85,Oil & Gas Equipment & Services,
KNX,USA,41.72,2025-10-15,43.80,1.36,-11.34%,0.91,8.850,0.000,743,35.41%,40.24%  (  +0.96%),40.88%,"53,636",6,4,4,78,Trucking,
LRCX,USA,121.90,2025-10-15,78.10,3.25,43.58%,8.34,6.439,0.000,"29,650",40.11%,41.44%  (  +1.70%),20.23%,"605,145",10,5,5,85,Semiconductor Equipment & Materials,
EFX,USA,262.33,2025-10-15,60.43,7.35,3.60%,5.56,8.273,7.843,576,34.95%,34.33%  (  +0.11%),32.61%,"8,035",5,5,5,80,Consulting Services,
LVS,USA,52.71,2025-10-15,44.03,1.17,15.05%,3.12,5.661,0.000,"12,053",22.34%,31.18%  (  -2.50%),9.19%,"331,203",4,4,4,80,Resorts & Casinos,
NDAQ,USA,93.10,2025-10-15,45.07,1.39,11.90%,6.59,5.820,0.000,"1,572",12.07%,22.49%  (  +1.01%),13.80%,"40,147",7,5,5,88,Financial Data & Stock Exchanges,
ELV,USA,308.48,2025-10-15,48.71,9.00,-17.58%,0.37,8.071,10.012,"3,694",29.65%,43.00%  (  +2.06%),84.68%,"75,890",6,4,4,60,Healthcare Plans,
CFG,USA,52.27,2025-10-16,63.79,0.99,17.92%,1.87,4.259,6.834,"1,052",20.82%,29.08%  (  +0.27%),14.23%,"52,883",8,4,4,80,Banks - Regional,
BK,USA,107.01,2025-10-16,63.68,1.85,21.10%,1.87,4.539,7.021,"1,984",15.69%,29.16%  (  +0.54%),29.89%,"91,039",7,4,4,88,Banks - Diversified,"STT, 0.83(6M)"
KEY,USA,18.71,2025-10-16,49.25,0.39,9.77%,2.19,4.056,6.868,"5,181",21.70%,29.80%  (  +0.13%),15.31%,"213,140",5,4,4,85,Banks - Regional,
USB,USA,49.61,2025-10-16,63.06,0.91,8.83%,1.83,3.787,6.329,"23,449",20.72%,26.70%  (  -0.51%),17.39%,"257,210",7,4,4,85,Banks - Regional,
WAL,USA,88.86,2025-10-16,56.88,2.47,9.99%,1.93,8.381,8.949,"4,680",32.59%,37.39%  (  -0.34%),11.70%,"31,652",4,5,5,85,Banks - Regional,
UNP,USA,217.17,2025-10-16,42.90,3.79,-5.41%,5.28,3.183,0.000,"5,590",14.48%,20.72%  (  -0.61%),15.30%,"157,572",9,4,4,88,Railroads,"NSC, 0.89(6M)"
THC,USA,183.47,2025-10-16,50.66,5.29,22.65%,0.78,10.841,0.000,816,26.19%,34.28%  (  -3.21%),14.46%,"47,549",9,5,5,85,Medical Care Facilities,
TSM,USA,262.79,2025-10-16,70.68,5.84,28.58%,12.84,3.853,8.389,"63,082",28.21%,36.03%  (  -0.27%),15.32%,"1,761,658",10,5,5,88,Semiconductors,
BX,USA,183.62,2025-10-16,67.39,4.17,15.64%,17.40,3.895,7.622,"31,612",24.06%,30.82%  (  -0.59%),13.91%,"349,527",8,4,4,85,Asset Management,
TSCO,USA,59.10,2025-10-16,45.21,1.22,7.63%,2.07,4.782,0.000,"2,750",18.51%,26.07%  (  -1.84%),19.48%,"70,135",6,4,4,85,Specialty Retail,
ISRG,USA,433.66,2025-10-16,32.90,11.68,-17.16%,17.00,6.488,7.128,"12,046",29.02%,30.62%  (  -0.70%),26.99%,"98,437",10,4,5,80,Medical Instruments & Supplies,
FCX,USA,45.09,2025-10-16,53.94,1.37,12.87%,2.53,3.387,0.000,"30,723",29.93%,36.04%  (  -0.86%),13.18%,"1,059,712",8,4,4,90,Copper,
STT,USA,111.70,2025-10-17,48.67,2.04,12.56%,1.47,5.234,6.894,"1,019",17.95%,32.37%  (  +1.00%),26.24%,"112,259",4,4,4,85,Asset Management,"BK, 0.83(6M)"
HBAN,USA,17.54,2025-10-17,54.95,0.35,8.60%,2.13,3.937,6.396,"1,913",19.82%,28.88%  (  +1.00%),20.93%,"98,284",10,5,4,85,Banks - Regional,
ALLY,USA,43.95,2025-10-17,79.75,0.87,18.73%,0.87,6.507,8.597,"8,003",20.87%,36.74%  (  -0.54%),22.39%,"123,198",6,4,4,80,Credit Services,
RF,USA,26.93,2025-10-17,55.96,0.55,14.41%,2.53,4.237,9.229,"1,242",20.96%,29.33%  (  -1.40%),19.30%,"99,939",10,4,4,85,Banks - Regional,
TFC,USA,45.38,2025-10-17,51.25,0.86,5.37%,1.92,3.229,6.591,"4,963",19.69%,27.17%  (  -0.94%),19.86%,"207,758",8,4,4,75,Banks - Regional,
FITB,USA,45.91,2025-10-17,63.10,0.81,10.79%,2.24,4.300,6.273,906,19.26%,27.33%  (  -0.57%),17.12%,"78,392",9,4,4,85,Banks - Regional,
HCA,USA,399.39,2025-10-17,50.51,10.30,14.27%,1.29,9.007,0.000,834,22.36%,23.55%  (  -2.80%),10.57%,"44,918",4,4,4,85,Medical Care Facilities,
SLB,,34.79,2025-10-17,47.24,1.01,-6.56%,1.46,3.469,9.139,"33,079",26.46%,36.57%  (  +0.24%),30.92%,"778,554",9,5,5,70,Oil & Gas Equipment & Services,
STLD,USA,136.85,2025-10-20,58.63,4.06,6.88%,1.17,7.299,7.983,832,32.83%,33.31%  (  -0.06%),8.54%,"39,869",6,5,5,80,Steel,
SCHW,USA,92.09,2025-10-20,41.95,1.96,8.79%,6.27,5.246,0.000,"18,663",25.04%,30.50%  (  -0.56%),27.88%,"497,320",6,5,5,85,Capital Markets,"AMTD, 0.84(6M)"
PHM,USA,134.10,2025-10-21,55.57,3.98,20.50%,1.50,5.338,0.000,"2,187",31.14%,32.90%  (  -0.92%),13.26%,"45,650",7,4,4,70,Residential Construction,
GE,USA,289.50,2025-10-21,65.96,6.18,31.14%,7.38,5.795,0.000,"13,102",21.11%,28.97%  (  +0.11%),14.30%,"266,608",8,5,5,90,Aerospace & Defense,"MMM, 0.8(6M)"
VZ,USA,44.21,2025-10-21,54.90,0.65,3.80%,1.36,4.156,0.000,"90,189",14.25%,19.24%  (  -0.77%),17.41%,"1,068,351",8,4,4,90,Telecom Services,"T, 0.88(6M)"
GM,USA,58.73,2025-10-21,61.78,1.16,15.80%,0.30,6.126,0.000,"19,703",16.58%,28.15%  (  -0.15%),6.04%,"521,019",7,4,5,76,Auto Manufacturers,"TSLA, 0.83(6M)"
PM,USA,166.30,2025-10-21,50.38,3.68,6.07%,6.65,4.608,0.000,"8,661",21.79%,24.79%  (  -1.02%),28.38%,"241,668",8,5,5,85,Tobacco,
NFLX,USA,1228.50,2025-10-21,52.13,28.26,14.11%,12.59,7.632,6.688,"124,506",23.77%,26.96%  (  -1.69%),11.27%,"593,461",7,4,4,90,Entertainment,
PLD,USA,113.89,2025-10-21,57.41,2.38,3.62%,12.65,4.465,6.171,"3,068",24.77%,27.22%  (  -0.11%),14.60%,"71,512",4,4,4,88,REIT - Industrial,
ACI,USA,18.39,2025-10-21,34.46,0.34,-10.90%,0.13,5.341,0.000,"1,144",18.27%,29.05%  (  +0.08%),12.52%,"85,310",4,4,4,60,Grocery Stores,
UAL,USA,105.51,2025-10-21,57.96,3.40,19.10%,0.59,8.326,0.000,"15,053",37.89%,50.37%  (  -0.29%),18.14%,"591,273",4,5,5,88,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
IBKR,USA,62.34,2025-10-21,48.62,1.78,20.00%,2.84,6.111,0.000,"8,171",33.26%,39.48%  (  +0.26%),24.87%,"295,305",10,5,5,88,Capital Markets,
T,USA,29.54,2025-10-22,58.05,0.49,11.27%,1.70,4.669,0.000,"31,314",17.07%,21.64%  (  -0.88%),19.92%,"1,159,353",10,5,5,85,Telecom Services,"VZ, 0.88(6M)"
BSX,USA,98.50,2025-10-22,28.50,2.05,-2.16%,7.89,5.507,0.000,"37,397",17.63%,29.97%  (  +2.01%),36.84%,"239,867",9,5,5,90,Medical Devices,
APH,USA,118.41,2025-10-22,66.77,2.72,41.43%,7.68,8.704,0.000,"7,672",24.53%,29.92%  (  -2.59%),24.54%,"115,740",6,5,5,92,Electronic Components,
GEV,USA,614.79,2025-10-22,50.46,24.22,40.25%,4.57,6.790,0.000,"12,214",38.82%,45.35%  (  -0.98%),8.64%,"184,032",6,4,4,85,Specialty Industrial Machinery,
IBM,USA,259.08,2025-10-22,60.26,4.89,3.29%,3.77,6.428,0.000,"24,664",21.01%,25.51%  (  -0.09%),19.58%,"396,768",7,4,4,85,Information Technology Services,"ORCL, 0.8(6M)"
SAP,USA,261.42,2025-10-22,40.70,5.27,-5.69%,7.80,11.980,0.000,"5,595",25.11%,27.01%  (  -1.19%),18.48%,"42,312",8,4,5,88,Software - Application,
NLY,USA,21.90,2025-10-22,61.30,0.30,9.54%,2.17,2.404,0.000,"30,454",15.55%,25.29%  (  -2.60%),24.65%,"191,624",8,5,4,75,REIT - Mortgage,
META,USA,775.72,2025-10-22,60.17,15.94,17.74%,10.90,7.974,6.054,"301,316",20.47%,28.91%  (  -0.62%),8.70%,"2,125,666",10,5,5,90,Internet Content & Information,
UPWK,USA,18.14,2025-10-22,77.98,0.59,22.09%,3.11,14.861,0.000,"12,082",47.82%,39.43%  (  -2.79%),6.32%,"55,056",8,4,4,88,Internet Content & Information,
STX,Ireland,213.36,2025-10-22,86.58,6.47,84.26%,4.99,7.219,0.000,"8,310",33.14%,43.53%  (  -1.14%),30.37%,"183,591",9,4,4,85,Computer Hardware,
AR,USA,32.26,2025-10-22,47.85,0.99,-10.70%,2.04,5.575,0.000,"3,695",26.30%,39.84%  (  -0.48%),12.84%,"191,134",9,4,5,80,Oil & Gas E&P,
VKTX,USA,23.09,2025-10-22,32.25,1.68,-26.39%,-,11.017,0.000,"15,293",167.44%,61.16%  (  -0.78%),2.80%,"292,647",6,5,5,72,Biotechnology,
GD,USA,325.28,2025-10-22,60.26,3.78,16.03%,1.74,3.744,0.000,625,10.11%,15.15%  (  -1.76%),5.56%,"37,241",8,4,4,88,Aerospace & Defense,
HLT,USA,266.41,2025-10-22,42.77,5.18,5.68%,5.46,5.210,0.000,"4,683",20.97%,24.18%  (  +0.46%),13.32%,"88,468",9,4,4,80,Lodging,"MAR, 0.9(6M)"
FBIN,USA,56.91,2025-10-22,44.69,1.81,-5.98%,1.52,6.925,0.000,791,39.78%,37.23%  (  +1.73%),35.04%,"4,706",6,4,4,70,Building Products & Equipment,
CLF,USA,11.29,2025-10-22,56.19,0.53,19.83%,0.30,9.153,0.000,"28,188",44.66%,60.27%  (  -0.42%),26.18%,"916,258",6,4,4,85,Steel,
SLM,USA,28.12,2025-10-22,31.48,0.88,-6.58%,1.99,8.434,0.000,"3,085",34.26%,33.50%  (  -0.58%),24.33%,"56,501",8,5,5,70,Credit Services,
FLG,USA,12.08,2025-10-22,42.63,0.35,6.02%,0.89,8.262,0.000,"39,081",27.49%,34.78%  (  -1.71%),12.24%,"540,399",5,4,4,60,Banks - Regional,
BIIB,USA,144.87,2025-10-22,60.19,4.36,6.36%,2.21,5.441,0.000,"2,001",33.15%,32.82%  (  +0.48%),21.63%,"64,847",5,4,4,90,Drug Manufacturers - General,
TMO,USA,472.64,2025-10-22,46.13,12.26,-1.62%,4.13,4.518,0.000,"4,657",26.66%,29.51%  (  -0.53%),26.37%,"99,195",9,5,5,85,Diagnostics & Research,
ORLY,USA,104.55,2025-10-22,53.04,1.78,14.53%,5.18,6.576,0.000,"2,570",16.58%,23.15%  (  +0.06%),17.23%,"92,409",4,5,5,75,Auto Parts,
BMRN,USA,54.37,2025-10-22,40.90,1.58,-12.16%,3.43,7.125,0.000,"2,383",27.93%,37.10%  (  +0.23%),38.11%,"40,370",5,5,5,88,Biotechnology,
NEE,USA,70.31,2025-10-22,40.56,1.50,-1.34%,5.77,4.106,0.000,"37,317",21.45%,25.26%  (  -1.47%),12.51%,"662,651",7,4,4,85,Utilities - Regulated Electric,"D, 0.85(6M)"
CC,USA,17.17,2025-10-22,68.51,0.77,17.59%,0.44,11.179,0.000,"23,822",65.41%,53.50%  (  -2.52%),20.20%,"74,452",10,5,4,60,Specialty Chemicals,
BA,USA,214.63,2025-10-22,32.67,5.14,11.67%,2.15,5.230,0.000,"76,888",23.92%,29.72%  (  -0.17%),7.72%,"1,133,296",9,5,5,80,Aerospace & Defense,"EADSY, 0.8(6M)"
WM,USA,215.66,2025-10-22,35.80,3.34,-4.23%,3.63,4.983,0.000,"4,019",15.84%,19.11%  (  -0.61%),22.74%,"51,119",7,4,4,75,Waste Management,
VICI,USA,32.60,2025-10-22,39.51,0.42,2.76%,8.85,3.793,0.000,"6,836",11.79%,16.23%  (  -0.89%),5.19%,"55,474",10,5,5,88,REIT - Diversified,
VRT,USA,136.83,2025-10-22,57.54,6.02,21.69%,5.75,10.407,0.000,"36,542",43.45%,51.95%  (  +0.09%),8.80%,"645,085",7,5,5,88,Electrical Equipment & Parts,
ALKS,Ireland,27.87,2025-10-22,48.33,1.08,-7.79%,3.06,9.944,0.000,665,38.39%,39.04%  (  -8.70%),16.75%,"33,409",8,4,4,88,Drug Manufacturers - Specialty & Generic,
KO,USA,67.04,2025-10-22,39.20,0.88,-1.98%,6.13,2.875,0.000,"53,112",12.79%,17.14%  (  -0.90%),16.88%,"727,089",10,5,5,75,Beverages - Non-Alcoholic,"PEP, 0.89(6M)"
EQT,USA,49.99,2025-10-22,39.81,1.50,-3.35%,4.28,5.032,0.000,"6,920",22.54%,37.09%  (  -0.11%),22.20%,"350,959",9,4,4,85,Oil & Gas E&P,
NXT,USA,68.71,2025-10-22,57.41,3.01,36.15%,3.28,14.915,0.000,"6,724",62.83%,48.75%  (  +0.30%),10.92%,"165,064",6,4,5,85,Solar,
VLO,USA,163.67,2025-10-23,74.33,4.07,22.85%,0.41,3.385,0.000,"4,626",21.57%,29.10%  (  -0.42%),6.29%,"164,952",9,4,4,78,Oil & Gas Refining & Marketing,
TMUS,USA,239.45,2025-10-23,39.30,4.70,-1.44%,3.21,4.594,0.000,"4,445",18.76%,22.30%  (  -0.80%),17.75%,"139,605",5,4,4,90,Telecom Services,
NOK,USA,4.70,2025-10-23,65.48,0.09,-2.11%,1.21,6.848,0.000,"28,869",23.12%,28.07%  (  -4.16%),3.02%,"300,144",6,5,5,65,Communication Equipment,
VLY,USA,10.72,2025-10-23,65.55,0.25,14.29%,1.71,8.572,0.000,"1,485",26.58%,29.93%  (  -6.98%),6.70%,"108,756",6,4,5,80,Banks - Regional,
NEM,USA,78.69,2025-10-23,73.88,1.82,48.84%,4.22,5.503,0.000,"18,327",18.64%,33.45%  (  -0.87%),18.84%,"868,818",7,4,4,80,Gold,
BTU,USA,21.27,2025-10-23,75.07,0.82,32.61%,0.64,7.444,0.000,"33,956",50.76%,51.23%  (  -1.00%),30.32%,"297,781",10,4,5,75,Thermal Coal,
CARR,USA,60.72,2025-10-23,33.27,1.84,-11.08%,2.30,7.035,0.000,"1,073",27.90%,31.87%  (  +0.37%),23.98%,"160,015",5,4,4,85,Building Products & Equipment,
STM,USA,27.19,2025-10-23,54.34,0.74,5.86%,2.04,10.217,0.000,"6,442",33.39%,40.13%  (  -1.65%),9.98%,"127,625",4,4,4,70,Semiconductors,
ARES,USA,178.89,2025-10-23,47.19,4.43,4.44%,11.15,6.666,0.000,725,25.00%,31.88%  (  -0.49%),16.80%,"36,006",4,5,5,85,Asset Management,
CMCSA,USA,32.43,2025-10-23,36.95,0.70,-8.49%,0.96,5.306,0.000,"29,308",17.47%,26.53%  (  -0.27%),26.77%,"779,096",8,4,4,75,Telecom Services,
WY,USA,24.49,2025-10-23,40.43,0.65,-11.10%,2.51,5.667,0.000,"4,060",30.00%,29.54%  (  -1.07%),31.88%,"39,604",8,5,5,65,REIT - Specialty,
INSM,USA,144.78,2025-10-23,71.06,3.96,64.97%,76.87,8.802,0.000,603,35.33%,38.51%  (  -1.48%),8.64%,"106,367",8,5,5,90,Biotechnology,
AMZN,USA,231.62,2025-10-23,52.82,4.99,8.02%,3.69,6.285,0.000,"578,573",26.59%,26.49%  (  -0.13%),8.75%,"4,129,023",10,5,5,88,Internet Retail,"EBAY, 0.82(6M)
GOOGL, 0.89(6M)"
RSG,USA,226.27,2025-10-23,37.68,3.37,-2.79%,4.32,4.595,0.000,"2,212",13.08%,17.88%  (  -0.33%),18.42%,"11,281",5,4,4,78,Waste Management,
WDC,USA,100.94,2025-10-23,81.26,2.85,80.51%,2.64,6.497,0.000,"22,654",30.10%,43.59%  (  -3.67%),37.32%,"483,456",8,5,5,85,Computer Hardware,
GILD,USA,112.26,2025-10-23,44.36,2.52,6.02%,4.84,4.805,0.000,"5,934",29.50%,26.08%  (  -1.15%),25.40%,"210,606",8,5,5,85,Drug Manufacturers - General,
DXCM,USA,76.44,2025-10-23,44.17,2.39,-4.53%,6.97,10.703,0.000,"34,761",36.99%,44.65%  (  +10.03%),33.36%,"157,355",6,5,5,85,Medical Devices,
BG,Switzerland,80.41,2025-10-23,45.13,2.46,2.54%,0.32,6.492,0.000,"1,179",32.70%,30.85%  (  -1.00%),25.85%,"58,556",10,4,4,78,Farm Products,
DLR,USA,171.15,2025-10-23,53.38,3.64,2.04%,10.12,4.443,0.000,719,24.48%,26.69%  (  +0.53%),20.45%,"68,371",4,4,4,85,REIT - Specialty,
AJG,USA,292.66,2025-10-23,43.22,5.41,-6.59%,6.04,4.886,0.000,531,17.29%,25.83%  (  -0.96%),31.50%,"20,064",6,4,4,88,Insurance Brokers,
COF,USA,225.61,2025-10-23,57.47,5.05,15.35%,2.53,5.338,0.000,"5,812",25.09%,28.75%  (  -1.47%),9.50%,"168,865",9,5,5,65,Credit Services,"AXP, 0.82(6M)"
AEP,USA,107.52,2025-10-23,39.62,1.54,3.78%,2.75,3.957,0.000,"2,259",12.69%,17.64%  (  -1.07%),8.44%,"84,555",5,4,4,85,Utilities - Regulated Electric,"PPL, 0.82(6M)"
AMT,USA,197.22,2025-10-23,43.17,4.55,-4.36%,9.00,5.882,0.000,"2,059",19.25%,23.51%  (  -1.21%),17.89%,"61,963",9,5,5,80,REIT - Specialty,
MCD,USA,304.97,2025-10-23,43.82,4.22,0.66%,8.35,3.421,0.000,"12,976",14.16%,17.88%  (  -0.16%),12.55%,"232,496",7,4,4,80,Restaurants,"YUM, 0.83(6M)"
HON,USA,211.68,2025-10-23,38.58,3.27,-3.26%,3.36,4.169,0.000,"10,080",14.48%,19.82%  (  -0.79%),12.83%,"183,358",8,4,4,85,Conglomerates,"MMM, 0.84(6M)"
EMN,USA,65.99,2025-10-23,44.54,2.18,-20.79%,0.82,6.574,0.000,730,34.60%,36.12%  (  -0.41%),36.37%,"32,530",8,4,5,65,Specialty Chemicals,
KVUE,USA,18.34,2025-10-23,32.72,0.69,-16.78%,2.32,4.991,0.000,"79,027",37.24%,44.00%  (  +2.08%),67.64%,"1,647,153",8,4,4,50,Household & Personal Products,
DOC,USA,18.21,2025-10-23,58.35,0.31,-3.49%,4.62,6.319,0.000,"1,147",17.97%,24.39%  (  +0.09%),31.56%,"33,867",8,4,5,78,REIT - Healthcare Facilities,
SPGI,USA,544.10,2025-10-23,48.79,8.03,5.56%,11.30,3.919,0.000,508,12.93%,19.62%  (  +0.74%),12.70%,"30,237",10,5,5,85,Financial Data & Stock Exchanges,
LHX,USA,281.86,2025-10-23,62.45,4.17,20.24%,2.47,5.862,0.000,516,12.57%,20.73%  (  +1.10%),10.86%,"19,960",7,5,5,90,Aerospace & Defense,
HIG,USA,130.65,2025-10-23,49.36,1.89,7.86%,1.34,5.352,0.000,753,15.17%,20.29%  (  -0.48%),15.29%,"7,814",5,4,4,88,Insurance - Property & Casualty,
HAS,USA,73.92,2025-10-23,33.69,1.72,11.68%,2.44,9.403,0.000,"4,053",22.20%,27.15%  (  -0.15%),7.82%,"54,320",10,5,5,80,Leisure,
MA,USA,598.63,2025-10-23,60.81,9.34,8.15%,17.89,2.950,0.000,"10,502",15.21%,19.66%  (  -0.73%),14.37%,"156,208",9,5,5,85,Credit Services,"V, 0.92(6M)"
LIN,Ireland,479.86,2025-10-23,54.38,6.72,5.03%,6.77,4.226,0.000,513,12.28%,18.56%  (  -0.41%),14.34%,"32,909",5,5,5,82,Specialty Chemicals,
AAPL,USA,238.99,2025-10-23,62.35,4.55,7.85%,8.68,4.194,0.000,"654,821",27.61%,21.93%  (  -0.87%),12.12%,"5,748,461",7,4,4,88,Consumer Electronics,"MSFT, 0.85(6M)
NVDA, 0.88(6M)"
CBRE,USA,164.33,2025-10-23,58.35,3.05,19.29%,1.28,7.402,0.000,"1,323",19.53%,26.43%  (  -0.09%),12.08%,"9,895",4,4,4,85,Real Estate Services,
SNY,USA,46.97,2025-10-24,43.03,0.92,-7.80%,2.64,4.604,0.000,"2,265",34.67%,25.74%  (  -0.42%),24.26%,"70,117",5,5,4,88,Drug Manufacturers - General,
PSX,USA,133.14,2025-10-24,61.19,2.92,10.40%,0.41,3.234,0.000,"1,684",20.43%,27.93%  (  -0.99%),14.76%,"90,766",10,4,4,80,Oil & Gas Refining & Marketing,
ABBV,USA,220.81,2025-10-24,70.98,3.91,15.35%,6.69,4.455,0.000,"15,248",17.17%,21.86%  (  -0.34%),12.45%,"345,240",9,5,5,85,Drug Manufacturers - General,
CVX,USA,160.09,2025-10-24,59.66,2.69,6.33%,1.75,2.536,0.000,"20,476",17.62%,20.36%  (  -0.62%),11.35%,"725,567",9,4,5,85,Oil & Gas Integrated,"XOM, 0.88(6M)"
XOM,USA,115.29,2025-10-24,64.55,1.93,5.30%,1.50,2.403,0.000,"45,936",16.81%,20.40%  (  -0.99%),7.87%,"1,077,593",7,4,5,85,Oil & Gas Integrated,"CVX, 0.88(6M)"
KDP,USA,27.26,2025-10-27,27.50,0.73,-17.01%,2.35,5.316,0.000,"16,758",43.89%,27.02%  (  +1.45%),56.37%,"238,492",6,4,5,85,Beverages - Non-Alcoholic,
ARE,USA,85.14,2025-10-27,63.67,1.97,-1.02%,4.75,6.565,0.000,"1,321",29.19%,32.36%  (  -0.06%),33.08%,"41,369",7,4,4,70,REIT - Office,
NXPI,Netherlands,221.89,2025-10-27,46.23,6.61,4.96%,4.61,7.385,0.000,"1,229",32.80%,36.31%  (  -0.15%),12.66%,"44,242",8,5,5,78,Semiconductors,
FTAI,Cayman Islands,174.04,2025-10-27,78.28,5.63,40.03%,8.29,10.240,0.000,884,32.04%,45.54%  (  -0.59%),8.29%,"57,983",7,5,5,85,Rental & Leasing Services,
NUE,USA,142.80,2025-10-27,48.35,3.78,10.47%,1.06,5.141,0.000,"2,728",22.62%,32.23%  (  -0.65%),7.73%,"100,843",8,5,5,80,Steel,
AGNC,USA,10.21,2025-10-27,63.42,0.14,7.22%,4.96,3.868,0.000,"42,187",16.92%,21.73%  (  -1.84%),16.21%,"976,395",8,4,4,55,REIT - Mortgage,
CDNS,USA,347.27,2025-10-27,49.59,10.11,14.69%,18.59,8.068,0.000,"3,564",32.12%,31.38%  (  -0.04%),13.34%,"51,842",5,5,5,88,Software - Application,
