SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector
FUTU,USA,102.09,2025-05-27,59.11,5.42,16.72%,5.56,8.267,11.826,"5,116",79.19%,61.69%  (  -1.46%),32.35%,"147,025",6,5,5,88,Capital Markets
BBWI,USA,31.22,2025-05-29,54.59,1.44,-5.42%,0.91,10.687,12.011,"1,121",80.96%,58.38%  (  +2.16%),64.48%,"103,219",9,5,5,70,Specialty Retail
ROST,USA,142.24,2025-05-22,59.50,3.47,-1.10%,2.21,6.860,6.855,"2,480",30.90%,34.81%  (  +1.17%),67.26%,"49,253",7,4,5,72,Apparel Retail
GDS,USA,25.48,2025-05-20,50.88,1.82,12.12%,3.12,17.511,23.850,533,88.77%,88.00%  (  -0.38%),47.62%,"32,778",7,5,4,78,Information Technology Services
PONY,USA,17.56,2025-05-20,74.71,1.98,40.20%,62.93,0.000,46.688,"19,851",237.58%,174.03%  (  -4.51%),0.00%,"24,799",7,4,4,55,Information Technology Services
HD,USA,362.26,2025-05-20,52.24,8.18,-6.19%,2.26,4.271,5.426,"6,636",30.19%,30.39%  (  +0.11%),42.51%,"248,950",8,4,5,75,Home Improvement Retail
BILI,USA,17.50,2025-05-20,47.39,0.74,-5.67%,1.55,10.763,12.873,"3,179",60.47%,70.72%  (  -4.88%),26.84%,"373,044",8,5,5,85,Internet Content & Information
PANW,USA,185.96,2025-05-20,58.24,6.06,2.90%,14.37,9.089,8.768,"14,672",52.48%,44.51%  (  +0.50%),54.27%,"575,547",6,4,4,80,Software - Infrastructure
MNSO,USA,19.66,2025-05-13,61.95,0.88,2.38%,2.57,11.414,6.871,"2,035",72.00%,58.30%  (  -2.97%),28.37%,"17,038",7,4,4,85,Specialty Retail
MDT,Ireland,84.01,2025-05-21,47.49,1.82,-3.39%,3.25,3.863,4.939,"5,905",28.92%,26.19%  (  -2.10%),45.65%,"223,732",8,4,4,88,Medical Devices
TJX,USA,127.58,2025-05-21,54.44,2.59,6.33%,2.53,4.390,5.216,"20,356",25.87%,27.62%  (  +0.16%),49.59%,"193,615",7,5,5,85,Apparel Retail
BIDU,USA,86.85,2025-05-21,47.30,2.93,-2.53%,1.31,6.253,8.286,"18,155",46.86%,45.57%  (  -0.91%),42.41%,"469,675",7,4,4,75,Internet Content & Information
LOW,USA,221.66,2025-05-21,47.00,5.73,-11.20%,1.48,4.057,5.803,"1,577",32.98%,32.91%  (  +0.44%),43.78%,"115,095",5,4,4,80,Home Improvement Retail
XPEV,USA,19.51,2025-05-21,49.43,0.98,38.76%,2.67,11.191,12.686,"43,816",76.07%,73.51%  (  -1.63%),22.86%,"552,199",8,4,4,70,Auto Manufacturers
GLNG,Bermuda,37.92,2025-05-27,46.77,1.86,1.12%,15.24,9.336,12.797,"1,798",68.33%,47.45%  (  -0.05%),34.55%,"128,227",10,5,4,75,Oil & Gas Midstream
SNOW,USA,173.45,2025-05-21,67.59,6.71,19.04%,15.98,11.778,12.133,"23,088",63.94%,61.08%  (  -0.54%),57.10%,"533,171",5,5,5,75,Software - Application
ZM,USA,81.11,2025-05-21,69.80,2.02,8.46%,5.30,9.418,8.660,"4,403",39.61%,41.77%  (  +0.09%),45.39%,"260,012",7,4,4,75,Software - Application
RL,USA,248.46,2025-05-22,67.43,9.93,15.88%,2.21,8.856,12.114,"2,074",76.63%,44.51%  (  -1.23%),37.28%,"21,530",9,5,5,90,Apparel Manufacturing
BJ,USA,113.53,2025-05-22,45.84,3.04,18.26%,0.73,8.700,10.162,"1,372",29.72%,36.95%  (  +0.20%),67.18%,"53,192",6,4,4,82,Discount Stores
ADSK,USA,288.07,2025-05-22,66.27,7.46,3.67%,10.08,5.815,6.887,796,41.02%,35.37%  (  +0.02%),44.15%,"43,217",10,5,5,75,Software - Application
INTU,USA,652.59,2025-05-22,64.78,17.07,4.98%,10.63,5.693,6.577,"1,501",43.11%,34.35%  (  -1.09%),46.19%,"96,172",9,5,5,90,Software - Application
WDAY,USA,258.21,2025-05-22,66.80,7.41,3.93%,8.21,8.742,8.590,826,44.54%,43.59%  (  +0.36%),57.83%,"70,506",7,4,4,90,Software - Application
GAP,USA,22.67,2025-05-29,59.40,1.02,2.26%,0.57,7.952,13.008,"2,792",92.11%,64.32%  (  +2.61%),52.84%,"232,236",9,4,4,82,Apparel Retail
BURL,USA,242.08,2025-05-29,55.95,9.74,-6.92%,1.43,8.185,10.272,"1,293",53.72%,50.20%  (  +0.79%),64.70%,"57,544",7,5,5,70,Apparel Retail
DECK,USA,121.20,2025-05-22,57.45,5.37,-23.53%,3.73,5.583,10.119,"4,614",73.64%,65.72%  (  -5.60%),63.50%,"139,116",7,4,4,88,Footwear & Accessories
DLTR,USA,85.38,2025-06-04,66.16,3.07,13.79%,0.65,12.298,10.687,"10,951",62.16%,50.78%  (  -0.23%),40.92%,"393,282",9,4,4,65,Discount Stores
PDD,USA,109.25,2025-05-28,54.92,4.12,-4.61%,2.78,8.949,10.641,"14,962",50.96%,52.99%  (  -0.82%),50.27%,"1,372,253",4,4,4,79,Internet Retail
OKTA,USA,119.68,2025-05-27,69.25,4.50,34.39%,7.96,12.035,13.168,"5,827",55.83%,61.28%  (  +0.02%),66.56%,"184,388",6,4,4,75,Software - Infrastructure
LI,USA,26.61,2025-05-19,61.47,0.89,11.39%,1.11,9.984,10.473,"2,721",54.40%,60.89%  (  -4.98%),40.85%,"285,522",9,4,4,75,Auto Manufacturers
DKS,USA,189.73,2025-05-28,49.20,8.35,-10.55%,1.13,9.955,12.414,888,67.44%,59.78%  (  -0.18%),64.52%,"68,829",9,4,4,88,Specialty Retail
ANF,USA,73.47,2025-05-28,49.85,3.77,-40.86%,0.71,13.229,16.684,"4,064",79.78%,80.90%  (  +0.39%),77.29%,"136,874",9,4,4,70,Apparel Retail
NVDA,USA,116.38,2025-05-28,57.44,5.28,-6.88%,21.75,9.229,10.818,"2,042,948",73.55%,52.96%  (  -0.63%),34.58%,"22,562,608",7,5,5,87,Semiconductors
CRM,USA,275.84,2025-05-28,56.71,8.07,-6.03%,6.98,7.799,9.164,"15,929",46.28%,44.14%  (  -0.96%),63.68%,"529,400",5,4,4,85,Software - Application
CRDO,Cayman Islands,50.14,2025-06-04,61.22,3.47,5.71%,26.03,21.846,25.741,"1,785",105.08%,94.22%  (  +2.48%),54.64%,"94,190",6,5,5,80,Semiconductors
CHWY,USA,39.28,2025-06-04,67.43,1.52,22.18%,1.37,12.474,10.188,"37,898",44.46%,50.96%  (  +1.26%),13.69%,"226,125",10,5,4,85,Internet Retail
MRVL,USA,59.62,2025-05-29,49.70,3.79,-28.22%,8.93,9.547,13.583,"43,741",99.26%,66.64%  (  -0.51%),45.91%,"896,609",7,5,5,85,Semiconductors
ULTA,USA,391.64,2025-05-29,57.82,12.35,3.32%,1.57,7.885,8.957,"1,162",45.58%,43.37%  (  -0.82%),53.28%,"67,666",9,4,4,65,Specialty Retail
CRWD,USA,409.16,2025-06-03,51.99,19.07,21.13%,25.78,9.624,11.891,"45,475",67.16%,53.70%  (  +1.45%),49.90%,"400,525",5,5,5,85,Software - Infrastructure
LULU,USA,280.77,2025-06-04,51.85,11.25,-10.44%,3.32,9.756,11.450,"4,528",70.73%,51.20%  (  -2.28%),53.29%,"182,644",9,4,4,80,Apparel Retail
ZS,USA,231.05,2025-05-29,65.78,7.79,19.33%,14.76,10.489,9.726,"11,495",61.10%,46.41%  (  -0.44%),37.79%,"236,864",9,5,5,85,Software - Infrastructure
S,USA,19.13,2025-05-29,56.32,0.76,-15.85%,7.67,14.847,12.616,"1,282",62.18%,64.04%  (  -0.18%),59.78%,"189,034",7,5,5,78,Software - Infrastructure
DG,USA,92.12,2025-06-03,53.93,2.71,7.51%,0.50,9.685,11.086,"4,899",33.49%,49.19%  (  -1.52%),51.64%,"236,436",7,4,4,60,Discount Stores
HPE,USA,16.85,2025-06-03,59.02,0.64,-12.76%,0.71,9.193,11.546,"2,459",78.33%,51.97%  (  -0.78%),47.32%,"589,449",7,4,4,70,Communication Equipment
MDB,USA,179.04,2025-05-29,54.67,8.30,-28.21%,7.24,13.517,9.843,"4,660",71.98%,80.71%  (  +0.87%),82.77%,"217,856",7,5,5,70,Software - Infrastructure
IOT,USA,42.93,2025-06-05,62.16,1.93,-4.94%,19.57,16.060,17.075,"1,286",66.58%,76.09%  (  -0.43%),70.67%,"137,740",7,4,4,80,Software - Infrastructure
AVGO,USA,207.19,2025-06-05,64.40,8.40,11.38%,17.87,7.327,11.686,"83,089",74.62%,52.19%  (  -0.99%),43.60%,"2,180,820",10,5,5,88,Semiconductors
GTLB,USA,48.89,2025-06-02,56.04,2.41,-11.26%,10.64,15.728,14.707,"1,230",73.07%,63.52%  (  +0.22%),52.75%,"106,658",7,5,5,80,Software - Infrastructure
ASO,USA,39.19,2025-06-10,48.50,1.84,-22.94%,0.44,9.674,0.000,757,84.05%,58.96%  (  +2.31%),59.44%,"33,282",7,4,4,60,Specialty Retail
ADBE,USA,384.69,2025-06-12,58.76,10.08,-17.89%,7.44,7.904,0.000,"10,552",36.23%,33.45%  (  +2.49%),37.78%,"325,290",8,4,4,85,Software - Application
KR,USA,71.54,2025-06-19,56.07,1.53,18.16%,0.32,5.659,0.000,"4,912",28.58%,21.91%  (  -0.37%),20.47%,"251,192",7,4,4,80,Grocery Stores
UEC,USA,5.62,2025-06-06,60.83,0.32,-10.29%,35.98,6.243,17.712,"8,787",62.20%,66.84%  (  +4.09%),52.76%,"239,744",6,4,4,0,Uranium
RBRK,USA,76.49,2025-06-10,68.16,3.64,43.36%,16.39,19.038,0.000,"2,269",73.04%,74.96%  (  +0.74%),43.57%,"44,287",6,5,5,75,Software - Infrastructure
ORCL,USA,150.03,2025-06-10,59.73,5.12,-6.21%,7.54,8.738,0.000,"9,852",55.95%,39.48%  (  +1.57%),44.10%,"755,641",5,4,4,90,Software - Infrastructure
DRI,USA,196.78,2025-06-19,46.51,5.01,11.58%,1.96,5.712,0.000,613,30.22%,32.04%  (  +0.22%),55.88%,"32,441",7,4,4,80,Restaurants
ACN,Ireland,307.32,2025-06-20,55.71,7.61,-10.32%,2.86,6.507,0.000,656,36.09%,25.48%  (  +0.31%),28.86%,"90,018",9,4,4,80,Information Technology Services
01:19:29 PM,,,,,,,,,,,,,,,,,,,
